# Accelerometer Data File
# Started @Tue Jan 12 10:26:52 GMT+02:00 2021
#
#
# sensor Vendor: STM
# sensor Name: LSM6DSL Acceleration Sensor
# sensor Resolution: 0.0023942017m/sec^2; Max Range: 78.4532; Min Delay: 2000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the ","
# X,Y,Z,time_from_previous_sample(ms)

# sensor speed set to:GAME
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
2.147,6.273,7.228,0
2.188,6.368,7.235,19
2.109,6.273,7.163,20
1.968,6.11,7.261,20
1.843,6.076,7.422,20
1.881,6.227,7.345,20
1.963,6.325,7.113,20
1.946,6.32,7.154,20
1.939,6.265,7.338,20
1.953,6.258,7.336,20
2.011,6.28,7.242,20
2.123,6.342,7.209,20
2.087,6.316,7.261,20
2.085,6.361,7.345,20
2.061,6.347,7.393,20
2.042,6.292,7.276,20
1.903,6.256,7.029,20
1.874,6.263,7.087,20
1.968,6.347,7.199,20
1.989,6.373,7.367,20
1.901,6.275,7.479,20
1.982,6.323,7.587,20
1.924,6.273,7.376,20
1.834,6.273,7.139,20
1.922,6.292,7.307,20
1.769,6.237,7.297,20
1.685,6.074,7.309,20
1.611,6.071,7.352,20
1.482,6.028,7.494,20
1.611,6.153,7.62,20
1.692,6.237,7.427,20
1.671,6.273,7.336,20
1.654,6.215,7.348,20
1.534,6.117,7.376,20
1.623,6.15,7.513,20
1.666,6.172,7.431,20
1.589,6.222,7.486,20
1.628,6.229,7.506,20
1.568,6.198,7.453,20
1.64,6.239,7.508,20
1.661,6.253,7.3,20
1.613,6.191,7.386,20
1.582,6.184,7.436,20
1.637,6.17,7.443,20
1.661,6.191,7.381,20
1.64,6.251,7.362,20
1.599,6.265,7.345,21
1.613,6.229,7.434,20
1.632,6.261,7.367,20
1.635,6.241,7.333,20
1.62,6.275,7.321,20
1.587,6.246,7.266,19
1.652,6.301,7.254,20
1.769,6.387,7.276,20
1.721,6.342,7.556,20
1.573,6.208,7.462,20
1.486,6.064,7.561,20
1.52,6.172,7.534,20
1.465,6.241,7.395,20
1.448,6.134,7.436,20
1.496,6.129,7.412,20
1.477,6.203,7.422,20
1.383,6.155,7.398,20
1.407,6.155,7.388,20
1.484,6.186,7.403,20
1.522,6.196,7.41,20
1.539,6.217,7.455,20
1.565,6.249,7.486,20
1.527,6.189,7.434,20
1.515,6.215,7.45,20
1.534,6.246,7.357,20
1.474,6.217,7.331,20
1.46,6.215,7.398,20
1.47,6.215,7.446,20
1.508,6.225,7.453,20
1.553,6.222,7.486,20
1.606,6.241,7.446,20
1.546,6.203,7.422,20
1.434,6.165,7.381,20
1.47,6.227,7.285,20
1.527,6.241,7.369,20
