# Accelerometer Data File
# Started @Mon Jan 11 18:26:52 GMT+02:00 2021
#
#
# sensor Vendor: STM
# sensor Name: LSM6DSL Acceleration Sensor
# sensor Resolution: 0.0023942017m/sec^2; Max Range: 78.4532; Min Delay: 2000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the ","
# X,Y,Z,time_from_previous_sample(ms)

# sensor speed set to:GAME
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-1.24,3.442,9.055,0
-1.173,3.419,8.983,20
-1.34,3.407,8.837,20
-1.517,3.344,8.748,20
-1.587,3.301,8.913,20
-1.517,3.33,9.031,20
-1.225,3.435,9.112,19
-1.245,3.433,9.246,20
-1.137,3.351,9.241,20
-1.264,3.33,9.241,20
-1.45,2.695,9.047,20
-1.517,3.004,10.295,20
-1.345,3.098,9.888,20
-1.024,3.419,9.682,20
-0.926,3.579,9.543,20
-0.957,3.572,9.244,20
-0.998,3.603,9.0,20
-0.938,3.474,8.818,20
-0.919,3.344,8.854,20
-0.926,3.189,9.064,21
-0.806,3.457,8.945,20
-0.588,3.545,8.786,20
-0.567,3.5,9.062,20
-0.526,3.347,8.576,20
-0.751,3.505,8.839,20
-0.833,3.464,8.746,20
-0.723,3.481,9.076,20
-0.344,3.653,9.483,20
-0.409,3.732,9.543,20
-0.498,3.811,8.916,20
-0.713,3.737,8.736,20
-0.72,3.524,9.098,20
-0.711,3.395,9.265,20
-0.842,3.514,9.043,20
-0.421,3.711,9.033,20
-0.318,3.751,9.083,20
-0.548,3.541,8.806,20
-0.718,3.6,8.569,20
-0.495,3.5,8.566,20
-0.306,3.596,8.66,20
-0.119,3.751,8.54,20
0.021,3.78,8.516,20
0.21,3.706,8.777,20
0.591,3.519,8.916,20
0.967,3.505,8.511,20
1.118,3.744,8.494,20
0.924,3.78,8.98,20
1.527,3.246,8.918,20
1.364,3.234,8.233,20
0.993,0.888,5.43,19
1.58,4.441,8.923,20
2.243,3.086,8.028,21
2.396,3.608,7.278,20
2.988,3.938,7.836,20
3.15,3.239,10.285,20
3.419,2.808,8.679,20
2.789,3.165,8.095,19
2.576,3.047,6.979,20
2.743,3.306,6.646,20
3.672,3.241,7.331,20
3.442,2.777,8.408,20
3.536,2.399,8.607,20
3.701,2.47,8.731,20
3.392,2.298,6.917,20
3.011,2.341,6.007,20
2.899,1.711,5.437,20
3.933,1.939,5.777,20
4.496,1.951,6.057,20
4.419,1.778,5.909,20
4.649,1.654,4.403,20
5.557,1.352,4.053,20
7.972,1.407,5.02,20
11.372,0.189,6.842,20
9.672,1.343,7.611,20
8.133,1.86,6.177,20
7.589,1.364,4.005,20
8.767,0.253,3.081,21
9.423,0.076,3.268,20
11.236,-0.502,4.096,20
11.691,0.316,3.691,20
10.599,0.553,2.806,20
10.192,-1.132,2.248,19
9.651,-1.699,2.336,20
9.476,-1.647,2.66,20
10.24,-1.893,2.425,20
10.929,-2.063,2.142,20
11.006,-2.643,1.786,20
10.328,-2.722,1.376,20
9.735,-3.581,1.225,20
10.0,-3.864,1.522,20
11.068,-3.821,1.683,20
11.576,-3.682,1.391,20
11.545,-3.392,0.61,20
11.451,-3.454,0.057,20
11.176,-3.627,-0.148,21
11.351,-3.498,-0.186,20
11.518,-3.493,0.0,20
11.133,-3.488,-0.093,20
10.731,-3.636,-0.222,20
10.166,-3.809,-0.466,20
9.838,-4.113,-0.797,20
9.833,-3.952,-0.232,20
9.919,-4.005,-0.67,20
9.684,-4.055,-0.979,20
9.383,-4.369,-1.048,20
9.091,-4.592,-1.007,20
9.007,-4.618,-1.075,20
8.968,-4.755,-1.115,20
8.789,-4.793,-1.264,20
8.456,-5.363,-1.575,20
8.468,-5.667,-1.45,20
8.466,-5.521,-1.149,20
8.387,-5.286,-1.084,20
8.19,-5.312,-1.235,20
7.905,-5.569,-1.462,20
7.817,-5.705,-1.558,20
7.707,-5.88,-1.393,20
7.565,-5.925,-1.161,20
7.441,-6.012,-1.039,20
7.278,-6.277,-1.091,20
7.29,-6.34,-1.137,20
7.577,-6.249,-0.981,20
7.759,-6.201,-0.78,20
7.783,-6.114,-0.751,20
7.673,-6.155,-0.732,19
7.513,-6.177,-0.821,20
7.546,-6.088,-0.912,21
7.506,-6.196,-0.993,20
7.309,-6.452,-1.022,20
7.237,-6.447,-0.996,20
7.252,-6.292,-0.991,20
7.314,-6.193,-1.039,19
7.436,-6.138,-1.266,20
7.676,-5.904,-1.472,20
7.778,-5.82,-1.563,20
7.798,-5.806,-1.515,20
7.635,-5.959,-1.551,20
7.652,-6.055,-1.551,20
7.642,-6.179,-1.52,20
7.716,-6.112,-1.486,20
7.719,-6.076,-1.438,20
7.606,-6.093,-1.328,20
7.46,-6.155,-1.304,20
7.448,-6.119,-1.316,20
7.628,-6.11,-1.314,20
7.47,-6.035,-1.338,20
7.345,-6.119,-1.393,20
7.29,-6.143,-1.314,20
7.276,-6.067,-1.288,20
7.338,-6.114,-1.237,20
7.376,-6.105,-1.132,20
7.513,-6.014,-1.132,21
7.649,-5.909,-1.13,20
7.745,-5.928,-1.175,20
7.805,-5.918,-1.268,20
7.764,-5.956,-1.355,20
7.726,-5.968,-1.307,19
7.824,-5.909,-1.228,20
7.778,-5.892,-1.29,20
7.822,-5.863,-1.333,20
7.762,-5.882,-1.309,20
7.628,-5.961,-1.314,20
7.496,-6.071,-1.376,20
7.496,-5.976,-1.417,20
7.561,-5.882,-1.494,20
7.632,-5.815,-1.482,20
7.697,-5.861,-1.352,20
7.676,-5.83,-1.283,20
7.685,-5.849,-1.295,20
7.786,-5.751,-1.283,21
7.783,-5.695,-1.407,20
7.759,-5.717,-1.434,20
7.79,-5.748,-1.34,20
7.836,-5.729,-1.194,20
7.819,-5.719,-1.156,20
7.767,-5.753,-1.225,20
7.853,-5.739,-1.319,20
7.778,-5.791,-1.403,20
7.79,-5.842,-1.331,20
7.819,-5.863,-1.252,20
7.781,-5.818,-1.264,20
7.762,-5.858,-1.256,20
7.743,-5.911,-1.221,20
7.731,-5.911,-1.213,20
7.767,-5.875,-1.204,20
7.834,-5.813,-1.197,20
7.757,-5.851,-1.13,20
7.69,-5.882,-1.12,20
7.745,-5.87,-1.118,20
7.752,-5.863,-1.168,20
7.709,-5.961,-1.139,20
7.769,-5.976,-1.094,20
7.745,-5.937,-1.003,20
7.692,-5.968,-0.948,20
7.654,-5.921,-0.969,20
7.601,-5.978,-1.067,20
7.625,-5.968,-1.087,20
7.671,-5.928,-1.163,20
7.688,-5.94,-1.132,20
7.69,-5.949,-1.13,19
7.711,-6.026,-1.101,20
7.719,-6.021,-1.024,21
7.707,-6.035,-1.055,20
7.704,-6.043,-1.096,20
7.666,-6.067,-1.144,20
7.649,-6.031,-1.189,20
7.649,-6.062,-1.218,19
7.623,-6.019,-1.209,20
7.656,-6.031,-1.187,20
7.63,-6.0,-1.189,20
7.738,-5.966,-1.13,20
7.759,-5.885,-1.125,20
7.814,-5.918,-1.151,20
7.793,-5.913,-1.13,20
7.728,-5.947,-1.122,20
7.716,-5.906,-1.072,20
7.762,-5.937,-1.019,20
7.707,-5.952,-0.914,20
7.697,-5.964,-0.871,20
7.699,-5.916,-0.869,20
7.69,-5.892,-0.928,20
7.69,-5.889,-0.888,20
7.711,-5.906,-0.845,20
7.704,-5.832,-0.83,20
7.74,-5.834,-0.847,20
7.819,-5.83,-0.811,20
7.838,-5.789,-0.818,21
7.881,-5.712,-0.849,20
7.893,-5.681,-0.89,20
7.922,-5.602,-0.936,20
7.97,-5.509,-1.012,20
7.994,-5.494,-1.082,19
8.023,-5.482,-1.07,20
8.071,-5.466,-1.048,20
8.111,-5.525,-1.031,20
8.147,-5.442,-1.07,20
8.181,-5.391,-1.154,20
8.138,-5.425,-1.197,20
8.111,-5.487,-1.173,20
8.13,-5.466,-1.106,20
8.085,-5.487,-1.091,20
8.061,-5.545,-1.098,20
7.999,-5.624,-1.029,20
7.913,-5.722,-0.974,20
7.86,-5.786,-0.993,21
7.858,-5.808,-0.972,20
7.819,-5.842,-0.976,20
7.769,-5.889,-0.948,20
7.723,-5.923,-0.981,20
7.702,-5.937,-0.986,20
7.723,-5.897,-0.996,20
7.714,-5.911,-1.096,20
7.695,-5.865,-1.158,20
7.69,-5.849,-1.17,20
7.709,-5.806,-1.175,20
7.762,-5.796,-1.177,20
7.814,-5.789,-1.168,20
7.929,-5.755,-1.166,20
7.915,-5.777,-1.161,20
7.836,-5.772,-1.118,20
7.829,-5.698,-1.084,20
7.826,-5.676,-1.089,20
7.807,-5.739,-1.087,20
7.841,-5.88,-1.039,20
7.743,-5.992,-1.01,20
7.704,-5.947,-1.005,20
7.735,-5.844,-1.015,20
7.776,-5.796,-1.0,20
7.781,-5.791,-1.096,20
7.786,-5.777,-1.158,20
7.798,-5.751,-1.142,20
7.774,-5.772,-1.182,20
7.865,-5.789,-1.137,20
7.937,-5.748,-1.12,20
7.915,-5.77,-1.142,19
7.889,-5.77,-1.206,20
7.96,-5.645,-1.29,21
8.001,-5.609,-1.371,20
8.049,-5.581,-1.295,20
8.061,-5.602,-1.204,20
7.968,-5.717,-1.166,20
7.953,-5.676,-1.175,19
7.98,-5.588,-1.161,20
7.92,-5.561,-1.235,20
7.905,-5.509,-1.211,20
7.886,-5.449,-1.17,20
7.869,-5.372,-1.122,20
7.889,-5.288,-1.168,20
7.905,-5.209,-1.324,20
7.994,-5.114,-1.316,20
8.102,-5.071,-1.247,20
