# Accelerometer Data File
# Started @Mon Jan 11 18:17:18 GMT+02:00 2021
#
#
# sensor Vendor: STM
# sensor Name: LSM6DSL Acceleration Sensor
# sensor Resolution: 0.0023942017m/sec^2; Max Range: 78.4532; Min Delay: 2000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the ","
# X,Y,Z,time_from_previous_sample(ms)

# sensor speed set to:GAME
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.9,3.838,8.923,0
0.763,3.804,8.825,20
0.888,3.823,8.791,19
1.139,3.996,8.87,20
1.132,3.917,8.909,20
1.055,3.976,8.978,20
0.895,3.94,9.052,20
0.677,3.806,9.11,20
0.742,3.845,8.952,20
0.768,3.919,8.877,20
0.569,4.017,8.887,20
0.435,3.919,8.954,20
0.727,3.766,8.856,20
1.256,3.849,9.062,20
1.355,3.847,9.311,20
1.237,3.804,9.352,20
1.053,3.665,9.002,20
0.943,3.67,8.767,20
0.816,3.6,8.743,20
0.878,3.624,9.019,20
1.027,3.581,9.035,20
1.13,3.663,8.949,20
1.031,3.684,8.945,21
0.871,3.641,8.966,20
0.78,3.651,8.856,20
0.627,3.651,9.035,20
0.658,3.691,9.071,20
0.725,3.782,9.028,19
0.744,3.785,9.131,20
0.89,3.732,9.091,20
0.972,3.747,9.32,20
0.775,3.694,9.143,20
0.605,3.711,9.007,20
0.507,3.639,9.019,20
0.557,3.591,8.966,20
0.696,3.646,8.925,20
0.699,3.644,9.007,20
0.567,3.622,9.047,20
0.682,3.742,9.22,20
0.708,3.691,9.268,20
0.847,3.744,9.337,20
0.811,3.713,9.462,20
0.684,3.663,9.27,20
0.72,3.684,9.088,20
0.49,3.627,8.968,20
0.366,3.617,8.758,20
0.416,3.624,8.674,20
0.371,3.574,8.734,20
0.385,3.629,8.921,20
0.311,3.62,8.971,20
0.476,3.713,8.894,20
0.514,3.708,9.04,20
0.548,3.787,8.985,20
0.371,3.905,9.009,20
0.131,3.919,9.055,20
0.098,3.9,9.009,20
0.122,3.873,9.27,20
0.028,3.821,9.043,20
0.016,3.847,8.528,20
-0.129,3.96,8.195,20
-0.131,3.933,8.241,20
-0.105,3.811,8.703,20
-0.165,3.761,8.937,20
-0.318,3.629,8.794,20
-0.658,3.557,8.171,20
-1.374,3.577,7.522,20
-1.302,3.615,7.532,20
-1.079,3.507,8.154,20
-1.436,3.335,8.423,20
-1.618,3.198,7.92,20
-1.568,3.289,8.073,20
-1.687,3.33,8.818,20
-1.565,3.258,9.323,21
-1.788,3.275,8.674,20
-2.15,3.363,7.585,20
-2.528,3.299,7.439,20
-2.925,3.184,8.482,20
-3.181,3.165,9.153,19
-3.246,3.22,9.04,20
-3.289,3.253,9.047,20
-3.165,3.043,9.138,20
-3.301,3.016,9.069,20
-3.435,2.971,9.344,20
-3.498,2.865,9.699,20
-3.423,2.691,9.912,20
-3.289,2.547,9.708,20
-3.27,2.401,9.055,20
-3.541,2.607,8.394,20
-3.677,2.557,8.14,20
-3.792,2.351,8.468,20
-3.775,2.075,8.593,21
-3.876,2.092,7.913,20
-3.94,1.927,6.828,20
-4.127,1.932,6.28,20
-4.096,1.932,6.713,20
-3.119,2.176,7.62,19
-3.229,2.77,4.757,20
-5.487,-0.696,1.963,21
-8.545,-2.348,4.391,20
-9.074,-4.565,8.537,20
-7.96,-4.225,12.064,20
-6.138,-2.846,10.122,20
-5.616,-2.128,6.778,19
-6.258,-2.332,5.952,20
-6.617,-3.0,7.142,20
-6.179,-3.766,7.702,20
-6.462,-3.787,6.431,20
-6.16,-4.992,7.283,20
-4.994,-5.686,7.07,20
-5.296,-5.873,6.244,20
-6.591,-5.806,4.781,20
-8.207,-5.892,4.606,20
-9.471,-6.696,6.56,20
-9.052,-7.647,7.896,20
-10.034,-6.859,7.149,20
-10.362,-5.446,5.827,20
-11.389,-5.777,6.696,20
-12.112,-7.108,4.185,20
-11.332,-6.433,3.392,20
-10.987,-4.027,4.07,20
-9.184,-2.901,3.804,20
-8.351,-2.334,3.574,20
-5.707,1.031,3.495,20
-5.229,1.817,3.893,20
-4.996,1.345,4.946,20
-4.944,-0.007,5.274,20
-6.375,-2.063,3.438,20
-8.183,-2.571,0.105,20
-7.374,-3.691,0.454,20
-8.19,-3.737,2.789,20
-8.02,-3.205,1.944,20
-6.804,-1.573,2.674,20
-7.927,-1.74,3.146,20
-9.682,-2.65,2.408,20
-9.404,-2.456,4.082,20
-9.464,-1.692,3.308,20
-9.589,-1.659,3.742,20
-11.236,-3.521,7.29,20
-10.122,-3.981,3.993,20
-8.593,-3.011,2.03,20
-8.267,-2.59,1.987,20
-8.815,-1.345,3.498,20
-10.735,-0.703,2.741,20
-10.336,-1.221,8.159,20
-7.996,-1.841,2.985,20
-8.277,-2.253,1.755,20
-9.522,-2.185,1.992,20
-9.332,-2.839,0.933,20
-8.418,-3.351,1.793,20
-8.37,-3.5,2.566,20
-7.565,-3.023,2.279,20
-6.268,-1.891,3.524,20
-7.419,-3.205,3.057,20
-7.635,-2.602,2.729,20
-8.063,-2.734,1.668,20
-7.558,-3.158,0.802,20
-8.356,-3.56,-1.096,20
-8.669,-4.336,-1.376,20
-12.976,-4.374,0.239,20
-17.344,-3.696,-1.829,20
-20.679,-3.696,-4.019,20
-17.427,-3.816,-3.984,20
-14.913,-4.822,-6.917,20
-10.855,-7.47,-5.475,20
-8.351,-5.059,0.026,20
-8.727,-4.348,2.707,20
-7.213,-7.218,5.37,20
-5.219,-5.458,4.968,20
-5.293,-4.199,4.764,20
-3.653,-4.106,5.08,20
-3.117,-4.163,5.004,20
-3.069,-1.053,5.686,20
-4.362,0.471,7.259,20
-4.534,0.744,7.513,20
-4.065,0.696,4.209,20
-5.047,2.753,8.083,20
-5.715,0.854,4.544,20
-2.983,-3.464,3.155,20
-0.766,-2.288,4.611,20
-0.883,-1.379,6.524,20
4.022,-3.512,2.88,19
2.552,-6.292,0.0,20
-4.024,-11.985,-3.907,20
-5.899,-13.939,0.45,20
-6.876,-13.961,-1.97,20
-5.262,-12.708,-4.726,20
-3.869,-11.609,-6.27,20
-4.604,-12.725,-8.327,20
-6.703,-14.291,-10.192,20
-8.444,-15.16,-9.505,20
-11.964,-16.951,-5.693,20
-11.667,-14.008,-4.084,20
-7.673,-11.257,-1.817,20
-4.501,-9.842,-0.804,20
-2.36,-10.668,-1.233,20
-1.295,-10.798,-2.509,20
-1.209,-9.842,-2.758,20
-1.046,-9.241,-2.365,20
0.294,-9.026,-0.957,20
1.934,-9.012,1.429,20
3.189,-9.792,2.99,20
3.668,-10.587,4.47,20
2.15,-11.375,4.45,20
1.47,-8.243,3.668,20
1.948,-5.068,1.901,20
2.513,-4.233,1.599,20
2.482,-5.312,1.271,20
2.123,-8.473,1.972,20
2.6,-12.174,2.411,21
2.332,-15.33,2.221,20
1.601,-9.56,3.071,20
-0.806,-15.139,2.691,20
-1.247,-12.567,-1.386,20
0.529,-13.707,-3.818,19
3.208,-11.095,-3.998,20
6.34,-8.255,-5.169,20
6.993,-6.292,-4.968,20
7.932,-6.699,-2.662,20
6.792,-9.553,0.407,20
1.163,-9.258,0.612,20
-1.977,-9.715,3.035,20
-0.96,-12.229,6.347,20
-0.131,-14.154,6.1,20
-2.164,-17.502,6.699,20
-3.215,-13.352,1.802,20
0.557,-12.677,3.337,20
2.054,-11.854,2.636,20
1.829,-11.281,-5.662,20
2.13,-9.718,-7.084,20
