time,z,y,x
1610109009279936300,5.0246686935424805,-3.655128002166748,1.31904935836792
1610109009289893000,5.027448654174805,-3.6570019721984863,1.3125474452972412
1610109009299871200,5.0199055671691895,-3.6586508750915527,1.3585858345031738
1610109009309856300,4.917579650878906,-3.628448486328125,1.3357409238815308
1610109009319845000,4.953580856323242,-3.6340622901916504,1.2685048580169678
1610109009329835800,4.9061479568481445,-3.6492762565612793,1.2641488313674927
1610109009339828200,4.918389320373535,-3.630993366241455,1.268848180770874
1610109009349821400,4.937417030334473,-3.622225761413574,1.3040598630905151
1610109009359815700,4.908176898956299,-3.618177890777588,1.3436384201049805
1610109009369810000,4.8985066413879395,-3.6190433502197266,1.3042430877685547
1610109009379805000,4.884099006652832,-3.5983619689941406,1.2865887880325317
1610109009389800200,4.878840923309326,-3.596693992614746,1.2856543064117432
1610109009399796000,4.844683647155762,-3.6141576766967773,1.2747185230255127
1610109009409791700,4.855612277984619,-3.624276638031006,1.2448495626449585
1610109009419787800,4.865689754486084,-3.617414951324463,1.2647215127944946
1610109009429784000,4.858257293701172,-3.615159511566162,1.2624164819717407
1610109009439780400,4.975867748260498,-3.579402446746826,1.2876055240631104
1610109009449777000,4.908257484436035,-3.560908794403076,1.3082383871078491
1610109009459773700,4.827993392944336,-3.5621509552001953,1.3097867965698242
1610109009469770500,4.7889556884765625,-3.553941249847412,1.2901041507720947
1610109009479767600,4.761200904846191,-3.552717685699463,1.265406847000122
1610109009489764600,4.7394304275512695,-3.5942301750183105,1.2617700099945068
1610109009499761700,4.738308906555176,-3.5923638343811035,1.2913976907730103
1610109009509759000,4.169534683227539,-3.4078869819641113,1.1753085851669312
1610109009519756500,3.686605453491211,-3.2006702423095703,1.0723990201950073
1610109009529753900,3.2904629707336426,-2.9825873374938965,0.9762237071990967
1610109009539751400,2.92214298248291,-2.756448268890381,0.8820270299911499
1610109009549748700,2.5686168670654297,-2.5763468742370605,0.7970383167266846
1610109009559746300,2.291461944580078,-2.3418807983398438,0.742978036403656
1610109009569744000,2.0858044624328613,-2.172213077545166,0.6778377890586853
1610109009579741700,1.8510055541992188,-1.996070384979248,0.6164589524269104
1610109009589740500,1.6958227157592773,-1.8260040283203125,0.5463224053382874
1610109009599739600,1.5381417274475098,-1.6600227355957031,0.5025738477706909
1610109009609738800,1.3484950065612793,-1.5170073509216309,0.4417620003223419
1610109009619737600,1.1536307334899902,-1.3421134948730469,0.3932153880596161
1610109009629736400,0.9950494766235352,-1.2338199615478516,0.3756830394268036
1610109009639735600,0.7913641929626465,-1.1194863319396973,0.32383909821510315
1610109009649734400,0.7301254272460938,-1.0107111930847168,0.2561277151107788
1610109009659733200,0.6391735076904297,-0.9421014785766602,0.24675226211547852
1610109009669732000,0.5389571189880371,-0.8318729400634766,0.22105668485164642
1610109009679731000,0.5195679664611816,-0.7802972793579102,0.18358458578586578
1610109009689730000,0.48609066009521484,-0.6975626945495605,0.20839980244636536
1610109009699729000,0.4089527130126953,-0.6094822883605957,0.17269963026046753
1610109009709727700,0.3618626594543457,-0.578056812286377,0.13420292735099792
1610109009719726600,0.3410525321960449,-0.4965367317199707,0.14804762601852417
1610109009729725400,0.3176083564758301,-0.4367809295654297,0.12001907825469971
1610109009739724300,0.27217912673950195,-0.3987240791320801,0.08480207622051239
1610109009749723100,0.27362728118896484,-0.36509084701538086,0.08384228497743607
1610109009759722000,0.19432353973388672,-0.311098575592041,0.0841536894440651
1610109009769720800,0.15874052047729492,-0.30387163162231445,0.09701412916183472
1610109009779719700,0.1255946159362793,-0.2876605987548828,0.06007365137338638
1610109009789718500,0.11358928680419922,-0.28348731994628906,0.08852372318506241
1610109009799717000,0.1082773208618164,-0.2553701400756836,0.07664258778095245
1610109009809716000,0.11908960342407227,-0.23428583145141602,0.03627944737672806
1610109009819714600,0.07145023345947266,-0.21021556854248047,0.07783807814121246
1610109009829713400,0.04957008361816406,-0.15741682052612305,0.11247633397579193
1610109009839712000,-0.018564224243164062,-0.13791799545288086,0.12802059948444366
1610109009849710800,-0.04684019088745117,-0.14206504821777344,0.09748589992523193
1610109009859709400,-0.050287723541259766,-0.11626863479614258,0.08464418351650238
1610109009869708000,-0.004755973815917969,-0.11110925674438477,0.017101503908634186
1610109009879707000,0.019561290740966797,-0.14948225021362305,-0.013566972687840462
1610109009889705700,0.10623025894165039,-0.15444612503051758,-0.028976941481232643
1610109009899704300,0.13536548614501953,-0.1305551528930664,-0.012001549825072289
1610109009909703200,0.16945648193359375,-0.12602996826171875,-0.019040800631046295
1610109009919702000,0.14158916473388672,-0.0931549072265625,0.01791398972272873
1610109009929700600,0.04723834991455078,-0.0562591552734375,0.040976740419864655
1610109009939699500,0.037940025329589844,-0.047463417053222656,0.03560337424278259
1610109009949698000,-0.009224891662597656,-0.048867225646972656,0.00421915203332901
1610109009959697000,-0.017632484436035156,-0.0676565170288086,-0.012993045151233673
1610109009969695700,0.010195732116699219,-0.0677499771118164,0.0011648060753941536
1610109009979694300,-0.017045974731445312,-0.05585813522338867,0.014944326132535934
1610109009989693200,-0.017482757568359375,-0.05660295486450195,-0.03628602251410484
1610109009999691800,0.0016794204711914062,-0.06755256652832031,-0.0585787370800972
1610109010009690600,0.004283905029296875,-0.054850101470947266,0.0010681406129151583
1610109010019689500,-0.03116321563720703,-0.028147220611572266,0.013052666559815407
1610109010029688000,-0.06361007690429688,-0.03104257583618164,0.02733750455081463
1610109010039687000,-0.08606147766113281,-0.005802631378173828,0.0486733578145504
1610109010049685800,-0.0888972282409668,-0.007569313049316406,0.05084040015935898
1610109010059684400,-0.048401832580566406,-0.021634578704833984,0.023594152182340622
1610109010069683200,-0.06531524658203125,-0.04056739807128906,-0.03936338424682617
1610109010079682000,-0.029657363891601562,-0.0593571662902832,-0.018071956932544708
1610109010089680600,-0.047005653381347656,-0.04653596878051758,-0.014681583270430565
1610109010099679500,-0.02350139617919922,-0.043511390686035156,0.03443162888288498
1610109010109678000,0.0022859573364257812,-0.0427250862121582,0.032950304448604584
1610109010119677000,0.008551597595214844,-0.04619598388671875,0.015455782413482666
1610109010129675500,0.0125274658203125,-0.025875568389892578,0.0005149641074240208
1610109010139674400,-0.014356613159179688,-0.04185009002685547,0.026249051094055176
1610109010149673200,-0.029114723205566406,-0.03649711608886719,0.01807224750518799
1610109010159672000,-0.0438079833984375,0.009467124938964844,0.0004947250708937645
1610109010169670700,-0.0772700309753418,-0.02413034439086914,0.013668093830347061
1610109010179669500,-0.08667469024658203,-0.014801979064941406,0.022100407630205154
1610109010189668400,-0.0721592903137207,-0.012622356414794922,0.013723259791731834
1610109010199667000,-0.07915115356445312,-0.03444719314575195,-0.015340777114033699
1610109010209665800,-0.04282951354980469,-0.039815425872802734,-0.024801556020975113
1610109010219664400,-0.040557861328125,-0.05400514602661133,-0.02939867600798607
1610109010229663000,-0.052559852600097656,-0.06593561172485352,-0.028727790340781212
1610109010239661800,-0.06708478927612305,-0.03458452224731445,-0.006413739174604416
1610109010249660400,-0.050445556640625,-0.02722454071044922,-0.01091134361922741
1610109010259659300,-0.04568004608154297,-0.02480030059814453,0.00817081332206726
1610109010269657900,-0.019533157348632812,-0.01973867416381836,-0.003833586350083351
1610109010279656700,-0.04134941101074219,-0.0313258171081543,0.0035850917920470238
1610109010289655300,-0.0009946823120117188,-0.0116729736328125,0.008270328864455223
1610109010299654100,-0.0205841064453125,0.0009279251098632812,0.010317542590200901
1610109010309653000,-0.030150413513183594,-0.018243789672851562,0.005564941093325615
1610109010319651600,-0.016109466552734375,-0.02495718002319336,-0.01818506047129631
1610109010329650400,-0.006522178649902344,-0.003426074981689453,-0.0036903787404298782
1610109010339649000,-0.047145843505859375,-0.0322718620300293,-0.020267346873879433
1610109010349648000,-0.034999847412109375,-0.022947311401367188,-0.014750337228178978
1610109010359646700,-0.03720664978027344,-0.013638019561767578,0.011931992135941982
1610109010369645300,-0.07530498504638672,-0.04506540298461914,0.013930106535553932
1610109010379644200,-0.0655369758605957,-0.03815603256225586,0.009282281622290611
1610109010389643000,-0.09172344207763672,-0.01682567596435547,0.006748451851308346
1610109010399641600,-0.04634857177734375,-0.033419132232666016,0.006854688748717308
1610109010409640400,-0.03921985626220703,-0.026157379150390625,-0.0007067602127790451
1610109010419639300,0.0159149169921875,-0.03103923797607422,0.0008694762364029884
1610109010429638000,0.04674339294433594,-0.016240596771240234,0.03845379501581192
1610109010439636700,-0.008772850036621094,-0.039545536041259766,0.026097077876329422
1610109010449635300,-0.042720794677734375,-0.02695751190185547,-0.00766593124717474
1610109010459634200,-0.05260467529296875,-0.03848409652709961,-0.04348317161202431
1610109010469633000,-0.026458740234375,-0.031028270721435547,-0.04511376842856407
1610109010479631600,-0.010087013244628906,-0.03526115417480469,-0.04928608238697052
1610109010489630500,-0.010876655578613281,-0.0077877044677734375,-0.01689458265900612
1610109010499629300,-0.00168609619140625,-0.007232666015625,-0.0011257892474532127
1610109010509628000,-0.023296356201171875,0.009610652923583984,0.031900063157081604
1610109010519626800,-0.05126953125,0.010915756225585938,-0.007794015109539032
1610109010529625600,-0.035698890686035156,0.011576175689697266,-0.029771162196993828
1610109010539624400,-0.0700845718383789,0.01416778564453125,-0.02292991802096367
1610109010549623300,-0.12109708786010742,0.002204418182373047,-0.02536649815738201
1610109010559622100,-0.1479792594909668,-0.007632732391357422,0.029994595795869827
1610109010569621200,-0.15076971054077148,0.015841960906982422,0.019775763154029846
1610109010579620000,-0.08655405044555664,-0.008523941040039062,0.014112989418208599
1610109010589619000,-0.027502059936523438,-0.01798391342163086,-0.013560616411268711
1610109010599617800,-0.023834228515625,-0.02459239959716797,-0.0004662293940782547
1610109010609616600,-0.0013017654418945312,-0.04515504837036133,0.0458674356341362
1610109010619615500,0.08069610595703125,-0.04839372634887695,-0.013891967944800854
1610109010629614300,0.17883968353271484,-0.043576717376708984,-0.02746456488966942
1610109010639613200,0.26167774200439453,-0.049379825592041016,0.016331614926457405
1610109010649612000,0.26763343811035156,-0.004525184631347656,0.04254252836108208
1610109010659611000,0.20213031768798828,0.020647525787353516,0.04308057948946953
1610109010669609700,0.11365318298339844,0.04922628402709961,0.011592091992497444
1610109010679608600,0.05962371826171875,0.02380657196044922,0.0007972866296768188
1610109010689607400,0.0037946701049804688,0.031061649322509766,0.04389847069978714
1610109010699606300,-0.014307975769042969,-0.015549659729003906,-0.02176854759454727
1610109010709605000,-0.010667800903320312,-0.036072731018066406,-0.04451543092727661
1610109010719604000,0.04119873046875,-0.04507780075073242,-0.08207191526889801
1610109010729602800,0.12436866760253906,-0.03756141662597656,-0.07283434271812439
1610109010739601700,0.16756820678710938,-0.0526127815246582,-0.022525940090417862
1610109010749600500,0.12830591201782227,0.009478569030761719,0.0246720090508461
1610109010759599400,0.011345863342285156,0.0027513504028320312,0.06353278458118439
1610109010769598200,-0.09299850463867188,0.045484066009521484,0.051884863525629044
1610109010779597000,-0.13768243789672852,0.06702852249145508,0.05378960072994232
1610109010789596000,-0.13264703750610352,0.060717105865478516,0.03560849279165268
1610109010799595000,-0.10175561904907227,0.021640300750732422,-0.051052071154117584
