time,gFx,gFy,gFz,TgF
1.141000,0.0723,0.2443,0.9614,0.995
1.143000,0.0733,0.2441,0.9611,0.994
1.145000,0.0733,0.2431,0.9631,0.996
1.149000,0.0713,0.2436,0.9648,0.998
1.150000,0.0716,0.2433,0.9663,0.999
1.152000,0.0716,0.2426,0.9667,0.999
1.153000,0.0721,0.2436,0.9670,1.000
1.155000,0.0713,0.2431,0.9667,0.999
1.158000,0.0713,0.2436,0.9687,1.001
1.160000,0.0711,0.2424,0.9697,1.002
1.164000,0.0701,0.2433,0.9702,1.003
1.164000,0.0682,0.2448,0.9697,1.002
1.166000,0.0706,0.2453,0.9689,1.002
1.167000,0.0709,0.2443,0.9677,1.001
1.170000,0.0713,0.2446,0.9667,1.000
1.172000,0.0713,0.2453,0.9675,1.001
1.173000,0.0716,0.2458,0.9670,1.000
1.176000,0.0713,0.2460,0.9665,1.000
1.179000,0.0699,0.2458,0.9672,1.000
1.180000,0.0684,0.2455,0.9665,1.000
1.181000,0.0691,0.2463,0.9648,0.998
1.184000,0.0677,0.2465,0.9641,0.997
1.185000,0.0679,0.2458,0.9638,0.997
1.187000,0.0679,0.2465,0.9624,0.996
1.189000,0.0679,0.2465,0.9633,0.997
1.191000,0.0674,0.2468,0.9624,0.996
1.193000,0.0665,0.2477,0.9619,0.995
1.196000,0.0657,0.2470,0.9616,0.995
1.198000,0.0655,0.2460,0.9606,0.994
1.199000,0.0645,0.2460,0.9606,0.994
1.201000,0.0647,0.2463,0.9611,0.994
1.203000,0.0645,0.2470,0.9611,0.994
1.205000,0.0652,0.2448,0.9604,0.993
1.208000,0.0677,0.2460,0.9614,0.995
1.210000,0.0682,0.2470,0.9611,0.995
1.212000,0.0684,0.2475,0.9614,0.995
1.214000,0.0677,0.2492,0.9638,0.998
1.216000,0.0665,0.2482,0.9643,0.998
1.218000,0.0665,0.2480,0.9643,0.998
1.219000,0.0674,0.2480,0.9660,1.000
1.221000,0.0691,0.2482,0.9660,1.000
1.223000,0.0684,0.2485,0.9660,1.000
1.225000,0.0679,0.2494,0.9663,1.000
1.229000,0.0684,0.2494,0.9660,1.000
1.231000,0.0682,0.2497,0.9667,1.001
1.232000,0.0667,0.2512,0.9675,1.002
1.234000,0.0672,0.2497,0.9660,1.000
1.236000,0.0679,0.2497,0.9660,1.000
1.237000,0.0660,0.2499,0.9658,1.000
1.239000,0.0660,0.2492,0.9663,1.000
1.242000,0.0662,0.2490,0.9663,1.000
1.243000,0.0665,0.2497,0.9670,1.001
1.245000,0.0657,0.2490,0.9660,1.000
1.248000,0.0657,0.2499,0.9655,1.000
1.251000,0.0672,0.2490,0.9675,1.001
1.252000,0.0689,0.2499,0.9670,1.001
1.254000,0.0684,0.2497,0.9680,1.002
1.255000,0.0694,0.2512,0.9689,1.003
1.257000,0.0687,0.2499,0.9692,1.003
1.259000,0.0684,0.2499,0.9692,1.003
1.265000,0.0679,0.2490,0.9682,1.002
1.265000,0.0672,0.2492,0.9663,1.000
1.266000,0.0674,0.2490,0.9655,0.999
1.269000,0.0682,0.2485,0.9663,1.000
1.270000,0.0672,0.2482,0.9670,1.001
1.272000,0.0662,0.2477,0.9663,1.000
1.274000,0.0640,0.2482,0.9648,0.998
1.276000,0.0635,0.2485,0.9660,0.999
1.278000,0.0645,0.2485,0.9663,1.000
1.280000,0.0635,0.2485,0.9658,0.999
1.282000,0.0635,0.2490,0.9648,0.998
1.284000,0.0633,0.2472,0.9653,0.998
1.286000,0.0621,0.2475,0.9653,0.998
1.289000,0.0594,0.2472,0.9641,0.997
1.289000,0.0603,0.2477,0.9638,0.997
1.293000,0.0613,0.2472,0.9633,0.996
1.293000,0.0611,0.2480,0.9624,0.996
1.296000,0.0608,0.2485,0.9636,0.997
1.298000,0.0616,0.2480,0.9643,0.998
1.300000,0.0625,0.2477,0.9653,0.999
1.302000,0.0623,0.2482,0.9648,0.998
1.303000,0.0623,0.2487,0.9636,0.997
1.306000,0.0630,0.2490,0.9609,0.995
1.308000,0.0633,0.2480,0.9614,0.995
1.309000,0.0640,0.2475,0.9616,0.995
1.312000,0.0672,0.2490,0.9621,0.996
1.314000,0.0662,0.2482,0.9628,0.997
1.316000,0.0657,0.2485,0.9626,0.996
1.318000,0.0665,0.2477,0.9624,0.996
1.319000,0.0655,0.2470,0.9655,0.999
1.322000,0.0657,0.2477,0.9660,0.999
1.323000,0.0677,0.2472,0.9646,0.998
1.326000,0.0682,0.2465,0.9663,1.000
1.329000,0.0672,0.2475,0.9660,0.999
1.330000,0.0682,0.2477,0.9658,0.999
1.333000,0.0679,0.2468,0.9660,0.999
1.333000,0.0677,0.2472,0.9665,1.000
1.336000,0.0669,0.2480,0.9675,1.001
1.338000,0.0679,0.2485,0.9667,1.000
1.339000,0.0684,0.2487,0.9648,0.999
1.341000,0.0689,0.2494,0.9648,0.999
1.344000,0.0704,0.2477,0.9650,0.999
1.345000,0.0694,0.2477,0.9643,0.998
1.347000,0.0674,0.2497,0.9646,0.999
1.349000,0.0682,0.2494,0.9638,0.998
1.351000,0.0694,0.2490,0.9626,0.997
1.353000,0.0689,0.2490,0.9619,0.996
1.355000,0.0677,0.2477,0.9619,0.996
1.357000,0.0667,0.2470,0.9626,0.996
1.359000,0.0672,0.2482,0.9621,0.996
1.362000,0.0672,0.2494,0.9599,0.994
1.365000,0.0662,0.2504,0.9592,0.994
1.365000,0.0652,0.2490,0.9604,0.994
1.367000,0.0647,0.2487,0.9582,0.992
1.369000,0.0635,0.2492,0.9575,0.991
1.372000,0.0643,0.2507,0.9540,0.989
1.373000,0.0650,0.2516,0.9555,0.990
1.375000,0.0643,0.2512,0.9565,0.991
1.377000,0.0628,0.2512,0.9555,0.990
1.382000,0.0613,0.2499,0.9545,0.989
1.383000,0.0611,0.2494,0.9553,0.989
1.384000,0.0630,0.2490,0.9560,0.990
1.385000,0.0640,0.2492,0.9570,0.991
1.388000,0.0643,0.2477,0.9587,0.992
1.389000,0.0650,0.2477,0.9584,0.992
1.392000,0.0647,0.2468,0.9589,0.992
1.393000,0.0643,0.2465,0.9592,0.992
1.395000,0.0645,0.2470,0.9611,0.994
1.397000,0.0672,0.2460,0.9621,0.995
1.399000,0.0674,0.2458,0.9631,0.996
1.401000,0.0665,0.2455,0.9663,0.999
1.403000,0.0679,0.2465,0.9685,1.002
1.405000,0.0669,0.2465,0.9702,1.003
1.407000,0.0677,0.2458,0.9707,1.004
1.409000,0.0672,0.2463,0.9716,1.005
1.411000,0.0669,0.2458,0.9721,1.005
1.414000,0.0660,0.2448,0.9729,1.005
1.416000,0.0657,0.2433,0.9719,1.004
1.418000,0.0657,0.2448,0.9716,1.004
1.420000,0.0657,0.2458,0.9729,1.006
1.421000,0.0677,0.2470,0.9724,1.006
1.423000,0.0679,0.2485,0.9733,1.007
1.425000,0.0672,0.2485,0.9743,1.008
1.427000,0.0672,0.2472,0.9731,1.006
1.430000,0.0674,0.2477,0.9709,1.004
1.432000,0.0665,0.2472,0.9699,1.003
1.434000,0.0660,0.2482,0.9699,1.003
1.436000,0.0665,0.2475,0.9702,1.003
1.437000,0.0674,0.2485,0.9702,1.004
1.439000,0.0684,0.2492,0.9675,1.001
1.441000,0.0669,0.2494,0.9680,1.002
1.443000,0.0669,0.2492,0.9694,1.003
1.447000,0.0655,0.2494,0.9682,1.002
1.448000,0.0669,0.2497,0.9658,1.000
1.450000,0.0672,0.2494,0.9655,0.999
1.452000,0.0665,0.2502,0.9650,0.999
1.454000,0.0669,0.2497,0.9646,0.999
1.456000,0.0669,0.2499,0.9636,0.998
1.457000,0.0665,0.2504,0.9638,0.998
1.460000,0.0667,0.2492,0.9628,0.997
1.462000,0.0662,0.2490,0.9624,0.996
1.464000,0.0660,0.2497,0.9621,0.996
1.466000,0.0647,0.2487,0.9614,0.995
1.468000,0.0640,0.2490,0.9606,0.994
1.469000,0.0660,0.2499,0.9599,0.994
1.471000,0.0647,0.2487,0.9602,0.994
1.473000,0.0640,0.2477,0.9599,0.993
1.475000,0.0650,0.2477,0.9599,0.993
1.477000,0.0645,0.2470,0.9594,0.993
1.482000,0.0630,0.2465,0.9589,0.992
1.482000,0.0608,0.2450,0.9594,0.992
1.483000,0.0601,0.2458,0.9611,0.994
1.486000,0.0606,0.2450,0.9604,0.993
1.487000,0.0621,0.2450,0.9602,0.993
1.489000,0.0616,0.2453,0.9599,0.993
1.492000,0.0618,0.2441,0.9592,0.992
1.493000,0.0621,0.2438,0.9587,0.991
1.496000,0.0628,0.2453,0.9584,0.991
1.497000,0.0621,0.2453,0.9582,0.991
1.499000,0.0608,0.2450,0.9602,0.993
1.501000,0.0623,0.2441,0.9619,0.994
1.503000,0.0621,0.2448,0.9624,0.995
1.505000,0.0618,0.2465,0.9646,0.997
1.508000,0.0638,0.2455,0.9641,0.997
1.509000,0.0645,0.2465,0.9650,0.998
1.511000,0.0623,0.2455,0.9650,0.998
1.514000,0.0628,0.2463,0.9658,0.999
1.516000,0.0630,0.2468,0.9667,1.000
1.518000,0.0630,0.2477,0.9687,1.002
1.520000,0.0625,0.2470,0.9685,1.001
1.521000,0.0633,0.2468,0.9670,1.000
1.523000,0.0635,0.2487,0.9672,1.001
1.525000,0.0652,0.2499,0.9687,1.003
1.527000,0.0650,0.2509,0.9694,1.003
1.530000,0.0647,0.2514,0.9692,1.003
1.531000,0.0635,0.2526,0.9699,1.004
1.533000,0.0657,0.2526,0.9709,1.005
1.536000,0.0647,0.2524,0.9702,1.005
1.538000,0.0633,0.2524,0.9672,1.002
1.539000,0.0630,0.2526,0.9658,1.000
1.541000,0.0633,0.2529,0.9655,1.000
1.543000,0.0640,0.2538,0.9672,1.002
1.546000,0.0647,0.2538,0.9653,1.000
1.548000,0.0650,0.2536,0.9670,1.002
1.550000,0.0638,0.2524,0.9677,1.002
1.551000,0.0638,0.2524,0.9689,1.003
1.553000,0.0643,0.2521,0.9689,1.003
1.558000,0.0647,0.2524,0.9685,1.003
1.559000,0.0657,0.2521,0.9682,1.003
1.560000,0.0669,0.2507,0.9675,1.002
1.562000,0.0679,0.2499,0.9663,1.000
1.565000,0.0672,0.2494,0.9658,1.000
1.566000,0.0672,0.2490,0.9653,0.999
1.569000,0.0650,0.2477,0.9636,0.997
1.570000,0.0647,0.2472,0.9631,0.996
1.573000,0.0650,0.2460,0.9621,0.995
1.573000,0.0657,0.2470,0.9611,0.995
1.576000,0.0655,0.2458,0.9624,0.995
1.578000,0.0662,0.2458,0.9628,0.996
1.583000,0.0669,0.2458,0.9631,0.996
1.584000,0.0689,0.2453,0.9633,0.996
1.585000,0.0701,0.2450,0.9643,0.997
1.586000,0.0682,0.2460,0.9646,0.998
1.588000,0.0679,0.2458,0.9667,1.000
1.590000,0.0684,0.2460,0.9660,0.999
1.591000,0.0691,0.2468,0.9655,0.999
1.593000,0.0701,0.2450,0.9663,0.999
1.596000,0.0696,0.2443,0.9660,0.999
1.597000,0.0696,0.2436,0.9643,0.997
1.599000,0.0699,0.2460,0.9670,1.000
1.602000,0.0704,0.2455,0.9667,1.000
1.604000,0.0687,0.2426,0.9665,0.999
1.605000,0.0701,0.2443,0.9685,1.001
1.608000,0.0689,0.2446,0.9694,1.002
1.609000,0.0669,0.2436,0.9680,1.000
1.611000,0.0682,0.2433,0.9660,0.999
1.614000,0.0669,0.2436,0.9658,0.998
1.616000,0.0660,0.2438,0.9655,0.998
1.617000,0.0657,0.2433,0.9663,0.999
1.620000,0.0650,0.2431,0.9665,0.999
1.621000,0.0650,0.2433,0.9663,0.999
1.623000,0.0655,0.2438,0.9672,1.000
1.626000,0.0645,0.2453,0.9682,1.001
1.628000,0.0633,0.2443,0.9650,0.997
1.630000,0.0638,0.2446,0.9650,0.998
1.631000,0.0643,0.2453,0.9655,0.998
1.633000,0.0623,0.2448,0.9646,0.997
1.635000,0.0608,0.2455,0.9643,0.997
1.637000,0.0621,0.2446,0.9653,0.998
1.639000,0.0618,0.2446,0.9643,0.997
1.641000,0.0616,0.2455,0.9636,0.996
1.643000,0.0613,0.2468,0.9628,0.996
1.646000,0.0611,0.2472,0.9624,0.995
1.648000,0.0613,0.2460,0.9614,0.994
1.649000,0.0618,0.2468,0.9609,0.994
1.652000,0.0616,0.2470,0.9602,0.993
1.653000,0.0618,0.2485,0.9594,0.993
1.656000,0.0606,0.2485,0.9599,0.993
1.657000,0.0611,0.2485,0.9589,0.992
1.660000,0.0623,0.2472,0.9570,0.990
1.662000,0.0625,0.2465,0.9580,0.991
1.664000,0.0625,0.2470,0.9572,0.991
1.666000,0.0623,0.2480,0.9572,0.991
1.668000,0.0633,0.2480,0.9567,0.990
1.669000,0.0643,0.2468,0.9575,0.991
1.672000,0.0652,0.2463,0.9602,0.993
1.674000,0.0665,0.2460,0.9628,0.996
1.675000,0.0650,0.2450,0.9626,0.995
1.677000,0.0640,0.2458,0.9633,0.996
1.682000,0.0652,0.2470,0.9621,0.995
1.683000,0.0665,0.2472,0.9606,0.994
1.683000,0.0701,0.2477,0.9584,0.992
1.686000,0.0696,0.2472,0.9570,0.991
1.688000,0.0679,0.2477,0.9577,0.992
1.689000,0.0682,0.2475,0.9582,0.992
1.692000,0.0689,0.2492,0.9616,0.996
1.693000,0.0689,0.2487,0.9638,0.998
1.699000,0.0696,0.2477,0.9675,1.001
1.699000,0.0699,0.2477,0.9675,1.001
1.700000,0.0689,0.2475,0.9670,1.001
1.703000,0.0674,0.2480,0.9689,1.002
1.703000,0.0652,0.2468,0.9682,1.001
1.706000,0.0655,0.2468,0.9677,1.001
1.707000,0.0677,0.2458,0.9692,1.002
1.710000,0.0679,0.2465,0.9704,1.004
1.713000,0.0694,0.2475,0.9721,1.006
1.714000,0.0691,0.2480,0.9738,1.007
1.716000,0.0684,0.2475,0.9755,1.009
1.717000,0.0687,0.2468,0.9726,1.006
1.720000,0.0687,0.2477,0.9726,1.006
1.721000,0.0684,0.2465,0.9748,1.008
1.724000,0.0679,0.2448,0.9711,1.004
1.726000,0.0684,0.2441,0.9707,1.003
1.727000,0.0682,0.2448,0.9716,1.004
1.730000,0.0677,0.2455,0.9724,1.005
1.731000,0.0674,0.2460,0.9726,1.006
1.734000,0.0674,0.2441,0.9707,1.003
1.735000,0.0677,0.2441,0.9687,1.001
1.737000,0.0672,0.2441,0.9675,1.000
1.739000,0.0687,0.2455,0.9672,1.000
1.741000,0.0689,0.2450,0.9660,0.999
1.743000,0.0691,0.2460,0.9641,0.997
1.745000,0.0696,0.2472,0.9614,0.995
1.750000,0.0691,0.2465,0.9604,0.994
1.752000,0.0684,0.2470,0.9614,0.995
1.753000,0.0677,0.2470,0.9597,0.993
1.753000,0.0669,0.2463,0.9602,0.993
1.755000,0.0672,0.2472,0.9604,0.994
1.757000,0.0665,0.2470,0.9587,0.992
1.759000,0.0643,0.2455,0.9582,0.991
1.761000,0.0647,0.2460,0.9570,0.990
1.764000,0.0662,0.2480,0.9565,0.990
1.765000,0.0665,0.2480,0.9550,0.989
1.768000,0.0662,0.2482,0.9543,0.988
1.769000,0.0657,0.2497,0.9575,0.992
1.772000,0.0645,0.2494,0.9575,0.992
1.773000,0.0643,0.2497,0.9567,0.991
1.775000,0.0643,0.2485,0.9565,0.990
1.777000,0.0638,0.2485,0.9570,0.991
1.780000,0.0645,0.2485,0.9558,0.990
1.781000,0.0638,0.2482,0.9562,0.990
1.784000,0.0628,0.2490,0.9562,0.990
1.785000,0.0638,0.2492,0.9558,0.990
1.787000,0.0647,0.2480,0.9584,0.992
1.789000,0.0655,0.2477,0.9594,0.993
1.791000,0.0657,0.2490,0.9599,0.994
1.793000,0.0662,0.2487,0.9611,0.995
1.795000,0.0655,0.2482,0.9626,0.996
1.797000,0.0650,0.2480,0.9626,0.996
1.799000,0.0638,0.2477,0.9626,0.996
1.802000,0.0652,0.2460,0.9631,0.996
1.803000,0.0640,0.2463,0.9631,0.996
1.805000,0.0630,0.2455,0.9631,0.996
1.808000,0.0630,0.2448,0.9621,0.995
1.809000,0.0630,0.2450,0.9624,0.995
1.811000,0.0628,0.2455,0.9616,0.994
1.815000,0.0628,0.2463,0.9636,0.997
1.816000,0.0640,0.2468,0.9624,0.996
1.817000,0.0647,0.2482,0.9621,0.996
1.819000,0.0633,0.2470,0.9621,0.995
1.821000,0.0625,0.2472,0.9592,0.993
1.823000,0.0628,0.2475,0.9594,0.993
1.825000,0.0628,0.2475,0.9621,0.995
1.827000,0.0645,0.2472,0.9624,0.996
1.830000,0.0650,0.2472,0.9631,0.996
1.831000,0.0652,0.2463,0.9638,0.997
1.834000,0.0689,0.2458,0.9663,0.999
1.835000,0.0704,0.2460,0.9672,1.001
1.837000,0.0709,0.2458,0.9702,1.003
1.839000,0.0721,0.2450,0.9733,1.006
1.841000,0.0721,0.2453,0.9736,1.007
1.843000,0.0718,0.2453,0.9753,1.008
1.847000,0.0726,0.2468,0.9787,1.012
1.848000,0.0730,0.2472,0.9792,1.013
1.849000,0.0723,0.2482,0.9792,1.013
1.854000,0.0726,0.2460,0.9804,1.013
1.854000,0.0723,0.2465,0.9804,1.014
1.855000,0.0723,0.2463,0.9804,1.013
1.857000,0.0709,0.2465,0.9792,1.012
1.859000,0.0713,0.2468,0.9795,1.013
1.861000,0.0706,0.2463,0.9782,1.011
1.863000,0.0704,0.2470,0.9770,1.010
1.865000,0.0704,0.2463,0.9760,1.009
1.868000,0.0696,0.2477,0.9746,1.008
1.869000,0.0706,0.2465,0.9731,1.006
1.871000,0.0709,0.2470,0.9714,1.005
1.873000,0.0709,0.2477,0.9694,1.003
1.875000,0.0711,0.2470,0.9697,1.003
1.878000,0.0718,0.2482,0.9689,1.003
1.883000,0.0721,0.2472,0.9672,1.001
1.884000,0.0718,0.2477,0.9658,1.000
1.885000,0.0716,0.2472,0.9646,0.998
1.886000,0.0696,0.2465,0.9604,0.994
1.887000,0.0699,0.2468,0.9599,0.994
1.889000,0.0691,0.2460,0.9594,0.993
1.891000,0.0667,0.2441,0.9580,0.991
1.893000,0.0662,0.2426,0.9553,0.988
1.895000,0.0660,0.2421,0.9543,0.987
1.897000,0.0662,0.2443,0.9531,0.986
1.899000,0.0643,0.2438,0.9550,0.988
1.902000,0.0640,0.2436,0.9545,0.987
1.904000,0.0645,0.2443,0.9526,0.986
1.905000,0.0638,0.2426,0.9533,0.986
1.907000,0.0638,0.2436,0.9538,0.986
1.910000,0.0633,0.2450,0.9545,0.988
1.911000,0.0618,0.2455,0.9548,0.988
1.913000,0.0650,0.2448,0.9553,0.988
1.916000,0.0645,0.2438,0.9558,0.988
1.917000,0.0650,0.2436,0.9567,0.989
1.919000,0.0660,0.2438,0.9572,0.990
1.921000,0.0672,0.2441,0.9584,0.991
1.924000,0.0689,0.2426,0.9604,0.993
1.925000,0.0667,0.2426,0.9619,0.994
1.929000,0.0687,0.2424,0.9604,0.993
1.931000,0.0694,0.2419,0.9616,0.994
1.931000,0.0706,0.2409,0.9628,0.995
1.933000,0.0701,0.2399,0.9638,0.996
1.936000,0.0709,0.2402,0.9658,0.998
1.937000,0.0728,0.2406,0.9675,1.000
1.939000,0.0735,0.2404,0.9682,1.000
1.941000,0.0735,0.2404,0.9694,1.002
1.943000,0.0743,0.2404,0.9733,1.005
1.945000,0.0740,0.2419,0.9748,1.007
1.949000,0.0745,0.2414,0.9738,1.006
1.949000,0.0770,0.2421,0.9736,1.006
1.951000,0.0774,0.2424,0.9738,1.007
1.953000,0.0767,0.2433,0.9746,1.007
1.956000,0.0770,0.2419,0.9741,1.007
1.957000,0.0770,0.2426,0.9743,1.007
1.959000,0.0774,0.2431,0.9743,1.007
1.961000,0.0767,0.2416,0.9729,1.005
1.966000,0.0765,0.2421,0.9724,1.005
1.966000,0.0745,0.2431,0.9731,1.006
1.967000,0.0723,0.2426,0.9741,1.006
1.970000,0.0716,0.2428,0.9733,1.006
1.971000,0.0735,0.2421,0.9714,1.004
1.973000,0.0716,0.2424,0.9711,1.003
1.975000,0.0709,0.2409,0.9711,1.003
1.977000,0.0706,0.2411,0.9694,1.001
1.981000,0.0701,0.2421,0.9677,1.000
1.982000,0.0699,0.2426,0.9670,0.999
1.984000,0.0696,0.2414,0.9665,0.999
1.985000,0.0696,0.2419,0.9658,0.998
1.988000,0.0682,0.2421,0.9650,0.997
1.989000,0.0682,0.2424,0.9636,0.996
1.992000,0.0677,0.2433,0.9633,0.996
1.993000,0.0677,0.2428,0.9643,0.997
1.995000,0.0679,0.2424,0.9638,0.996
1.999000,0.0684,0.2421,0.9626,0.995
2.000000,0.0691,0.2416,0.9621,0.994
2.002000,0.0699,0.2421,0.9594,0.992
2.004000,0.0696,0.2436,0.9589,0.992
2.005000,0.0689,0.2431,0.9594,0.992
2.008000,0.0701,0.2441,0.9592,0.992
2.009000,0.0716,0.2433,0.9592,0.992
2.011000,0.0704,0.2428,0.9582,0.991
2.014000,0.0706,0.2431,0.9577,0.991
2.016000,0.0709,0.2443,0.9577,0.991
2.017000,0.0721,0.2426,0.9592,0.992
2.019000,0.0726,0.2426,0.9589,0.992
2.021000,0.0721,0.2419,0.9587,0.991
2.023000,0.0730,0.2419,0.9582,0.991
2.025000,0.0723,0.2414,0.9582,0.991
2.027000,0.0718,0.2414,0.9597,0.992
2.031000,0.0733,0.2426,0.9609,0.994
2.032000,0.0733,0.2428,0.9614,0.994
2.033000,0.0718,0.2431,0.9611,0.994
2.035000,0.0716,0.2441,0.9602,0.993
2.037000,0.0733,0.2433,0.9597,0.993
2.039000,0.0728,0.2426,0.9582,0.991
2.041000,0.0716,0.2428,0.9604,0.993
2.043000,0.0713,0.2424,0.9619,0.994
2.046000,0.0701,0.2421,0.9626,0.995
2.048000,0.0711,0.2399,0.9614,0.993
2.049000,0.0701,0.2414,0.9606,0.993
2.052000,0.0689,0.2428,0.9638,0.996
2.053000,0.0689,0.2419,0.9660,0.998
2.055000,0.0699,0.2421,0.9665,0.999
2.057000,0.0709,0.2426,0.9685,1.001
2.060000,0.0709,0.2424,0.9687,1.001
2.061000,0.0713,0.2433,0.9694,1.002
2.065000,0.0716,0.2436,0.9699,1.003
2.066000,0.0716,0.2416,0.9699,1.002
2.068000,0.0726,0.2406,0.9697,1.002
2.070000,0.0740,0.2397,0.9729,1.005
2.071000,0.0743,0.2406,0.9729,1.005
2.073000,0.0735,0.2397,0.9729,1.005
2.076000,0.0757,0.2387,0.9721,1.004
2.077000,0.0750,0.2389,0.9731,1.005
2.079000,0.0748,0.2392,0.9731,1.005
2.088000,0.0740,0.2394,0.9736,1.005
2.089000,0.0743,0.2385,0.9716,1.003
2.089000,0.0745,0.2377,0.9709,1.002
2.090000,0.0733,0.2387,0.9692,1.001
2.090000,0.0726,0.2387,0.9687,1.000
2.093000,0.0711,0.2387,0.9687,1.000
2.094000,0.0706,0.2399,0.9697,1.001
2.095000,0.0699,0.2409,0.9704,1.002
2.103000,0.0713,0.2402,0.9702,1.002
2.104000,0.0716,0.2416,0.9694,1.002
2.104000,0.0716,0.2428,0.9687,1.001
2.105000,0.0706,0.2424,0.9680,1.000
2.105000,0.0716,0.2424,0.9658,0.998
2.108000,0.0704,0.2424,0.9660,0.998
2.109000,0.0713,0.2416,0.9646,0.997
2.112000,0.0718,0.2426,0.9633,0.996
2.114000,0.0704,0.2402,0.9633,0.995
2.116000,0.0706,0.2419,0.9633,0.996
2.118000,0.0701,0.2421,0.9636,0.996
2.119000,0.0687,0.2436,0.9616,0.994
2.121000,0.0684,0.2443,0.9614,0.994
2.123000,0.0672,0.2433,0.9606,0.993
2.125000,0.0672,0.2436,0.9587,0.991
2.127000,0.0674,0.2446,0.9594,0.992
2.129000,0.0672,0.2438,0.9587,0.991
2.131000,0.0672,0.2443,0.9594,0.992
2.133000,0.0694,0.2436,0.9597,0.993
2.136000,0.0699,0.2441,0.9604,0.993
2.138000,0.0706,0.2448,0.9616,0.995
2.140000,0.0699,0.2443,0.9628,0.996
2.141000,0.0709,0.2443,0.9633,0.996
2.143000,0.0726,0.2436,0.9650,0.998
2.145000,0.0723,0.2450,0.9650,0.998
2.148000,0.0730,0.2450,0.9650,0.998
2.150000,0.0718,0.2433,0.9675,1.000
2.152000,0.0730,0.2416,0.9660,0.998
2.153000,0.0726,0.2409,0.9680,1.000
2.155000,0.0733,0.2416,0.9682,1.001
2.157000,0.0728,0.2409,0.9692,1.001
2.159000,0.0733,0.2416,0.9697,1.002
2.161000,0.0711,0.2411,0.9689,1.001
2.165000,0.0718,0.2402,0.9682,1.000
2.166000,0.0721,0.2409,0.9685,1.001
2.168000,0.0704,0.2406,0.9667,0.999
2.169000,0.0704,0.2399,0.9667,0.999
2.172000,0.0709,0.2404,0.9672,0.999
2.173000,0.0701,0.2414,0.9667,0.999
2.175000,0.0679,0.2419,0.9685,1.001
2.177000,0.0682,0.2424,0.9682,1.000
2.179000,0.0684,0.2428,0.9665,0.999
2.185000,0.0699,0.2433,0.9658,0.998
2.186000,0.0696,0.2426,0.9655,0.998
2.186000,0.0701,0.2431,0.9665,0.999
2.188000,0.0694,0.2438,0.9655,0.998
2.189000,0.0694,0.2441,0.9646,0.997
2.192000,0.0694,0.2455,0.9621,0.995
2.193000,0.0694,0.2446,0.9609,0.994
2.195000,0.0701,0.2436,0.9611,0.994
2.198000,0.0699,0.2433,0.9611,0.994
2.201000,0.0696,0.2433,0.9616,0.994
2.201000,0.0694,0.2436,0.9614,0.994
2.204000,0.0711,0.2428,0.9633,0.996
2.205000,0.0726,0.2421,0.9646,0.997
2.207000,0.0726,0.2426,0.9636,0.996
2.209000,0.0718,0.2419,0.9643,0.997
2.211000,0.0716,0.2414,0.9648,0.997
2.216000,0.0713,0.2411,0.9653,0.998
2.217000,0.0718,0.2406,0.9660,0.998
2.217000,0.0730,0.2404,0.9670,0.999
2.220000,0.0723,0.2416,0.9665,0.999
2.222000,0.0728,0.2414,0.9670,0.999
2.223000,0.0730,0.2419,0.9677,1.000
2.225000,0.0723,0.2409,0.9692,1.001
2.228000,0.0728,0.2409,0.9670,0.999
2.229000,0.0733,0.2406,0.9672,0.999
2.232000,0.0718,0.2424,0.9675,1.000
2.233000,0.0723,0.2414,0.9675,1.000
2.235000,0.0728,0.2416,0.9680,1.000
2.238000,0.0723,0.2419,0.9692,1.002
2.240000,0.0718,0.2419,0.9687,1.001
2.241000,0.0716,0.2399,0.9675,0.999
2.244000,0.0723,0.2406,0.9675,1.000
2.245000,0.0718,0.2414,0.9667,0.999
2.248000,0.0709,0.2397,0.9658,0.998
2.249000,0.0694,0.2392,0.9660,0.998
2.252000,0.0694,0.2397,0.9663,0.998
2.253000,0.0706,0.2409,0.9646,0.997
2.256000,0.0694,0.2421,0.9631,0.995
2.257000,0.0694,0.2411,0.9624,0.995
2.259000,0.0679,0.2409,0.9626,0.995
2.261000,0.0684,0.2419,0.9628,0.995
2.265000,0.0694,0.2424,0.9626,0.995
2.265000,0.0696,0.2436,0.9621,0.995
2.268000,0.0689,0.2431,0.9626,0.995
2.270000,0.0691,0.2416,0.9624,0.995
2.272000,0.0699,0.2421,0.9616,0.994
2.274000,0.0711,0.2424,0.9626,0.995
2.276000,0.0713,0.2424,0.9631,0.996
2.277000,0.0709,0.2431,0.9626,0.995
2.279000,0.0713,0.2446,0.9619,0.995
2.285000,0.0713,0.2438,0.9611,0.994
2.285000,0.0701,0.2453,0.9631,0.996
2.286000,0.0716,0.2470,0.9621,0.996
2.288000,0.0704,0.2453,0.9626,0.996
2.289000,0.0699,0.2448,0.9628,0.996
2.292000,0.0696,0.2431,0.9633,0.996
2.294000,0.0691,0.2424,0.9646,0.997
2.295000,0.0709,0.2426,0.9643,0.997
2.298000,0.0696,0.2424,0.9631,0.996
2.299000,0.0689,0.2424,0.9631,0.995
2.302000,0.0694,0.2421,0.9633,0.996
2.306000,0.0687,0.2409,0.9631,0.995
