
time,gFx,gFy,gFz,wx,wy,wz,Latitude,Longitude,Speed (m/s),
0.0580,-0.1852,0.7073,0.7757,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,
0.0590,-0.1852,0.7073,0.7757,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.0710,-0.1586,0.6948,0.5978,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.0910,-0.1776,0.6917,0.6171,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.1110,-0.1776,0.6917,0.6171,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.1120,-0.1583,0.7007,0.6846,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.1430,-0.1510,0.7075,0.7540,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.1500,-0.1476,0.7068,0.7430,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.1720,-0.1476,0.7068,0.7430,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.1730,-0.1666,0.6990,0.7105,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.1910,-0.1842,0.6956,0.6594,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.2110,-0.2025,0.6760,0.6294,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.2320,-0.2025,0.6760,0.6294,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.2330,-0.2135,0.6697,0.6389,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.2510,-0.2143,0.6697,0.6909,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.2710,-0.2040,0.6746,0.7276,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.2920,-0.2040,0.6746,0.7276,0.0000,0.0000,0.0000,32.80683661,34.99650461,0.82667339,
0.2920,-0.2040,0.6746,0.7276,0.0169,-0.1219,0.0269,32.80683661,34.99650461,0.82667339,
0.2930,-0.1762,0.6865,0.7359,0.0169,-0.1219,0.0269,32.80683661,34.99650461,0.82667339,
0.3110,-0.1688,0.6973,0.7102,0.0169,-0.1219,0.0269,32.80683661,34.99650461,0.82667339,
0.3310,-0.1620,0.6951,0.6826,0.0169,-0.1219,0.0269,32.80683661,34.99650461,0.82667339,
0.3520,-0.1620,0.6951,0.6826,0.0376,-0.0511,0.0050,32.80683661,34.99650461,0.82667339,
0.3530,-0.1620,0.6951,0.6826,0.0376,-0.0511,0.0050,32.80683661,34.99650461,0.82667339,
0.3540,-0.1647,0.6997,0.6782,0.0376,-0.0511,0.0050,32.80683661,34.99650461,0.82667339,
0.3710,-0.1542,0.6951,0.6858,0.0376,-0.0511,0.0050,32.80683661,34.99650461,0.82667339,
0.3900,-0.1390,0.7102,0.7002,0.0376,-0.0511,0.0050,32.80683661,34.99650461,0.82667339,
0.4110,-0.1390,0.7102,0.7002,0.1427,-0.2386,-0.0445,32.80683661,34.99650461,0.82667339,
0.4120,-0.1390,0.7102,0.7002,0.1427,-0.2386,-0.0445,32.80683661,34.99650461,0.82667339,
0.4130,-0.1353,0.7197,0.6868,0.1427,-0.2386,-0.0445,32.80683661,34.99650461,0.82667339,
0.4310,-0.1371,0.7200,0.6934,0.1427,-0.2386,-0.0445,32.80683661,34.99650461,0.82667339,
0.4510,-0.1427,0.7119,0.6853,0.1427,-0.2386,-0.0445,32.80683661,34.99650461,0.82667339,
0.4710,-0.1427,0.7119,0.6853,0.0230,-0.0438,-0.1081,32.80683661,34.99650461,0.82667339,
0.4720,-0.1427,0.7119,0.6853,0.0230,-0.0438,-0.1081,32.80683661,34.99650461,0.82667339,
0.4730,-0.1608,0.6960,0.6704,0.0230,-0.0438,-0.1081,32.80683661,34.99650461,0.82667339,
0.4910,-0.1639,0.6941,0.6841,0.0230,-0.0438,-0.1081,32.80683661,34.99650461,0.82667339,
0.5110,-0.1571,0.7036,0.7012,0.0230,-0.0438,-0.1081,32.80683661,34.99650461,0.82667339,
0.5320,-0.1571,0.7036,0.7012,0.0505,-0.0541,-0.0146,32.80683661,34.99650461,0.82667339,
0.5350,-0.1571,0.7036,0.7012,0.0505,-0.0541,-0.0146,32.80683661,34.99650461,0.82667339,
0.5370,-0.1461,0.7051,0.6936,0.0505,-0.0541,-0.0146,32.80683661,34.99650461,0.82667339,
0.5510,-0.1380,0.7107,0.6741,0.0505,-0.0541,-0.0146,32.80683661,34.99650461,0.82667339,
0.5720,-0.1312,0.7261,0.6699,0.0505,-0.0541,-0.0146,32.80683661,34.99650461,0.82667339,
0.5920,-0.1312,0.7261,0.6699,0.2826,-0.5227,-0.1239,32.80683661,34.99650461,0.82667339,
0.5940,-0.1312,0.7261,0.6699,0.2826,-0.5227,-0.1239,32.80683661,34.99650461,0.82667339,
0.5950,-0.1283,0.7320,0.6684,0.2826,-0.5227,-0.1239,32.80683661,34.99650461,0.82667339,
0.6110,-0.1361,0.7251,0.6836,0.2826,-0.5227,-0.1239,32.80683661,34.99650461,0.82667339,
0.6330,-0.1300,0.7083,0.6704,0.2826,-0.5227,-0.1239,32.80683661,34.99650461,0.82667339,
0.6530,-0.1300,0.7083,0.6704,0.2191,-0.3687,-0.2088,32.80683661,34.99650461,0.82667339,
0.6550,-0.1300,0.7083,0.6704,0.2191,-0.3687,-0.2088,32.80683661,34.99650461,0.82667339,
0.6570,-0.1429,0.7114,0.6562,0.2191,-0.3687,-0.2088,32.80683661,34.99650461,0.82667339,
0.6710,-0.1498,0.7031,0.6545,0.2191,-0.3687,-0.2088,32.80683661,34.99650461,0.82667339,
0.6910,-0.1473,0.7026,0.6714,0.2191,-0.3687,-0.2088,32.80683661,34.99650461,0.82667339,
0.7120,-0.1473,0.7026,0.6714,0.0236,-0.1000,-0.0494,32.80683661,34.99650461,0.82667339,
0.7130,-0.1473,0.7026,0.6714,0.0236,-0.1000,-0.0494,32.80683661,34.99650461,0.82667339,
0.7150,-0.1456,0.7197,0.6650,0.0236,-0.1000,-0.0494,32.80683661,34.99650461,0.82667339,
0.7320,-0.1292,0.7210,0.6662,0.0236,-0.1000,-0.0494,32.80683661,34.99650461,0.82667339,
0.7510,-0.1236,0.7149,0.6807,0.0236,-0.1000,-0.0494,32.80683661,34.99650461,0.82667339,
0.7710,-0.1236,0.7149,0.6807,-0.0931,-0.0951,-0.0213,32.80683661,34.99650461,0.82667339,
0.7730,-0.1236,0.7149,0.6807,-0.0931,-0.0951,-0.0213,32.80683661,34.99650461,0.82667339,
0.7740,-0.1156,0.7190,0.6846,-0.0931,-0.0951,-0.0213,32.80683661,34.99650461,0.82667339,
0.7910,-0.1178,0.7149,0.6821,-0.0931,-0.0951,-0.0213,32.80683661,34.99650461,0.82667339,
0.8110,-0.1253,0.7061,0.7031,-0.0931,-0.0951,-0.0213,32.80683661,34.99650461,0.82667339,
0.8320,-0.1253,0.7061,0.7031,-0.0992,-0.0828,0.0037,32.80683661,34.99650461,0.82667339,
0.8340,-0.1253,0.7061,0.7031,-0.0992,-0.0828,0.0037,32.80683661,34.99650461,0.82667339,
0.8350,-0.1305,0.6895,0.7195,-0.0992,-0.0828,0.0037,32.80683661,34.99650461,0.82667339,
0.8510,-0.1322,0.7066,0.7217,-0.0992,-0.0828,0.0037,32.80683661,34.99650461,0.82667339,
0.8720,-0.1285,0.7305,0.6758,-0.0992,-0.0828,0.0037,32.80683661,34.99650461,0.82667339,
0.8930,-0.1285,0.7305,0.6758,0.0553,0.0350,0.0465,32.80683661,34.99650461,0.82667339,
0.8940,-0.1285,0.7305,0.6758,0.0553,0.0350,0.0465,32.80683661,34.99650461,0.82667339,
0.8950,-0.1165,0.7310,0.6408,0.0553,0.0350,0.0465,32.80683661,34.99650461,0.82667339,
0.9110,-0.1112,0.7224,0.6425,0.0553,0.0350,0.0465,32.80683661,34.99650461,0.82667339,
0.9310,-0.1158,0.7241,0.6748,0.0553,0.0350,0.0465,32.80683661,34.99650461,0.82667339,
0.9510,-0.1158,0.7241,0.6748,-0.0711,-0.0126,0.0111,32.80683661,34.99650461,0.82667339,
0.9530,-0.1158,0.7241,0.6748,-0.0711,-0.0126,0.0111,32.80683661,34.99650461,0.82667339,
0.9550,-0.1207,0.7175,0.6865,-0.0711,-0.0126,0.0111,32.80683661,34.99650461,0.82667339,
0.9730,-0.1197,0.7117,0.6909,-0.0711,-0.0126,0.0111,32.80683661,34.99650461,0.82667339,
0.9910,-0.1182,0.7141,0.6721,-0.0711,-0.0126,0.0111,32.80683661,34.99650461,0.82667339,
1.0110,-0.1182,0.7141,0.6721,-0.0119,-0.0163,0.0178,32.80683661,34.99650461,0.82667339,
1.0130,-0.1182,0.7141,0.6721,-0.0119,-0.0163,0.0178,32.80683661,34.99650461,0.82667339,
1.0140,-0.1200,0.7154,0.6684,-0.0119,-0.0163,0.0178,32.80683661,34.99650461,0.82667339,
1.0310,-0.1197,0.7156,0.6855,-0.0119,-0.0163,0.0178,32.80683661,34.99650461,0.82667339,
1.0510,-0.1085,0.7205,0.7009,-0.0119,-0.0163,0.0178,32.80683661,34.99650461,0.82667339,
1.0720,-0.1085,0.7205,0.7009,-0.0418,0.0241,0.0141,32.80683661,34.99650461,0.82667339,
1.0730,-0.1085,0.7205,0.7009,-0.0418,0.0241,0.0141,32.80683661,34.99650461,0.82667339,
1.0740,-0.1090,0.7156,0.6997,-0.0418,0.0241,0.0141,32.80683661,34.99650461,0.82667339,
1.0910,-0.1180,0.7112,0.6987,-0.0418,0.0241,0.0141,32.80683661,34.99650461,0.82667339,
1.1110,-0.1178,0.7085,0.6973,-0.0418,0.0241,0.0141,32.80683661,34.99650461,0.82667339,
1.1330,-0.1178,0.7085,0.6973,0.0718,-0.0004,0.0257,32.80683661,34.99650461,0.82667339,
1.1350,-0.1178,0.7085,0.6973,0.0718,-0.0004,0.0257,32.80683661,34.99650461,0.82667339,
1.1370,-0.1190,0.7110,0.6833,0.0718,-0.0004,0.0257,32.80683661,34.99650461,0.82667339,
1.1510,-0.1112,0.7141,0.6680,0.0718,-0.0004,0.0257,32.80683661,34.99650461,0.82667339,
1.1710,-0.1055,0.7212,0.6621,0.0718,-0.0004,0.0257,32.80683661,34.99650461,0.82667339,
1.1910,-0.1055,0.7212,0.6621,-0.0106,-0.0175,0.0306,32.80683661,34.99650461,0.82667339,
1.1930,-0.1055,0.7212,0.6621,-0.0106,-0.0175,0.0306,32.80683661,34.99650461,0.82667339,
1.1940,-0.1055,0.7241,0.6760,-0.0106,-0.0175,0.0306,32.80683661,34.99650461,0.82667339,
1.2100,-0.1055,0.7180,0.6780,-0.0106,-0.0175,0.0306,32.80683661,34.99650461,0.82667339,
1.2300,-0.1077,0.7168,0.6711,-0.0106,-0.0175,0.0306,32.80683661,34.99650461,0.82667339,
1.2520,-0.1077,0.7168,0.6711,0.0040,-0.0102,0.0190,32.80683661,34.99650461,0.82667339,
1.2540,-0.1077,0.7168,0.6711,0.0040,-0.0102,0.0190,32.80683661,34.99650461,0.82667339,
1.2550,-0.1068,0.7212,0.6738,0.0040,-0.0102,0.0190,32.80683661,34.99650461,0.82667339,
1.2710,-0.1051,0.7151,0.6731,0.0040,-0.0102,0.0190,32.80683661,34.99650461,0.82667339,
1.2920,-0.1077,0.7122,0.6826,0.0040,-0.0102,0.0190,32.80683661,34.99650461,0.82667339,
1.3130,-0.1077,0.7122,0.6826,-0.0106,-0.0254,0.0214,32.80683661,34.99650461,0.82667339,
1.3160,-0.1077,0.7122,0.6826,-0.0106,-0.0254,0.0214,32.80683661,34.99650461,0.82667339,
1.3190,-0.1085,0.7197,0.6960,-0.0106,-0.0254,0.0214,32.80683661,34.99650461,0.82667339,
1.3340,-0.1073,0.7215,0.6921,-0.0106,-0.0254,0.0214,32.80683661,34.99650461,0.82667339,
1.3650,-0.1073,0.7180,0.6802,-0.0106,-0.0254,0.0214,32.80683661,34.99650461,0.82667339,
1.3750,-0.1073,0.7180,0.6802,0.0028,0.0112,0.0074,32.80683661,34.99650461,0.82667339,
1.3780,-0.1073,0.7180,0.6802,0.0028,0.0112,0.0074,32.80683661,34.99650461,0.82667339,
1.3790,-0.1041,0.7158,0.6748,0.0028,0.0112,0.0074,32.80683661,34.99650461,0.82667339,
1.3910,-0.1063,0.7185,0.6765,0.0028,0.0112,0.0074,32.80683661,34.99650461,0.82667339,
1.4110,-0.1099,0.7190,0.6836,0.0028,0.0112,0.0074,32.80683661,34.99650461,0.82667339,
1.4320,-0.1099,0.7190,0.6836,-0.0076,-0.0114,0.0056,32.80683661,34.99650461,0.82667339,
1.4350,-0.1099,0.7190,0.6836,-0.0076,-0.0114,0.0056,32.80683661,34.99650461,0.82667339,
1.4360,-0.1051,0.7180,0.6851,-0.0076,-0.0114,0.0056,32.80683661,34.99650461,0.82667339,
1.4510,-0.1016,0.7149,0.6833,-0.0076,-0.0114,0.0056,32.80683661,34.99650461,0.82667339,
1.4710,-0.1038,0.7205,0.6926,-0.0076,-0.0114,0.0056,32.80683661,34.99650461,0.82667339,
1.4920,-0.1038,0.7205,0.6926,0.0303,0.0436,-0.0164,32.80683661,34.99650461,0.82667339,
1.4940,-0.1038,0.7205,0.6926,0.0303,0.0436,-0.0164,32.80683661,34.99650461,0.82667339,
1.4960,-0.1063,0.7178,0.6763,0.0303,0.0436,-0.0164,32.80683661,34.99650461,0.82667339,
1.5120,-0.1170,0.7105,0.6594,0.0303,0.0436,-0.0164,32.80683661,34.99650461,0.82667339,
1.5320,-0.1224,0.7085,0.6582,0.0303,0.0436,-0.0164,32.80683661,34.99650461,0.82667339,
1.5520,-0.1224,0.7085,0.6582,-0.0241,-0.0279,0.0343,32.80683661,34.99650461,0.82667339,
1.5550,-0.1224,0.7085,0.6582,-0.0241,-0.0279,0.0343,32.80683661,34.99650461,0.82667339,
1.5570,-0.1187,0.7107,0.6724,-0.0241,-0.0279,0.0343,32.80683661,34.99650461,0.82667339,
1.5720,-0.1121,0.7193,0.6851,-0.0241,-0.0279,0.0343,32.80683661,34.99650461,0.82667339,
1.5920,-0.1055,0.7178,0.6978,-0.0241,-0.0279,0.0343,32.80683661,34.99650461,0.82667339,
1.6140,-0.1055,0.7178,0.6978,-0.0082,-0.0016,0.0269,32.80683661,34.99650461,0.82667339,
1.6190,-0.1055,0.7178,0.6978,-0.0082,-0.0016,0.0269,32.80683661,34.99650461,0.82667339,
1.6220,-0.1024,0.7163,0.6943,-0.0082,-0.0016,0.0269,32.80683661,34.99650461,0.82667339,
1.6320,-0.1060,0.7163,0.6956,-0.0082,-0.0016,0.0269,32.80683661,34.99650461,0.82667339,
1.6530,-0.1055,0.7158,0.6941,-0.0082,-0.0016,0.0269,32.80683661,34.99650461,0.82667339,
1.6720,-0.1055,0.7158,0.6941,0.0248,0.0118,0.0349,32.80683661,34.99650461,0.82667339,
1.6750,-0.1055,0.7158,0.6941,0.0248,0.0118,0.0349,32.80683661,34.99650461,0.82667339,
1.6770,-0.1046,0.7185,0.6809,0.0248,0.0118,0.0349,32.80683661,34.99650461,0.82667339,
1.6940,-0.0980,0.7281,0.6687,0.0248,0.0118,0.0349,32.80683661,34.99650461,0.82667339,
1.7140,-0.1002,0.7178,0.6638,0.0248,0.0118,0.0349,32.80683661,34.99650461,0.82667339,
1.7350,-0.1002,0.7178,0.6638,-0.0235,-0.0218,0.0428,32.80683661,34.99650461,0.82667339,
1.7370,-0.1002,0.7178,0.6638,-0.0235,-0.0218,0.0428,32.80683661,34.99650461,0.82667339,
1.7380,-0.0958,0.7215,0.6829,-0.0235,-0.0218,0.0428,32.80683661,34.99650461,0.82667339,
1.7530,-0.0911,0.7263,0.6875,-0.0235,-0.0218,0.0428,32.80683661,34.99650461,0.82667339,
1.7750,-0.0938,0.7202,0.6843,-0.0235,-0.0218,0.0428,32.80683661,34.99650461,0.82667339,
1.7920,-0.1029,0.7163,0.6836,-0.0235,-0.0218,0.0428,32.80683661,34.99650461,0.82667339,
1.7950,-0.1029,0.7163,0.6836,0.0364,-0.0340,0.0007,32.80683661,34.99650461,0.82667339,
1.7970,-0.1029,0.7163,0.6836,0.0364,-0.0340,0.0007,32.80683661,34.99650461,0.82667339,
1.8120,-0.1014,0.7136,0.6858,0.0364,-0.0340,0.0007,32.80683661,34.99650461,0.82667339,
1.8320,-0.1055,0.7180,0.6929,0.0364,-0.0340,0.0007,32.80683661,34.99650461,0.82667339,
1.8540,-0.1055,0.7180,0.6929,0.1060,-0.0462,0.0324,32.80683661,34.99650461,0.82667339,
1.8580,-0.1055,0.7180,0.6929,0.1060,-0.0462,0.0324,32.80683661,34.99650461,0.82667339,
1.8600,-0.1002,0.7161,0.6868,0.1060,-0.0462,0.0324,32.80683661,34.99650461,0.82667339,
1.8740,-0.0975,0.7149,0.6860,0.1060,-0.0462,0.0324,32.80683661,34.99650461,0.82667339,
1.8920,-0.1173,0.6675,0.6396,0.1060,-0.0462,0.0324,32.80683661,34.99650461,0.82667339,
1.9130,-0.1173,0.6675,0.6396,-0.0137,-0.3504,0.1418,32.80683661,34.99650461,0.82667339,
1.9160,-0.1173,0.6675,0.6396,-0.0137,-0.3504,0.1418,32.80683661,34.99650461,0.82667339,
1.9200,-0.0818,0.7034,0.6254,-0.0137,-0.3504,0.1418,32.80683661,34.99650461,0.82667339,
1.9320,-0.1026,0.7390,0.7041,-0.0137,-0.3504,0.1418,32.80683661,34.99650461,0.82667339,
1.9540,-0.0682,0.7278,0.6567,-0.0137,-0.3504,0.1418,32.80683661,34.99650461,0.82667339,
1.9730,-0.0682,0.7278,0.6567,0.3699,-0.7414,0.1149,32.80683661,34.99650461,0.82667339,
1.9760,-0.0682,0.7278,0.6567,0.3699,-0.7414,0.1149,32.80683661,34.99650461,0.82667339,
1.9780,-0.0457,0.7703,0.6931,0.3699,-0.7414,0.1149,32.80683661,34.99650461,0.82667339,
1.9920,-0.0371,0.7794,0.6990,0.3699,-0.7414,0.1149,32.80683661,34.99650461,0.82667339,
2.0120,-0.0523,0.7459,0.6675,0.3699,-0.7414,0.1149,32.80683661,34.99650461,0.82667339,
2.0330,-0.0792,0.7178,0.6396,0.3699,-0.7414,0.1149,32.80683661,34.99650461,0.82667339,
2.0360,-0.0792,0.7178,0.6396,0.1207,-0.0529,-0.0683,32.80683661,34.99650461,0.82667339,
2.0390,-0.0792,0.7178,0.6396,0.1207,-0.0529,-0.0683,32.80683661,34.99650461,0.82667339,
2.0580,-0.0814,0.7241,0.6535,0.1207,-0.0529,-0.0683,32.80683661,34.99650461,0.82667339,
2.0720,-0.0349,0.7461,0.6616,0.1207,-0.0529,-0.0683,32.80683661,34.99650461,0.82667339,
2.0930,-0.0349,0.7461,0.6616,-0.0039,-0.0236,0.1021,32.80683661,34.99650461,0.82667339,
2.0950,-0.0349,0.7461,0.6616,-0.0039,-0.0236,0.1021,32.80683661,34.99650461,0.82667339,
2.0970,-0.0066,0.7764,0.6719,-0.0039,-0.0236,0.1021,32.80683661,34.99650461,0.82667339,
2.1120,-0.0129,0.7830,0.6831,-0.0039,-0.0236,0.1021,32.80683661,34.99650461,0.82667339,
2.1320,-0.0259,0.7627,0.6721,-0.0039,-0.0236,0.1021,32.80683661,34.99650461,0.82667339,
2.1540,-0.0259,0.7627,0.6721,0.1323,-0.0095,-0.0958,32.80683661,34.99650461,0.82667339,
2.1570,-0.0259,0.7627,0.6721,0.1323,-0.0095,-0.0958,32.80683661,34.99650461,0.82667339,
2.1600,-0.0320,0.7481,0.6543,0.1323,-0.0095,-0.0958,32.80683661,34.99650461,0.82667339,
2.1730,-0.0347,0.7439,0.6491,0.1323,-0.0095,-0.0958,32.80683661,34.99650461,0.82667339,
2.1920,-0.0523,0.7510,0.6545,0.1323,-0.0095,-0.0958,32.80683661,34.99650461,0.82667339,
2.2130,-0.0535,0.7581,0.6523,0.1323,-0.0095,-0.0958,32.80683661,34.99650461,0.82667339,
2.2160,-0.0535,0.7581,0.6523,0.0187,0.0546,-0.0543,32.80683661,34.99650461,0.82667339,
2.2210,-0.0535,0.7581,0.6523,0.0187,0.0546,-0.0543,32.80683661,34.99650461,0.82667339,
2.2320,-0.0489,0.7576,0.6509,0.0187,0.0546,-0.0543,32.80683661,34.99650461,0.82667339,
2.2530,-0.0516,0.7510,0.6465,0.0187,0.0546,-0.0543,32.80683661,34.99650461,0.82667339,
2.2730,-0.0516,0.7510,0.6465,-0.0015,0.0265,-0.0861,32.80683661,34.99650461,0.82667339,
2.2740,-0.0516,0.7510,0.6465,-0.0015,0.0265,-0.0861,32.80683661,34.99650461,0.82667339,
2.2750,-0.0713,0.7452,0.6450,-0.0015,0.0265,-0.0861,32.80683661,34.99650461,0.82667339,
2.2930,-0.0853,0.7347,0.6438,-0.0015,0.0265,-0.0861,32.80683661,34.99650461,0.82667339,
2.3110,-0.0814,0.7361,0.6330,-0.0015,0.0265,-0.0861,32.80683661,34.99650461,0.82667339,
2.3330,-0.0772,0.7417,0.6306,-0.0015,0.0265,-0.0861,32.80683661,34.99650461,0.82667339,
2.3370,-0.0772,0.7417,0.6306,0.0101,-0.0163,-0.0109,32.80683661,34.99650461,0.82667339,
2.3400,-0.0772,0.7417,0.6306,0.0101,-0.0163,-0.0109,32.80683661,34.99650461,0.82667339,
2.3550,-0.0726,0.7481,0.6443,0.0101,-0.0163,-0.0109,32.80683661,34.99650461,0.82667339,
2.3730,-0.0603,0.7579,0.6557,0.0101,-0.0163,-0.0109,32.80683661,34.99650461,0.82667339,
2.3930,-0.0603,0.7579,0.6557,-0.0491,-0.0163,0.0245,32.80683661,34.99650461,0.82667339,
2.3940,-0.0603,0.7579,0.6557,-0.0491,-0.0163,0.0245,32.80683661,34.99650461,0.82667339,
2.3950,-0.0564,0.7540,0.6672,-0.0491,-0.0163,0.0245,32.80683661,34.99650461,0.82667339,
2.4110,-0.0484,0.7522,0.6677,-0.0491,-0.0163,0.0245,32.80683661,34.99650461,0.82667339,
2.4320,-0.0557,0.7493,0.6692,-0.0491,-0.0163,0.0245,32.80683661,34.99650461,0.82667339,
2.4540,-0.0557,0.7493,0.6692,0.0101,0.0314,0.0166,32.80683661,34.99650461,0.82667339,
2.4560,-0.0557,0.7493,0.6692,0.0101,0.0314,0.0166,32.80683661,34.99650461,0.82667339,
2.4580,-0.0603,0.7471,0.6548,0.0101,0.0314,0.0166,32.80683661,34.99650461,0.82667339,
2.4760,-0.0506,0.7549,0.6474,0.0101,0.0314,0.0166,32.80683661,34.99650461,0.82667339,
2.4930,-0.0450,0.7664,0.6513,0.0101,0.0314,0.0166,32.80683661,34.99650461,0.82667339,
2.5120,-0.0450,0.7664,0.6513,0.0230,0.0112,0.0129,32.80683661,34.99650461,0.82667339,
2.5140,-0.0450,0.7664,0.6513,0.0230,0.0112,0.0129,32.80683661,34.99650461,0.82667339,
2.5150,-0.0364,0.7642,0.6474,0.0230,0.0112,0.0129,32.80683661,34.99650461,0.82667339,
2.5320,-0.0357,0.7642,0.6367,0.0230,0.0112,0.0129,32.80683661,34.99650461,0.82667339,
2.5560,-0.0481,0.7571,0.6474,0.0230,0.0112,0.0129,32.80683661,34.99650461,0.82667339,
2.5740,-0.0481,0.7571,0.6474,-0.0198,0.0179,-0.0415,32.80683661,34.99650461,0.82667339,
2.5770,-0.0481,0.7571,0.6474,-0.0198,0.0179,-0.0415,32.80683661,34.99650461,0.82667339,
2.5800,-0.0599,0.7400,0.6462,-0.0198,0.0179,-0.0415,32.80683661,34.99650461,0.82667339,
2.5950,-0.0635,0.7422,0.6479,-0.0198,0.0179,-0.0415,32.80683661,34.99650461,0.82667339,
2.6140,-0.0581,0.7520,0.6540,-0.0198,0.0179,-0.0415,32.80683661,34.99650461,0.82667339,
2.6330,-0.0581,0.7520,0.6540,-0.0192,-0.0016,-0.0103,32.80683661,34.99650461,0.82667339,
2.6360,-0.0581,0.7520,0.6540,-0.0192,-0.0016,-0.0103,32.80683661,34.99650461,0.82667339,
2.6380,-0.0581,0.7488,0.6616,-0.0192,-0.0016,-0.0103,32.80683661,34.99650461,0.82667339,
2.6550,-0.0630,0.7452,0.6548,-0.0192,-0.0016,-0.0103,32.80683661,34.99650461,0.82667339,
2.6750,-0.0709,0.7486,0.6618,-0.0192,-0.0016,-0.0103,32.80683661,34.99650461,0.82667339,
2.6930,-0.0709,0.7486,0.6618,-0.0039,0.0131,0.0080,32.80683661,34.99650461,0.82667339,
2.6980,-0.0709,0.7486,0.6618,-0.0039,0.0131,0.0080,32.80683661,34.99650461,0.82667339,
2.6990,-0.0667,0.7464,0.6621,-0.0039,0.0131,0.0080,32.80683661,34.99650461,0.82667339,
2.7120,-0.0696,0.7454,0.6518,-0.0039,0.0131,0.0080,32.80683661,34.99650461,0.82667339,
2.7310,-0.0706,0.7408,0.6460,-0.0039,0.0131,0.0080,32.80683661,34.99650461,0.82667339,
2.7530,-0.0706,0.7408,0.6460,-0.0143,0.0063,0.0373,32.80683661,34.99650461,0.82667339,
2.7560,-0.0706,0.7408,0.6460,-0.0143,0.0063,0.0373,32.80683661,34.99650461,0.82667339,
2.7590,-0.0667,0.7447,0.6501,-0.0143,0.0063,0.0373,32.80683661,34.99650461,0.82667339,
2.7750,-0.0564,0.7486,0.6489,-0.0143,0.0063,0.0373,32.80683661,34.99650461,0.82667339,
2.7930,-0.0469,0.7593,0.6479,-0.0143,0.0063,0.0373,32.80683661,34.99650461,0.82667339,
2.8130,-0.0469,0.7593,0.6479,-0.0155,0.0033,0.0117,32.80683661,34.99650461,0.82667339,
2.8160,-0.0469,0.7593,0.6479,-0.0155,0.0033,0.0117,32.80683661,34.99650461,0.82667339,
2.8170,-0.0518,0.7562,0.6482,-0.0155,0.0033,0.0117,32.80683661,34.99650461,0.82667339,
2.8320,-0.0511,0.7557,0.6572,-0.0155,0.0033,0.0117,32.80683661,34.99650461,0.82667339,
2.8520,-0.0469,0.7508,0.6574,-0.0155,0.0033,0.0117,32.80683661,34.99650461,0.82667339,
2.8730,-0.0469,0.7508,0.6574,-0.0247,0.0143,0.0019,32.80683661,34.99650461,0.82667339,
2.8760,-0.0469,0.7508,0.6574,-0.0247,0.0143,0.0019,32.80683661,34.99650461,0.82667339,
2.8790,-0.0454,0.7530,0.6550,-0.0247,0.0143,0.0019,32.80683661,34.99650461,0.82667339,
2.8930,-0.0511,0.7537,0.6626,-0.0247,0.0143,0.0019,32.80683661,34.99650461,0.82667339,
2.9120,-0.0435,0.7554,0.6648,-0.0247,0.0143,0.0019,32.80683661,34.99650461,0.82667339,
2.9340,-0.0435,0.7554,0.6648,-0.0027,0.0124,-0.0128,32.80683661,34.99650461,0.82667339,
2.9380,-0.0435,0.7554,0.6648,-0.0027,0.0124,-0.0128,32.80683661,34.99650461,0.82667339,
2.9400,-0.0476,0.7549,0.6592,-0.0027,0.0124,-0.0128,32.80683661,34.99650461,0.82667339,
2.9530,-0.0577,0.7549,0.6582,-0.0027,0.0124,-0.0128,32.80683661,34.99650461,0.82667339,
2.9720,-0.0630,0.7493,0.6574,-0.0027,0.0124,-0.0128,32.80683661,34.99650461,0.82667339,
2.9930,-0.0630,0.7493,0.6574,0.0107,-0.0095,-0.0091,32.80683661,34.99650461,0.82667339,
3.0000,-0.0630,0.7493,0.6574,0.0107,-0.0095,-0.0091,32.80683661,34.99650461,0.82667339,
3.0030,-0.0535,0.7454,0.6528,0.0107,-0.0095,-0.0091,32.80683661,34.99650461,0.82667339,
3.0120,-0.0520,0.7432,0.6623,0.0107,-0.0095,-0.0091,32.80683661,34.99650461,0.82667339,
3.0350,-0.0550,0.7466,0.6589,0.0107,-0.0095,-0.0091,32.80683661,34.99650461,0.82667339,
3.0540,-0.0550,0.7466,0.6589,0.0217,0.0350,-0.0323,32.80683661,34.99650461,0.82667339,
