ACCELEROMETER X (m/sֲ²),ACCELEROMETER Y (m/sֲ²),ACCELEROMETER Z (m/sֲ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
8.078,-4.018,0.29,0.825,-0.361,0.273,4978,2021-01-18 09:20:51:434
8.078,-4.018,0.29,0.825,-0.361,0.273,4987,2021-01-18 09:20:51:443
10.133,-4.762,-0.579,0.825,-0.361,0.273,4997,2021-01-18 09:20:51:453
10.133,-4.762,-0.579,0.825,-0.361,0.273,5008,2021-01-18 09:20:51:464
10.133,-4.762,-0.579,0.825,-0.361,0.273,5018,2021-01-18 09:20:51:474
10.133,-4.762,-0.579,0.825,-0.361,0.273,5028,2021-01-18 09:20:51:484
10.133,-4.762,-0.579,0.825,-0.361,0.273,5038,2021-01-18 09:20:51:494
10.133,-4.762,-0.579,0.825,-0.361,0.273,5048,2021-01-18 09:20:51:504
13.137,-5.979,-0.737,0.825,-0.361,0.273,5057,2021-01-18 09:20:51:513
13.137,-5.979,-0.737,0.825,-0.361,0.273,5067,2021-01-18 09:20:51:523
13.137,-5.979,-0.737,0.825,-0.361,0.273,5077,2021-01-18 09:20:51:533
13.137,-5.979,-0.737,0.825,-0.361,0.273,5088,2021-01-18 09:20:51:544
13.137,-5.979,-0.737,0.544,-0.212,0.662,5098,2021-01-18 09:20:51:554
13.137,-5.979,-0.737,0.544,-0.212,0.662,5108,2021-01-18 09:20:51:564
12.139,-2.902,0.199,0.544,-0.212,0.662,5117,2021-01-18 09:20:51:573
12.139,-2.902,0.199,0.544,-0.212,0.662,5127,2021-01-18 09:20:51:583
12.139,-2.902,0.199,0.544,-0.212,0.662,5137,2021-01-18 09:20:51:593
12.139,-2.902,0.199,0.544,-0.212,0.662,5147,2021-01-18 09:20:51:603
12.139,-2.902,0.199,0.544,-0.212,0.662,5157,2021-01-18 09:20:51:613
12.139,-2.902,0.199,0.544,-0.212,0.662,5168,2021-01-18 09:20:51:624
8.014,-2.718,-0.431,0.544,-0.212,0.662,5178,2021-01-18 09:20:51:634
8.014,-2.718,-0.431,0.544,-0.212,0.662,5190,2021-01-18 09:20:51:646
8.014,-2.718,-0.431,0.544,-0.212,0.662,5198,2021-01-18 09:20:51:654
8.014,-2.718,-0.431,0.544,-0.212,0.662,5207,2021-01-18 09:20:51:663
8.014,-2.718,-0.431,0.734,-0.059,-0.847,5217,2021-01-18 09:20:51:673
8.014,-2.718,-0.431,0.734,-0.059,-0.847,5227,2021-01-18 09:20:51:683
7.939,-5.923,-0.259,0.734,-0.059,-0.847,5237,2021-01-18 09:20:51:693
7.939,-5.923,-0.259,0.734,-0.059,-0.847,5248,2021-01-18 09:20:51:704
7.939,-5.923,-0.259,0.734,-0.059,-0.847,5259,2021-01-18 09:20:51:715
7.939,-5.923,-0.259,0.734,-0.059,-0.847,5267,2021-01-18 09:20:51:723
7.939,-5.923,-0.259,0.734,-0.059,-0.847,5277,2021-01-18 09:20:51:733
7.939,-5.923,-0.259,0.734,-0.059,-0.847,5287,2021-01-18 09:20:51:743
8.739,-5.356,1.121,0.734,-0.059,-0.847,5297,2021-01-18 09:20:51:753
8.739,-5.356,1.121,0.734,-0.059,-0.847,5308,2021-01-18 09:20:51:764
8.739,-5.356,1.121,0.734,-0.059,-0.847,5318,2021-01-18 09:20:51:774
8.739,-5.356,1.121,0.734,-0.059,-0.847,5328,2021-01-18 09:20:51:784
8.739,-5.356,1.121,0.777,-0.758,-0.637,5337,2021-01-18 09:20:51:793
8.739,-5.356,1.121,0.777,-0.758,-0.637,5348,2021-01-18 09:20:51:804
7.906,-4.87,1.52,0.777,-0.758,-0.637,5357,2021-01-18 09:20:51:813
7.906,-4.87,1.52,0.777,-0.758,-0.637,5368,2021-01-18 09:20:51:824
7.906,-4.87,1.52,0.777,-0.758,-0.637,5377,2021-01-18 09:20:51:833
7.906,-4.87,1.52,0.777,-0.758,-0.637,5387,2021-01-18 09:20:51:843
7.906,-4.87,1.52,0.777,-0.758,-0.637,5397,2021-01-18 09:20:51:853
7.906,-4.87,1.52,0.777,-0.758,-0.637,5407,2021-01-18 09:20:51:863
7.566,-4.31,0.596,0.777,-0.758,-0.637,5417,2021-01-18 09:20:51:873
7.566,-4.31,0.596,0.777,-0.758,-0.637,5427,2021-01-18 09:20:51:883
7.566,-4.31,0.596,0.777,-0.758,-0.637,5437,2021-01-18 09:20:51:893
7.566,-4.31,0.596,0.777,-0.758,-0.637,5447,2021-01-18 09:20:51:903
7.566,-4.31,0.596,0.777,-0.758,-0.637,5458,2021-01-18 09:20:51:914
7.566,-4.31,0.596,0.264,0.134,-0.495,5470,2021-01-18 09:20:51:926
6.663,-4.616,0.244,0.264,0.134,-0.495,5478,2021-01-18 09:20:51:934
6.663,-4.616,0.244,0.264,0.134,-0.495,5488,2021-01-18 09:20:51:944
6.663,-4.616,0.244,0.264,0.134,-0.495,5498,2021-01-18 09:20:51:954
6.663,-4.616,0.244,0.264,0.134,-0.495,5508,2021-01-18 09:20:51:964
6.663,-4.616,0.244,0.264,0.134,-0.495,5519,2021-01-18 09:20:51:975
6.663,-4.616,0.244,0.264,0.134,-0.495,5527,2021-01-18 09:20:51:983
7.482,-4.499,-1.03,0.264,0.134,-0.495,5538,2021-01-18 09:20:51:994
7.482,-4.499,-1.03,0.264,0.134,-0.495,5548,2021-01-18 09:20:52:004
7.482,-4.499,-1.03,0.264,0.134,-0.495,5558,2021-01-18 09:20:52:014
7.482,-4.499,-1.03,0.264,0.134,-0.495,5567,2021-01-18 09:20:52:023
7.482,-4.499,-1.03,0.264,0.134,-0.495,5577,2021-01-18 09:20:52:033
7.482,-4.499,-1.03,0.512,-0.047,0.135,5587,2021-01-18 09:20:52:043
9.97,-5.418,-1.413,0.512,-0.047,0.135,5598,2021-01-18 09:20:52:054
9.97,-5.418,-1.413,0.512,-0.047,0.135,5609,2021-01-18 09:20:52:065
9.97,-5.418,-1.413,0.512,-0.047,0.135,5617,2021-01-18 09:20:52:073
9.97,-5.418,-1.413,0.512,-0.047,0.135,5628,2021-01-18 09:20:52:084
9.97,-5.418,-1.413,0.512,-0.047,0.135,5638,2021-01-18 09:20:52:094
9.97,-5.418,-1.413,0.512,-0.047,0.135,5648,2021-01-18 09:20:52:104
12.086,-5.636,-1.305,0.512,-0.047,0.135,5658,2021-01-18 09:20:52:114
12.086,-5.636,-1.305,0.512,-0.047,0.135,5668,2021-01-18 09:20:52:124
12.086,-5.636,-1.305,0.512,-0.047,0.135,5678,2021-01-18 09:20:52:134
12.086,-5.636,-1.305,0.512,-0.047,0.135,5691,2021-01-18 09:20:52:147
12.086,-5.636,-1.305,-0.283,-0.06,0.706,5699,2021-01-18 09:20:52:155
12.086,-5.636,-1.305,-0.283,-0.06,0.706,5708,2021-01-18 09:20:52:164
11.081,-4.372,0.17,-0.283,-0.06,0.706,5717,2021-01-18 09:20:52:173
11.081,-4.372,0.17,-0.283,-0.06,0.706,5727,2021-01-18 09:20:52:183
11.081,-4.372,0.17,-0.283,-0.06,0.706,5737,2021-01-18 09:20:52:193
11.081,-4.372,0.17,-0.283,-0.06,0.706,5747,2021-01-18 09:20:52:203
11.081,-4.372,0.17,-0.283,-0.06,0.706,5758,2021-01-18 09:20:52:214
11.081,-4.372,0.17,-0.283,-0.06,0.706,5767,2021-01-18 09:20:52:223
7.331,0.395,0.56,-0.283,-0.06,0.706,5778,2021-01-18 09:20:52:234
7.331,0.395,0.56,-0.283,-0.06,0.706,5787,2021-01-18 09:20:52:243
7.331,0.395,0.56,-0.283,-0.06,0.706,5798,2021-01-18 09:20:52:254
7.331,0.395,0.56,-0.283,-0.06,0.706,5811,2021-01-18 09:20:52:267
7.331,0.395,0.56,-0.444,0.432,0.552,5818,2021-01-18 09:20:52:274
7.331,0.395,0.56,-0.444,0.432,0.552,5829,2021-01-18 09:20:52:285
8.789,-4.269,-0.939,-0.444,0.432,0.552,5838,2021-01-18 09:20:52:294
8.789,-4.269,-0.939,-0.444,0.432,0.552,5848,2021-01-18 09:20:52:304
8.789,-4.269,-0.939,-0.444,0.432,0.552,5857,2021-01-18 09:20:52:313
8.789,-4.269,-0.939,-0.444,0.432,0.552,5867,2021-01-18 09:20:52:323
8.789,-4.269,-0.939,-0.444,0.432,0.552,5878,2021-01-18 09:20:52:334
8.789,-4.269,-0.939,-0.444,0.432,0.552,5888,2021-01-18 09:20:52:344
10.657,-4.039,-1.18,-0.444,0.432,0.552,5897,2021-01-18 09:20:52:353
10.657,-4.039,-1.18,-0.444,0.432,0.552,5908,2021-01-18 09:20:52:364
10.657,-4.039,-1.18,-0.444,0.432,0.552,5918,2021-01-18 09:20:52:374
10.657,-4.039,-1.18,-0.444,0.432,0.552,5927,2021-01-18 09:20:52:383
10.657,-4.039,-1.18,-0.189,-0.267,-0.385,5937,2021-01-18 09:20:52:393
10.657,-4.039,-1.18,-0.189,-0.267,-0.385,5947,2021-01-18 09:20:52:403
10.365,-2.737,1.106,-0.189,-0.267,-0.385,5957,2021-01-18 09:20:52:413
10.365,-2.737,1.106,-0.189,-0.267,-0.385,5967,2021-01-18 09:20:52:423
10.365,-2.737,1.106,-0.189,-0.267,-0.385,5977,2021-01-18 09:20:52:433
10.365,-2.737,1.106,-0.189,-0.267,-0.385,5987,2021-01-18 09:20:52:443
10.365,-2.737,1.106,-0.189,-0.267,-0.385,5997,2021-01-18 09:20:52:453
10.365,-2.737,1.106,-0.189,-0.267,-0.385,6008,2021-01-18 09:20:52:464
7.774,-2.054,-0.639,-0.189,-0.267,-0.385,6018,2021-01-18 09:20:52:474
7.774,-2.054,-0.639,-0.189,-0.267,-0.385,6028,2021-01-18 09:20:52:484
7.774,-2.054,-0.639,-0.189,-0.267,-0.385,6037,2021-01-18 09:20:52:493
7.774,-2.054,-0.639,-0.189,-0.267,-0.385,6047,2021-01-18 09:20:52:503
7.774,-2.054,-0.639,-1.212,1.242,-0.315,6057,2021-01-18 09:20:52:513
7.774,-2.054,-0.639,-1.212,1.242,-0.315,6067,2021-01-18 09:20:52:523
9.527,-1.331,-0.836,-1.212,1.242,-0.315,6077,2021-01-18 09:20:52:533
9.527,-1.331,-0.836,-1.212,1.242,-0.315,6087,2021-01-18 09:20:52:543
9.527,-1.331,-0.836,-1.212,1.242,-0.315,6097,2021-01-18 09:20:52:553
9.527,-1.331,-0.836,-1.212,1.242,-0.315,6107,2021-01-18 09:20:52:563
9.527,-1.331,-0.836,-1.212,1.242,-0.315,6117,2021-01-18 09:20:52:573
9.527,-1.331,-0.836,-1.212,1.242,-0.315,6127,2021-01-18 09:20:52:583
8.375,-2.648,0.845,-1.212,1.242,-0.315,6138,2021-01-18 09:20:52:594
8.375,-2.648,0.845,-1.212,1.242,-0.315,6148,2021-01-18 09:20:52:604
8.375,-2.648,0.845,-1.212,1.242,-0.315,6158,2021-01-18 09:20:52:614
8.375,-2.648,0.845,-1.212,1.242,-0.315,6168,2021-01-18 09:20:52:624
8.375,-2.648,0.845,-0.949,0.826,-0.198,6177,2021-01-18 09:20:52:633
8.375,-2.648,0.845,-0.949,0.826,-0.198,6188,2021-01-18 09:20:52:644
10.336,-4.077,0.16,-0.949,0.826,-0.198,6199,2021-01-18 09:20:52:655
10.336,-4.077,0.16,-0.949,0.826,-0.198,6208,2021-01-18 09:20:52:664
10.336,-4.077,0.16,-0.949,0.826,-0.198,6217,2021-01-18 09:20:52:673
10.336,-4.077,0.16,-0.949,0.826,-0.198,6229,2021-01-18 09:20:52:685
10.336,-4.077,0.16,-0.949,0.826,-0.198,6238,2021-01-18 09:20:52:694
10.336,-4.077,0.16,-0.949,0.826,-0.198,6248,2021-01-18 09:20:52:704
9.515,-5.172,1.781,-0.949,0.826,-0.198,6258,2021-01-18 09:20:52:714
9.515,-5.172,1.781,-0.949,0.826,-0.198,6268,2021-01-18 09:20:52:724
9.515,-5.172,1.781,-0.949,0.826,-0.198,6278,2021-01-18 09:20:52:734
9.515,-5.172,1.781,-0.949,0.826,-0.198,6288,2021-01-18 09:20:52:744
9.515,-5.172,1.781,-0.358,0.535,0.493,6298,2021-01-18 09:20:52:754
9.515,-5.172,1.781,-0.358,0.535,0.493,6308,2021-01-18 09:20:52:764
10.125,-4.961,2.157,-0.358,0.535,0.493,6317,2021-01-18 09:20:52:773
10.125,-4.961,2.157,-0.358,0.535,0.493,6328,2021-01-18 09:20:52:784
10.125,-4.961,2.157,-0.358,0.535,0.493,6338,2021-01-18 09:20:52:794
10.125,-4.961,2.157,-0.358,0.535,0.493,6347,2021-01-18 09:20:52:803
10.125,-4.961,2.157,-0.358,0.535,0.493,6357,2021-01-18 09:20:52:813
10.125,-4.961,2.157,-0.358,0.535,0.493,6367,2021-01-18 09:20:52:823
9.903,-3.424,3.848,-0.358,0.535,0.493,6377,2021-01-18 09:20:52:833
9.903,-3.424,3.848,-0.358,0.535,0.493,6387,2021-01-18 09:20:52:843
9.903,-3.424,3.848,-0.358,0.535,0.493,6397,2021-01-18 09:20:52:853
9.903,-3.424,3.848,-0.358,0.535,0.493,6407,2021-01-18 09:20:52:863
9.903,-3.424,3.848,1.061,0.488,0.676,6418,2021-01-18 09:20:52:874
9.903,-3.424,3.848,1.061,0.488,0.676,6428,2021-01-18 09:20:52:884
8.641,-5.622,1.827,1.061,0.488,0.676,6437,2021-01-18 09:20:52:893
8.641,-5.622,1.827,1.061,0.488,0.676,6447,2021-01-18 09:20:52:903
8.641,-5.622,1.827,1.061,0.488,0.676,6458,2021-01-18 09:20:52:914
8.641,-5.622,1.827,1.061,0.488,0.676,6470,2021-01-18 09:20:52:926
8.641,-5.622,1.827,1.061,0.488,0.676,6478,2021-01-18 09:20:52:934
8.641,-5.622,1.827,1.061,0.488,0.676,6487,2021-01-18 09:20:52:943
8.279,-6.242,2.617,1.061,0.488,0.676,6498,2021-01-18 09:20:52:954
8.279,-6.242,2.617,1.061,0.488,0.676,6508,2021-01-18 09:20:52:964
8.279,-6.242,2.617,1.061,0.488,0.676,6518,2021-01-18 09:20:52:974
8.279,-6.242,2.617,1.061,0.488,0.676,6529,2021-01-18 09:20:52:985
8.279,-6.242,2.617,1.063,0.641,-0.685,6538,2021-01-18 09:20:52:994
8.279,-6.242,2.617,1.063,0.641,-0.685,6547,2021-01-18 09:20:53:003
8.964,-4.434,2.921,1.063,0.641,-0.685,6557,2021-01-18 09:20:53:013
8.964,-4.434,2.921,1.063,0.641,-0.685,6568,2021-01-18 09:20:53:024
8.964,-4.434,2.921,1.063,0.641,-0.685,6577,2021-01-18 09:20:53:033
8.964,-4.434,2.921,1.063,0.641,-0.685,6588,2021-01-18 09:20:53:044
8.964,-4.434,2.921,1.063,0.641,-0.685,6597,2021-01-18 09:20:53:053
8.964,-4.434,2.921,1.063,0.641,-0.685,6608,2021-01-18 09:20:53:064
7.813,-3.225,4.678,1.063,0.641,-0.685,6617,2021-01-18 09:20:53:073
7.813,-3.225,4.678,1.063,0.641,-0.685,6629,2021-01-18 09:20:53:085
7.813,-3.225,4.678,1.063,0.641,-0.685,6638,2021-01-18 09:20:53:094
7.813,-3.225,4.678,1.063,0.641,-0.685,6648,2021-01-18 09:20:53:104
7.813,-3.225,4.678,-0.127,1.442,-0.691,6657,2021-01-18 09:20:53:113
7.813,-3.225,4.678,-0.127,1.442,-0.691,6667,2021-01-18 09:20:53:123
6.259,-3.206,3.206,-0.127,1.442,-0.691,6677,2021-01-18 09:20:53:133
6.259,-3.206,3.206,-0.127,1.442,-0.691,6688,2021-01-18 09:20:53:144
6.259,-3.206,3.206,-0.127,1.442,-0.691,6698,2021-01-18 09:20:53:154
6.259,-3.206,3.206,-0.127,1.442,-0.691,6707,2021-01-18 09:20:53:163
6.259,-3.206,3.206,-0.127,1.442,-0.691,6717,2021-01-18 09:20:53:173
6.259,-3.206,3.206,-0.127,1.442,-0.691,6727,2021-01-18 09:20:53:183
7.961,-4.635,6.517,-0.127,1.442,-0.691,6738,2021-01-18 09:20:53:194
7.961,-4.635,6.517,-0.127,1.442,-0.691,6748,2021-01-18 09:20:53:204
7.961,-4.635,6.517,-0.127,1.442,-0.691,6759,2021-01-18 09:20:53:215
7.961,-4.635,6.517,-0.127,1.442,-0.691,6768,2021-01-18 09:20:53:224
7.961,-4.635,6.517,-0.974,1.529,0.196,6779,2021-01-18 09:20:53:235
7.961,-4.635,6.517,-0.974,1.529,0.196,6788,2021-01-18 09:20:53:244
10.429,-4.073,8.928,-0.974,1.529,0.196,6797,2021-01-18 09:20:53:253
10.429,-4.073,8.928,-0.974,1.529,0.196,6810,2021-01-18 09:20:53:266
10.429,-4.073,8.928,-0.974,1.529,0.196,6817,2021-01-18 09:20:53:273
10.429,-4.073,8.928,-0.974,1.529,0.196,6828,2021-01-18 09:20:53:284
10.429,-4.073,8.928,-0.974,1.529,0.196,6838,2021-01-18 09:20:53:294
10.429,-4.073,8.928,-0.974,1.529,0.196,6848,2021-01-18 09:20:53:304
4.171,-7.494,9.316,-0.974,1.529,0.196,6858,2021-01-18 09:20:53:314
4.171,-7.494,9.316,-0.974,1.529,0.196,6867,2021-01-18 09:20:53:323
4.171,-7.494,9.316,-0.974,1.529,0.196,6877,2021-01-18 09:20:53:333
4.171,-7.494,9.316,-0.974,1.529,0.196,6888,2021-01-18 09:20:53:344
4.171,-7.494,9.316,-0.298,3.666,-1.264,6898,2021-01-18 09:20:53:354
4.171,-7.494,9.316,-0.298,3.666,-1.264,6908,2021-01-18 09:20:53:364
5.895,-3.781,9.613,-0.298,3.666,-1.264,6917,2021-01-18 09:20:53:373
5.895,-3.781,9.613,-0.298,3.666,-1.264,6928,2021-01-18 09:20:53:384
5.895,-3.781,9.613,-0.298,3.666,-1.264,6937,2021-01-18 09:20:53:393
5.895,-3.781,9.613,-0.298,3.666,-1.264,6949,2021-01-18 09:20:53:405
5.895,-3.781,9.613,-0.298,3.666,-1.264,6957,2021-01-18 09:20:53:413
2.555,-4.666,10.597,-0.298,3.666,-1.264,6982,2021-01-18 09:20:53:438
2.555,-4.666,10.597,-0.298,3.666,-1.264,6983,2021-01-18 09:20:53:439
2.555,-4.666,10.597,-0.298,3.666,-1.264,6988,2021-01-18 09:20:53:444
2.555,-4.666,10.597,-0.298,3.666,-1.264,6998,2021-01-18 09:20:53:454
2.555,-4.666,10.597,-0.298,3.666,-1.264,7008,2021-01-18 09:20:53:464
2.555,-4.666,10.597,0.612,2.658,-1.256,7018,2021-01-18 09:20:53:474
2.555,-4.666,10.597,0.612,2.658,-1.256,7032,2021-01-18 09:20:53:488
2.842,-4.712,11.607,0.612,2.658,-1.256,7037,2021-01-18 09:20:53:493
2.842,-4.712,11.607,0.612,2.658,-1.256,7048,2021-01-18 09:20:53:504
2.842,-4.712,11.607,0.612,2.658,-1.256,7058,2021-01-18 09:20:53:514
2.842,-4.712,11.607,0.612,2.658,-1.256,7070,2021-01-18 09:20:53:526
2.842,-4.712,11.607,0.612,2.658,-1.256,7078,2021-01-18 09:20:53:534
2.842,-4.712,11.607,0.612,2.658,-1.256,7087,2021-01-18 09:20:53:543
0.872,-2.296,6.91,0.612,2.658,-1.256,7097,2021-01-18 09:20:53:553
0.872,-2.296,6.91,0.612,2.658,-1.256,7108,2021-01-18 09:20:53:564
0.872,-2.296,6.91,0.612,2.658,-1.256,7117,2021-01-18 09:20:53:573
0.872,-2.296,6.91,0.612,2.658,-1.256,7127,2021-01-18 09:20:53:583
0.872,-2.296,6.91,0.612,2.658,-1.256,7137,2021-01-18 09:20:53:593
0.872,-2.296,6.91,4.261,2.498,-1.173,7151,2021-01-18 09:20:53:607
-0.125,-1.137,6.067,4.261,2.498,-1.173,7158,2021-01-18 09:20:53:614
-0.125,-1.137,6.067,4.261,2.498,-1.173,7168,2021-01-18 09:20:53:624
-0.125,-1.137,6.067,4.261,2.498,-1.173,7178,2021-01-18 09:20:53:634
-0.125,-1.137,6.067,4.261,2.498,-1.173,7188,2021-01-18 09:20:53:644
-0.125,-1.137,6.067,4.261,2.498,-1.173,7198,2021-01-18 09:20:53:654
-0.125,-1.137,6.067,4.261,2.498,-1.173,7207,2021-01-18 09:20:53:663
0.563,1.686,8.969,4.261,2.498,-1.173,7218,2021-01-18 09:20:53:674
0.563,1.686,8.969,4.261,2.498,-1.173,7227,2021-01-18 09:20:53:683
0.563,1.686,8.969,4.261,2.498,-1.173,7239,2021-01-18 09:20:53:695
0.563,1.686,8.969,4.261,2.498,-1.173,7248,2021-01-18 09:20:53:704
0.563,1.686,8.969,1,0.922,-0.179,7258,2021-01-18 09:20:53:714
-0.843,1.786,6.953,1,0.922,-0.179,7276,2021-01-18 09:20:53:732
-0.843,1.786,6.953,1,0.922,-0.179,7278,2021-01-18 09:20:53:734
-0.843,1.786,6.953,1,0.922,-0.179,7288,2021-01-18 09:20:53:744
-0.843,1.786,6.953,1,0.922,-0.179,7299,2021-01-18 09:20:53:755
-0.843,1.786,6.953,1,0.922,-0.179,7307,2021-01-18 09:20:53:763
-0.843,1.786,6.953,1,0.922,-0.179,7318,2021-01-18 09:20:53:774
-0.843,1.786,6.953,1,0.922,-0.179,7329,2021-01-18 09:20:53:785
-0.201,1.554,6.963,1,0.922,-0.179,7338,2021-01-18 09:20:53:794
-0.201,1.554,6.963,1,0.922,-0.179,7348,2021-01-18 09:20:53:804
-0.201,1.554,6.963,1,0.922,-0.179,7358,2021-01-18 09:20:53:814
-0.201,1.554,6.963,1,0.922,-0.179,7368,2021-01-18 09:20:53:824
-0.201,1.554,6.963,1.288,0.518,0.475,7378,2021-01-18 09:20:53:834
-0.201,1.554,6.963,1.288,0.518,0.475,7387,2021-01-18 09:20:53:843
-0.699,4.575,8.516,1.288,0.518,0.475,7399,2021-01-18 09:20:53:855
-0.699,4.575,8.516,1.288,0.518,0.475,7408,2021-01-18 09:20:53:864
-0.699,4.575,8.516,1.288,0.518,0.475,7418,2021-01-18 09:20:53:874
-0.699,4.575,8.516,1.288,0.518,0.475,7428,2021-01-18 09:20:53:884
-0.699,4.575,8.516,1.288,0.518,0.475,7438,2021-01-18 09:20:53:894
-0.699,4.575,8.516,1.288,0.518,0.475,7448,2021-01-18 09:20:53:904
0.558,5.243,9.541,1.288,0.518,0.475,7458,2021-01-18 09:20:53:914
0.558,5.243,9.541,1.288,0.518,0.475,7468,2021-01-18 09:20:53:924
0.558,5.243,9.541,1.288,0.518,0.475,7493,2021-01-18 09:20:53:949
0.558,5.243,9.541,1.288,0.518,0.475,7493,2021-01-18 09:20:53:949
0.558,5.243,9.541,1.884,0.57,0.917,7501,2021-01-18 09:20:53:957
0.558,5.243,9.541,1.884,0.57,0.917,7507,2021-01-18 09:20:53:963
-0.74,7.899,6.328,1.884,0.57,0.917,7527,2021-01-18 09:20:53:983
-0.74,7.899,6.328,1.884,0.57,0.917,7528,2021-01-18 09:20:53:984
-0.74,7.899,6.328,1.884,0.57,0.917,7538,2021-01-18 09:20:53:994
-0.74,7.899,6.328,1.884,0.57,0.917,7550,2021-01-18 09:20:54:006
-0.74,7.899,6.328,1.884,0.57,0.917,7558,2021-01-18 09:20:54:014
-0.74,7.899,6.328,1.884,0.57,0.917,7568,2021-01-18 09:20:54:024
0.28,8.057,6.335,1.884,0.57,0.917,7578,2021-01-18 09:20:54:034
0.28,8.057,6.335,1.884,0.57,0.917,7589,2021-01-18 09:20:54:045
0.28,8.057,6.335,1.884,0.57,0.917,7598,2021-01-18 09:20:54:054
0.28,8.057,6.335,1.884,0.57,0.917,7608,2021-01-18 09:20:54:064
0.28,8.057,6.335,1.777,0.204,0.808,7618,2021-01-18 09:20:54:074
0.28,8.057,6.335,1.777,0.204,0.808,7628,2021-01-18 09:20:54:084
-0.318,6.735,6.747,1.777,0.204,0.808,7637,2021-01-18 09:20:54:093
-0.318,6.735,6.747,1.777,0.204,0.808,7648,2021-01-18 09:20:54:104
-0.318,6.735,6.747,1.777,0.204,0.808,7658,2021-01-18 09:20:54:114
-0.318,6.735,6.747,1.777,0.204,0.808,7667,2021-01-18 09:20:54:123
-0.318,6.735,6.747,1.777,0.204,0.808,7678,2021-01-18 09:20:54:134
-0.318,6.735,6.747,1.777,0.204,0.808,7687,2021-01-18 09:20:54:143
0.211,7.487,5.215,1.777,0.204,0.808,7697,2021-01-18 09:20:54:153
0.211,7.487,5.215,1.777,0.204,0.808,7708,2021-01-18 09:20:54:164
0.211,7.487,5.215,1.777,0.204,0.808,7718,2021-01-18 09:20:54:174
0.211,7.487,5.215,1.777,0.204,0.808,7727,2021-01-18 09:20:54:183
0.211,7.487,5.215,1.321,0.712,0.635,7738,2021-01-18 09:20:54:194
0.211,7.487,5.215,1.321,0.712,0.635,7748,2021-01-18 09:20:54:204
-0.615,7.518,4.829,1.321,0.712,0.635,7757,2021-01-18 09:20:54:213
-0.615,7.518,4.829,1.321,0.712,0.635,7767,2021-01-18 09:20:54:223
-0.615,7.518,4.829,1.321,0.712,0.635,7778,2021-01-18 09:20:54:234
-0.615,7.518,4.829,1.321,0.712,0.635,7788,2021-01-18 09:20:54:244
-0.615,7.518,4.829,1.321,0.712,0.635,7798,2021-01-18 09:20:54:254
-0.615,7.518,4.829,1.321,0.712,0.635,7808,2021-01-18 09:20:54:264
-0.656,8.366,3.661,1.321,0.712,0.635,7817,2021-01-18 09:20:54:273
-0.656,8.366,3.661,1.321,0.712,0.635,7827,2021-01-18 09:20:54:283
-0.656,8.366,3.661,1.321,0.712,0.635,7837,2021-01-18 09:20:54:293
-0.656,8.366,3.661,1.321,0.712,0.635,7848,2021-01-18 09:20:54:304
-0.656,8.366,3.661,1.034,0.683,0.464,7857,2021-01-18 09:20:54:313
-0.656,8.366,3.661,1.034,0.683,0.464,7870,2021-01-18 09:20:54:326
0.005,7.927,3.433,1.034,0.683,0.464,7877,2021-01-18 09:20:54:333
0.005,7.927,3.433,1.034,0.683,0.464,7887,2021-01-18 09:20:54:343
0.005,7.927,3.433,1.034,0.683,0.464,7898,2021-01-18 09:20:54:354
0.005,7.927,3.433,1.034,0.683,0.464,7907,2021-01-18 09:20:54:363
0.005,7.927,3.433,1.034,0.683,0.464,7918,2021-01-18 09:20:54:374
0.005,7.927,3.433,1.034,0.683,0.464,7928,2021-01-18 09:20:54:384
1.037,8.461,4.324,1.034,0.683,0.464,7937,2021-01-18 09:20:54:393
1.037,8.461,4.324,1.034,0.683,0.464,7948,2021-01-18 09:20:54:404
1.037,8.461,4.324,1.034,0.683,0.464,7957,2021-01-18 09:20:54:413
1.037,8.461,4.324,1.034,0.683,0.464,7967,2021-01-18 09:20:54:423
1.037,8.461,4.324,1.034,0.683,0.464,7978,2021-01-18 09:20:54:434
1.037,8.461,4.324,1.034,0.683,0.464,7988,2021-01-18 09:20:54:444
1.037,8.461,4.324,1.034,0.683,0.464,7997,2021-01-18 09:20:54:453
0.795,8.492,3.951,0.038,0.06,0.186,8016,2021-01-18 09:20:54:472
0.795,8.492,3.951,0.038,0.06,0.186,8018,2021-01-18 09:20:54:474
0.795,8.492,3.951,0.038,0.06,0.186,8029,2021-01-18 09:20:54:485
0.795,8.492,3.951,0.038,0.06,0.186,8038,2021-01-18 09:20:54:494
0.795,8.492,3.951,0.038,0.06,0.186,8047,2021-01-18 09:20:54:503
0.795,8.492,3.951,0.038,0.06,0.186,8057,2021-01-18 09:20:54:513
0.795,8.492,3.951,0.038,0.06,0.186,8067,2021-01-18 09:20:54:523
0.795,8.174,3.864,0.038,0.06,0.186,8077,2021-01-18 09:20:54:533
-0.242,8.174,3.864,0.038,0.06,0.186,8087,2021-01-18 09:20:54:543
-0.242,8.174,3.864,0.038,0.06,0.186,8097,2021-01-18 09:20:54:553
-0.242,8.174,3.864,-0.094,-0.194,-0.189,8107,2021-01-18 09:20:54:563
