ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-9.718,-0.172,0.4,0.001,0,0,14,2021-01-15 19:03:29:413
-9.718,-0.172,0.4,0.001,0,0,24,2021-01-15 19:03:29:423
-9.718,-0.172,0.4,0.001,0,0,34,2021-01-15 19:03:29:433
-9.718,-0.172,0.4,0.001,0,0,44,2021-01-15 19:03:29:443
-9.718,-0.172,0.4,0.001,0,0,53,2021-01-15 19:03:29:452
-9.718,-0.172,0.4,0.001,0,0,64,2021-01-15 19:03:29:463
-9.716,-0.175,0.388,0.001,0,0,74,2021-01-15 19:03:29:473
-9.716,-0.175,0.388,0.001,0,0,84,2021-01-15 19:03:29:483
-9.716,-0.175,0.388,0.001,0,0,94,2021-01-15 19:03:29:493
-9.716,-0.175,0.388,0.001,0,0,104,2021-01-15 19:03:29:503
-9.716,-0.175,0.388,0,0,0,114,2021-01-15 19:03:29:513
-9.716,-0.175,0.388,0,0,0,125,2021-01-15 19:03:29:524
-9.711,-0.153,0.388,0,0,0,135,2021-01-15 19:03:29:534
-9.711,-0.153,0.388,0,0,0,144,2021-01-15 19:03:29:543
-9.711,-0.153,0.388,0,0,0,154,2021-01-15 19:03:29:553
-9.711,-0.153,0.388,0,0,0,164,2021-01-15 19:03:29:563
-9.711,-0.153,0.388,0,0,0,174,2021-01-15 19:03:29:573
-9.711,-0.153,0.388,0,0,0,184,2021-01-15 19:03:29:583
-9.706,-0.16,0.383,0,0,0,194,2021-01-15 19:03:29:593
-9.706,-0.16,0.383,0,0,0,203,2021-01-15 19:03:29:602
-9.706,-0.16,0.383,0,0,0,214,2021-01-15 19:03:29:613
-9.706,-0.16,0.383,0,0,0,224,2021-01-15 19:03:29:623
-9.706,-0.16,0.383,0,0.001,0,235,2021-01-15 19:03:29:634
-9.706,-0.16,0.383,0,0.001,0,245,2021-01-15 19:03:29:644
-9.718,-0.16,0.393,0,0.001,0,254,2021-01-15 19:03:29:653
-9.718,-0.16,0.393,0,0.001,0,266,2021-01-15 19:03:29:665
-9.718,-0.16,0.393,0,0.001,0,274,2021-01-15 19:03:29:673
-9.718,-0.16,0.393,0,0.001,0,284,2021-01-15 19:03:29:683
-9.718,-0.16,0.393,0,0.001,0,293,2021-01-15 19:03:29:692
-9.718,-0.16,0.393,0,0.001,0,304,2021-01-15 19:03:29:703
-9.723,-0.177,0.376,0,0.001,0,314,2021-01-15 19:03:29:713
-9.723,-0.177,0.376,0,0.001,0,324,2021-01-15 19:03:29:723
-9.723,-0.177,0.376,0,0.001,0,334,2021-01-15 19:03:29:733
-9.723,-0.177,0.376,0,0.001,0,344,2021-01-15 19:03:29:743
-9.723,-0.177,0.376,0,0,0,354,2021-01-15 19:03:29:753
-9.728,-0.156,0.39,0,0,0,370,2021-01-15 19:03:29:769
-9.728,-0.156,0.39,0,0,0,374,2021-01-15 19:03:29:773
-9.728,-0.156,0.39,0,0,0,384,2021-01-15 19:03:29:783
-9.728,-0.156,0.39,0,0,0,395,2021-01-15 19:03:29:794
-9.728,-0.156,0.39,0,0,0,404,2021-01-15 19:03:29:803
-9.728,-0.156,0.39,0,0,0,414,2021-01-15 19:03:29:813
-9.728,-0.156,0.39,0,0,0,424,2021-01-15 19:03:29:823
-9.747,-0.156,0.388,0,0,0,434,2021-01-15 19:03:29:833
-9.747,-0.156,0.388,0,0,0,445,2021-01-15 19:03:29:844
-9.747,-0.156,0.388,0,0,0,457,2021-01-15 19:03:29:856
-9.747,-0.156,0.388,0,0,0,464,2021-01-15 19:03:29:863
-9.747,-0.156,0.388,0,0.001,0,478,2021-01-15 19:03:29:877
-9.747,-0.156,0.388,0,0.001,0,484,2021-01-15 19:03:29:883
-9.73,-0.148,0.4,0,0.001,0,495,2021-01-15 19:03:29:894
-9.73,-0.148,0.4,0,0.001,0,504,2021-01-15 19:03:29:903
-9.73,-0.148,0.4,0,0.001,0,515,2021-01-15 19:03:29:914
-9.73,-0.148,0.4,0,0.001,0,524,2021-01-15 19:03:29:923
-9.73,-0.148,0.4,0,0.001,0,534,2021-01-15 19:03:29:933
-9.73,-0.148,0.4,0,0.001,0,544,2021-01-15 19:03:29:943
-9.721,-0.168,0.397,0,0.001,0,554,2021-01-15 19:03:29:953
-9.721,-0.168,0.397,0,0.001,0,564,2021-01-15 19:03:29:963
-9.721,-0.168,0.397,0,0.001,0,574,2021-01-15 19:03:29:973
-9.721,-0.168,0.397,0,0.001,0,584,2021-01-15 19:03:29:983
-9.721,-0.168,0.397,0,0,0,594,2021-01-15 19:03:29:993
-9.721,-0.168,0.397,0,0,0,604,2021-01-15 19:03:30:003
-9.716,-0.18,0.4,0,0,0,615,2021-01-15 19:03:30:014
-9.716,-0.18,0.4,0,0,0,624,2021-01-15 19:03:30:023
-9.716,-0.18,0.4,0,0,0,634,2021-01-15 19:03:30:033
-9.716,-0.18,0.4,0,0,0,645,2021-01-15 19:03:30:044
-9.716,-0.18,0.4,0,0,0,654,2021-01-15 19:03:30:053
-9.716,-0.18,0.4,0,0,0,664,2021-01-15 19:03:30:063
-9.726,-0.16,0.397,0,0,0,674,2021-01-15 19:03:30:073
-9.726,-0.16,0.397,0,0,0,684,2021-01-15 19:03:30:083
-9.726,-0.16,0.397,0,0,0,694,2021-01-15 19:03:30:093
-9.726,-0.16,0.397,0,0,0,704,2021-01-15 19:03:30:103
-9.726,-0.16,0.397,0,0,0,714,2021-01-15 19:03:30:113
-9.726,-0.16,0.397,0,0,0,727,2021-01-15 19:03:30:126
-9.73,-0.175,0.393,0,0,0,734,2021-01-15 19:03:30:133
-9.73,-0.175,0.393,0,0,0,744,2021-01-15 19:03:30:143
-9.73,-0.175,0.393,0,0,0,754,2021-01-15 19:03:30:153
-9.73,-0.175,0.393,0,0,0,764,2021-01-15 19:03:30:163
-9.73,-0.175,0.393,0,0,0,775,2021-01-15 19:03:30:174
-9.73,-0.175,0.393,0,0,0,784,2021-01-15 19:03:30:183
-9.73,-0.184,0.39,0,0,0,795,2021-01-15 19:03:30:194
-9.73,-0.184,0.39,0,0,0,804,2021-01-15 19:03:30:203
-9.73,-0.184,0.39,0,0,0,813,2021-01-15 19:03:30:212
-9.73,-0.184,0.39,0,0,0,825,2021-01-15 19:03:30:224
-9.73,-0.184,0.39,0,0,0,834,2021-01-15 19:03:30:233
-9.73,-0.184,0.39,0,0,0,844,2021-01-15 19:03:30:243
-9.723,-0.165,0.376,0,0,0,854,2021-01-15 19:03:30:253
-9.723,-0.165,0.376,0,0,0,865,2021-01-15 19:03:30:264
-9.723,-0.165,0.376,0,0,0,874,2021-01-15 19:03:30:273
-9.723,-0.165,0.376,0,0,0,885,2021-01-15 19:03:30:284
-9.723,-0.165,0.376,0,0,0,894,2021-01-15 19:03:30:293
-9.723,-0.165,0.376,0,0,0,904,2021-01-15 19:03:30:303
-9.723,-0.172,0.378,0,0,0,914,2021-01-15 19:03:30:313
-9.723,-0.172,0.378,0,0,0,923,2021-01-15 19:03:30:322
-9.723,-0.172,0.378,0,0,0,934,2021-01-15 19:03:30:333
-9.723,-0.172,0.378,0,0,0,944,2021-01-15 19:03:30:343
-9.723,-0.172,0.378,0,0,0,954,2021-01-15 19:03:30:353
-9.723,-0.172,0.378,0,0,0,963,2021-01-15 19:03:30:362
-9.704,-0.168,0.376,0,0,0,974,2021-01-15 19:03:30:373
-9.704,-0.168,0.376,0,0,0,984,2021-01-15 19:03:30:383
-9.704,-0.168,0.376,0,0,0,997,2021-01-15 19:03:30:396
-9.704,-0.168,0.376,0,0,0,1004,2021-01-15 19:03:30:403
-9.704,-0.168,0.376,0,0,0,1018,2021-01-15 19:03:30:417
-9.704,-0.168,0.376,0,0,0,1024,2021-01-15 19:03:30:423
-9.706,-0.177,0.381,0,0,0,1034,2021-01-15 19:03:30:433
-9.706,-0.177,0.381,0,0,0,1044,2021-01-15 19:03:30:443
-9.706,-0.177,0.381,0,0,0,1054,2021-01-15 19:03:30:453
-9.706,-0.177,0.381,0,0,0,1065,2021-01-15 19:03:30:464
-9.706,-0.177,0.381,-0.001,0.002,0,1074,2021-01-15 19:03:30:473
-9.706,-0.177,0.381,-0.001,0.002,0,1084,2021-01-15 19:03:30:483
-9.73,-0.148,0.395,-0.001,0.002,0,1093,2021-01-15 19:03:30:492
-9.73,-0.148,0.395,-0.001,0.002,0,1104,2021-01-15 19:03:30:503
-9.73,-0.148,0.395,-0.001,0.002,0,1114,2021-01-15 19:03:30:513
-9.73,-0.148,0.395,-0.001,0.002,0,1124,2021-01-15 19:03:30:523
-9.73,-0.148,0.395,-0.001,0.002,0,1133,2021-01-15 19:03:30:532
-9.73,-0.148,0.395,-0.001,0.002,0,1144,2021-01-15 19:03:30:543
-9.704,-0.172,0.376,-0.001,0.002,0,1154,2021-01-15 19:03:30:553
-9.704,-0.172,0.376,-0.001,0.002,0,1164,2021-01-15 19:03:30:563
-9.704,-0.172,0.376,-0.001,0.002,0,1174,2021-01-15 19:03:30:573
-9.704,-0.172,0.376,-0.001,0.002,0,1184,2021-01-15 19:03:30:583
-9.704,-0.172,0.376,-0.001,0.001,0,1194,2021-01-15 19:03:30:593
-9.704,-0.172,0.376,-0.001,0.001,0,1204,2021-01-15 19:03:30:603
-9.702,-0.168,0.409,-0.001,0.001,0,1213,2021-01-15 19:03:30:612
-9.702,-0.168,0.409,-0.001,0.001,0,1224,2021-01-15 19:03:30:623
-9.702,-0.168,0.409,-0.001,0.001,0,1235,2021-01-15 19:03:30:634
-9.702,-0.168,0.409,-0.001,0.001,0,1244,2021-01-15 19:03:30:643
-9.702,-0.168,0.409,-0.001,0.001,0,1254,2021-01-15 19:03:30:653
-9.702,-0.168,0.409,-0.001,0.001,0,1264,2021-01-15 19:03:30:663
-9.721,-0.17,0.402,-0.001,0.001,0,1274,2021-01-15 19:03:30:673
-9.721,-0.17,0.402,-0.001,0.001,0,1284,2021-01-15 19:03:30:683
-9.721,-0.17,0.402,-0.001,0.001,0,1294,2021-01-15 19:03:30:693
-9.721,-0.17,0.402,-0.001,0.001,0,1304,2021-01-15 19:03:30:703
-9.721,-0.17,0.402,-0.001,0.001,0,1315,2021-01-15 19:03:30:714
-9.721,-0.17,0.402,-0.001,0.001,0,1324,2021-01-15 19:03:30:723
-9.706,-0.172,0.407,-0.001,0.001,0,1334,2021-01-15 19:03:30:733
-9.706,-0.172,0.407,-0.001,0.001,0,1344,2021-01-15 19:03:30:743
-9.706,-0.172,0.407,-0.001,0.001,0,1354,2021-01-15 19:03:30:753
-9.706,-0.172,0.407,-0.001,0.001,0,1364,2021-01-15 19:03:30:763
-9.706,-0.172,0.407,-0.001,0.001,0,1374,2021-01-15 19:03:30:773
-9.706,-0.172,0.407,-0.001,0.001,0,1384,2021-01-15 19:03:30:783
-9.721,-0.153,0.395,-0.001,0.001,0,1393,2021-01-15 19:03:30:792
-9.721,-0.153,0.395,-0.001,0.001,0,1405,2021-01-15 19:03:30:804
-9.721,-0.153,0.395,-0.001,0.001,0,1414,2021-01-15 19:03:30:813
-9.721,-0.153,0.395,-0.001,0.001,0,1424,2021-01-15 19:03:30:823
-9.721,-0.153,0.395,0,0,0,1434,2021-01-15 19:03:30:833
-9.721,-0.153,0.395,0,0,0,1444,2021-01-15 19:03:30:843
-9.726,-0.165,0.388,0,0,0,1454,2021-01-15 19:03:30:853
-9.726,-0.165,0.388,0,0,0,1464,2021-01-15 19:03:30:863
-9.726,-0.165,0.388,0,0,0,1474,2021-01-15 19:03:30:873
-9.726,-0.165,0.388,0,0,0,1484,2021-01-15 19:03:30:883
-9.726,-0.165,0.388,0,0,0,1494,2021-01-15 19:03:30:893
-9.726,-0.165,0.388,0,0,0,1504,2021-01-15 19:03:30:903
-9.721,-0.175,0.385,0,0,0,1514,2021-01-15 19:03:30:913
-9.721,-0.175,0.385,0,0,0,1524,2021-01-15 19:03:30:923
-9.721,-0.175,0.385,0,0,0,1535,2021-01-15 19:03:30:934
-9.721,-0.175,0.385,0,0,0,1544,2021-01-15 19:03:30:943
-9.721,-0.175,0.385,0,0,0,1554,2021-01-15 19:03:30:953
-9.721,-0.175,0.385,0,0,0,1564,2021-01-15 19:03:30:963
-9.716,-0.175,0.388,0,0,0,1574,2021-01-15 19:03:30:973
-9.716,-0.175,0.388,0,0,0,1584,2021-01-15 19:03:30:983
-9.716,-0.175,0.388,0,0,0,1594,2021-01-15 19:03:30:993
-9.716,-0.175,0.388,0,0,0,1604,2021-01-15 19:03:31:003
-9.716,-0.175,0.388,0,0,0,1614,2021-01-15 19:03:31:013
-9.716,-0.175,0.388,0,0,0,1624,2021-01-15 19:03:31:023
-9.735,-0.16,0.393,0,0,0,1634,2021-01-15 19:03:31:033
-9.735,-0.16,0.393,0,0,0,1644,2021-01-15 19:03:31:043
-9.735,-0.16,0.393,0,0,0,1653,2021-01-15 19:03:31:052
-9.735,-0.16,0.393,0,0,0,1666,2021-01-15 19:03:31:065
-9.735,-0.16,0.393,0,0,0,1674,2021-01-15 19:03:31:073
-9.735,-0.16,0.393,0,0,0,1684,2021-01-15 19:03:31:083
-9.726,-0.168,0.39,0,0,0,1693,2021-01-15 19:03:31:092
-9.726,-0.168,0.39,0,0,0,1704,2021-01-15 19:03:31:103
-9.726,-0.168,0.39,0,0,0,1713,2021-01-15 19:03:31:112
-9.726,-0.168,0.39,0,0,0,1724,2021-01-15 19:03:31:123
-9.726,-0.168,0.39,0,0,0,1734,2021-01-15 19:03:31:133
-9.726,-0.168,0.39,0,0,0,1744,2021-01-15 19:03:31:143
-9.714,-0.172,0.378,0,0,0,1754,2021-01-15 19:03:31:153
-9.714,-0.172,0.378,0,0,0,1764,2021-01-15 19:03:31:163
-9.714,-0.172,0.378,0,0,0,1774,2021-01-15 19:03:31:173
-9.714,-0.172,0.378,0,0,0,1784,2021-01-15 19:03:31:183
-9.714,-0.172,0.378,0,0,0,1795,2021-01-15 19:03:31:194
-9.714,-0.172,0.378,0,0,0,1804,2021-01-15 19:03:31:203
-9.721,-0.17,0.402,0,0,0,1814,2021-01-15 19:03:31:213
-9.721,-0.17,0.402,0,0,0,1823,2021-01-15 19:03:31:222
-9.721,-0.17,0.402,0,0,0,1835,2021-01-15 19:03:31:234
-9.721,-0.17,0.402,0,0,0,1843,2021-01-15 19:03:31:242
-9.721,-0.17,0.402,0,0,0,1854,2021-01-15 19:03:31:253
-9.721,-0.17,0.402,0,0,0,1863,2021-01-15 19:03:31:262
-9.711,-0.168,0.388,0,0,0,1874,2021-01-15 19:03:31:273
-9.711,-0.168,0.388,0,0,0,1884,2021-01-15 19:03:31:283
-9.711,-0.168,0.388,0,0,0,1893,2021-01-15 19:03:31:292
-9.711,-0.168,0.388,0,0,0,1903,2021-01-15 19:03:31:302
-9.711,-0.168,0.388,0,0,0,1914,2021-01-15 19:03:31:313
-9.711,-0.168,0.388,0,0,0,1924,2021-01-15 19:03:31:323
-9.709,-0.153,0.39,0,0,0,1934,2021-01-15 19:03:31:333
-9.709,-0.153,0.39,0,0,0,1944,2021-01-15 19:03:31:343
-9.709,-0.153,0.39,0,0,0,1954,2021-01-15 19:03:31:353
-9.709,-0.153,0.39,0,0,0,1964,2021-01-15 19:03:31:363
-9.709,-0.153,0.39,0,0,0,1974,2021-01-15 19:03:31:373
-9.709,-0.153,0.39,0,0,0,1984,2021-01-15 19:03:31:383
-9.716,-0.163,0.4,0,0,0,1994,2021-01-15 19:03:31:393
-9.716,-0.163,0.4,0,0,0,2004,2021-01-15 19:03:31:403
-9.716,-0.163,0.4,0,0,0,2014,2021-01-15 19:03:31:413
-9.716,-0.163,0.4,0,0,0,2024,2021-01-15 19:03:31:423
-9.716,-0.163,0.4,0,0,0,2034,2021-01-15 19:03:31:433
-9.716,-0.163,0.4,0,0,0,2044,2021-01-15 19:03:31:443
-9.718,-0.175,0.393,0,0,0,2056,2021-01-15 19:03:31:455
-9.718,-0.175,0.393,0,0,0,2065,2021-01-15 19:03:31:464
-9.718,-0.175,0.393,0,0,0,2074,2021-01-15 19:03:31:473
-9.718,-0.175,0.393,0,0,0,2084,2021-01-15 19:03:31:483
-9.718,-0.175,0.393,0,0,0,2094,2021-01-15 19:03:31:493
-9.718,-0.175,0.393,0,0,0,2104,2021-01-15 19:03:31:503
-9.721,-0.172,0.4,0,0,0,2115,2021-01-15 19:03:31:514
-9.721,-0.172,0.4,0,0,0,2124,2021-01-15 19:03:31:523
-9.721,-0.172,0.4,0,0,0,2134,2021-01-15 19:03:31:533
-9.721,-0.172,0.4,0,0,0,2144,2021-01-15 19:03:31:543
-9.721,-0.172,0.4,0.001,0,0,2154,2021-01-15 19:03:31:553
-9.721,-0.172,0.4,0.001,0,0,2164,2021-01-15 19:03:31:563
-9.697,-0.163,0.393,0.001,0,0,2173,2021-01-15 19:03:31:572
-9.697,-0.163,0.393,0.001,0,0,2185,2021-01-15 19:03:31:584
-9.697,-0.163,0.393,0.001,0,0,2193,2021-01-15 19:03:31:592
-9.697,-0.163,0.393,0.001,0,0,2204,2021-01-15 19:03:31:603
-9.697,-0.163,0.393,0.001,0,0,2214,2021-01-15 19:03:31:613
-9.697,-0.163,0.393,0.001,0,0,2223,2021-01-15 19:03:31:622
-9.723,-0.156,0.4,0.001,0,0,2234,2021-01-15 19:03:31:633
-9.723,-0.156,0.4,0.001,0,0,2244,2021-01-15 19:03:31:643
-9.723,-0.156,0.4,0.001,0,0,2254,2021-01-15 19:03:31:653
-9.723,-0.156,0.4,0.001,0,0,2263,2021-01-15 19:03:31:662
-9.723,-0.156,0.4,-0.001,0,0,2274,2021-01-15 19:03:31:673
-9.723,-0.156,0.4,-0.001,0,0,2284,2021-01-15 19:03:31:683
-9.723,-0.175,0.39,-0.001,0,0,2293,2021-01-15 19:03:31:692
-9.723,-0.175,0.39,-0.001,0,0,2304,2021-01-15 19:03:31:703
-9.723,-0.175,0.39,-0.001,0,0,2314,2021-01-15 19:03:31:713
-9.723,-0.175,0.39,-0.001,0,0,2323,2021-01-15 19:03:31:722
-9.723,-0.175,0.39,-0.001,0,0,2334,2021-01-15 19:03:31:733
-9.723,-0.175,0.39,-0.001,0,0,2344,2021-01-15 19:03:31:743
-9.711,-0.158,0.395,-0.001,0,0,2354,2021-01-15 19:03:31:753
-9.711,-0.158,0.395,-0.001,0,0,2364,2021-01-15 19:03:31:763
-9.711,-0.158,0.395,-0.001,0,0,2374,2021-01-15 19:03:31:773
-9.711,-0.158,0.395,-0.001,0,0,2384,2021-01-15 19:03:31:783
-9.711,-0.158,0.395,0,0,0,2393,2021-01-15 19:03:31:792
-9.711,-0.158,0.395,0,0,0,2405,2021-01-15 19:03:31:804
-9.714,-0.172,0.388,0,0,0,2414,2021-01-15 19:03:31:813
-9.714,-0.172,0.388,0,0,0,2424,2021-01-15 19:03:31:823
-9.714,-0.172,0.388,0,0,0,2435,2021-01-15 19:03:31:834
-9.714,-0.172,0.388,0,0,0,2444,2021-01-15 19:03:31:843
-9.714,-0.172,0.388,0,0,0,2454,2021-01-15 19:03:31:853
-9.714,-0.172,0.388,0,0,0,2463,2021-01-15 19:03:31:862
-9.733,-0.177,0.4,0,0,0,2473,2021-01-15 19:03:31:872
-9.733,-0.177,0.4,0,0,0,2484,2021-01-15 19:03:31:883
-9.733,-0.177,0.4,0,0,0,2495,2021-01-15 19:03:31:894
-9.733,-0.177,0.4,0,0,0,2504,2021-01-15 19:03:31:903
-9.733,-0.177,0.4,0,0.001,0,2513,2021-01-15 19:03:31:912
-9.733,-0.177,0.4,0,0.001,0,2524,2021-01-15 19:03:31:923
-9.723,-0.18,0.385,0,0.001,0,2534,2021-01-15 19:03:31:933
-9.723,-0.18,0.385,0,0.001,0,2544,2021-01-15 19:03:31:943
-9.723,-0.18,0.385,0,0.001,0,2554,2021-01-15 19:03:31:953
-9.723,-0.18,0.385,0,0.001,0,2564,2021-01-15 19:03:31:963
-9.723,-0.18,0.385,0,0.001,0,2573,2021-01-15 19:03:31:972
-9.723,-0.18,0.385,0,0.001,0,2584,2021-01-15 19:03:31:983
-9.735,-0.172,0.395,0,0.001,0,2594,2021-01-15 19:03:31:993
-9.735,-0.172,0.395,0,0.001,0,2604,2021-01-15 19:03:32:003
-9.735,-0.172,0.395,0,0.001,0,2615,2021-01-15 19:03:32:014
-9.735,-0.172,0.395,0,0.001,0,2625,2021-01-15 19:03:32:024
-9.735,-0.172,0.395,-0.001,0,0,2634,2021-01-15 19:03:32:033
-9.735,-0.172,0.395,-0.001,0,0,2644,2021-01-15 19:03:32:043
-9.726,-0.168,0.402,-0.001,0,0,2654,2021-01-15 19:03:32:053
-9.726,-0.168,0.402,-0.001,0,0,2665,2021-01-15 19:03:32:064
-9.726,-0.168,0.402,-0.001,0,0,2674,2021-01-15 19:03:32:073
-9.726,-0.168,0.402,-0.001,0,0,2684,2021-01-15 19:03:32:083
-9.726,-0.168,0.402,-0.001,0,0,2694,2021-01-15 19:03:32:093
-9.726,-0.168,0.402,-0.001,0,0,2704,2021-01-15 19:03:32:103
-9.721,-0.165,0.383,-0.001,0,0,2714,2021-01-15 19:03:32:113
-9.721,-0.165,0.383,-0.001,0,0,2724,2021-01-15 19:03:32:123
-9.721,-0.165,0.383,-0.001,0,0,2734,2021-01-15 19:03:32:133
-9.721,-0.165,0.383,-0.001,0,0,2744,2021-01-15 19:03:32:143
-9.721,-0.165,0.383,0,0.001,0,2754,2021-01-15 19:03:32:153
-9.721,-0.165,0.383,0,0.001,0,2764,2021-01-15 19:03:32:163
-9.714,-0.168,0.378,0,0.001,0,2774,2021-01-15 19:03:32:173
-9.714,-0.168,0.378,0,0.001,0,2784,2021-01-15 19:03:32:183
-9.714,-0.168,0.378,0,0.001,0,2794,2021-01-15 19:03:32:193
-9.714,-0.168,0.378,0,0.001,0,2804,2021-01-15 19:03:32:203
-9.714,-0.168,0.378,0,0.001,0,2813,2021-01-15 19:03:32:212
-9.714,-0.168,0.378,0,0.001,0,2825,2021-01-15 19:03:32:224
-9.718,-0.172,0.4,0,0.001,0,2834,2021-01-15 19:03:32:233
-9.718,-0.172,0.4,0,0.001,0,2844,2021-01-15 19:03:32:243
-9.718,-0.172,0.4,0,0.001,0,2854,2021-01-15 19:03:32:253
-9.718,-0.172,0.4,0,0.001,0,2864,2021-01-15 19:03:32:263
-9.718,-0.172,0.4,0,0,0,2874,2021-01-15 19:03:32:273
-9.718,-0.172,0.4,0,0,0,2883,2021-01-15 19:03:32:282
-9.709,-0.175,0.395,0,0,0,2894,2021-01-15 19:03:32:293
-9.709,-0.175,0.395,0,0,0,2904,2021-01-15 19:03:32:303
-9.709,-0.175,0.395,0,0,0,2914,2021-01-15 19:03:32:313
-9.709,-0.175,0.395,0,0,0,2924,2021-01-15 19:03:32:323
-9.709,-0.175,0.395,0,0,0,2933,2021-01-15 19:03:32:332
-9.709,-0.175,0.395,0,0,0,2944,2021-01-15 19:03:32:343
