ACCELEROMETER X (m/sֲ²),ACCELEROMETER Y (m/sֲ²),ACCELEROMETER Z (m/sֲ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.165,-9.79,-0.048,0,0,0,888,2021-01-15 19:04:57:413
0.165,-9.79,-0.048,0,0,0,901,2021-01-15 19:04:57:426
0.165,-9.79,-0.048,0,0,0,912,2021-01-15 19:04:57:437
0.165,-9.79,-0.048,0,0,0,919,2021-01-15 19:04:57:444
0.168,-9.793,-0.065,0,0,0,928,2021-01-15 19:04:57:453
0.168,-9.793,-0.065,0,0,0,938,2021-01-15 19:04:57:463
0.168,-9.793,-0.065,0,0,0,948,2021-01-15 19:04:57:473
0.168,-9.793,-0.065,0,0,0,959,2021-01-15 19:04:57:484
0.168,-9.793,-0.065,0,0,0,968,2021-01-15 19:04:57:493
0.168,-9.793,-0.065,0,0,0,978,2021-01-15 19:04:57:503
0.16,-9.8,-0.062,0,0,0,988,2021-01-15 19:04:57:513
0.16,-9.8,-0.062,0,0,0,997,2021-01-15 19:04:57:522
0.16,-9.8,-0.062,0,0,0,1008,2021-01-15 19:04:57:533
0.16,-9.8,-0.062,0,0,0,1018,2021-01-15 19:04:57:543
0.16,-9.8,-0.062,0,0,0,1028,2021-01-15 19:04:57:553
0.16,-9.8,-0.062,0,0,0,1039,2021-01-15 19:04:57:564
0.158,-9.79,-0.041,0,0,0,1048,2021-01-15 19:04:57:573
0.158,-9.79,-0.041,0,0,0,1058,2021-01-15 19:04:57:583
0.158,-9.79,-0.041,0,0,0,1068,2021-01-15 19:04:57:593
0.158,-9.79,-0.041,0,0,0,1078,2021-01-15 19:04:57:603
0.158,-9.79,-0.041,0,0,0,1088,2021-01-15 19:04:57:613
0.158,-9.79,-0.041,0,0,0,1100,2021-01-15 19:04:57:625
0.156,-9.8,-0.074,0,0,0,1108,2021-01-15 19:04:57:633
0.156,-9.8,-0.074,0,0,0,1118,2021-01-15 19:04:57:643
0.156,-9.8,-0.074,0,0,0,1128,2021-01-15 19:04:57:653
0.156,-9.8,-0.074,0,0,0,1138,2021-01-15 19:04:57:663
0.156,-9.8,-0.074,0,0,0,1147,2021-01-15 19:04:57:672
0.156,-9.8,-0.074,0,0,0,1160,2021-01-15 19:04:57:685
0.182,-9.783,-0.045,0,0,0,1168,2021-01-15 19:04:57:693
0.182,-9.783,-0.045,0,0,0,1178,2021-01-15 19:04:57:703
0.182,-9.783,-0.045,0,0,0,1188,2021-01-15 19:04:57:713
0.182,-9.783,-0.045,0,0,0,1203,2021-01-15 19:04:57:728
0.182,-9.783,-0.045,0,0,0,1209,2021-01-15 19:04:57:734
0.182,-9.783,-0.045,0,0,0,1218,2021-01-15 19:04:57:743
0.163,-9.79,-0.038,0,0,0,1228,2021-01-15 19:04:57:753
0.163,-9.79,-0.038,0,0,0,1238,2021-01-15 19:04:57:763
0.163,-9.79,-0.038,0,0,0,1248,2021-01-15 19:04:57:773
0.163,-9.79,-0.038,0,0,0,1258,2021-01-15 19:04:57:783
0.163,-9.79,-0.038,0,0,0,1268,2021-01-15 19:04:57:793
0.163,-9.79,-0.038,0,0,0,1278,2021-01-15 19:04:57:803
0.175,-9.79,-0.029,0,0,0,1288,2021-01-15 19:04:57:813
0.175,-9.79,-0.029,0,0,0,1298,2021-01-15 19:04:57:823
0.175,-9.79,-0.029,0,0,0,1309,2021-01-15 19:04:57:834
0.175,-9.79,-0.029,0,0,0,1321,2021-01-15 19:04:57:846
0.175,-9.79,-0.029,0,0,0,1328,2021-01-15 19:04:57:853
0.175,-9.79,-0.029,0,0,0,1338,2021-01-15 19:04:57:863
0.156,-9.778,-0.034,0,0,0,1347,2021-01-15 19:04:57:872
0.156,-9.778,-0.034,0,0,0,1359,2021-01-15 19:04:57:884
0.156,-9.778,-0.034,0,0,0,1368,2021-01-15 19:04:57:893
0.156,-9.778,-0.034,0,0,0,1378,2021-01-15 19:04:57:903
0.156,-9.778,-0.034,0,0,0,1388,2021-01-15 19:04:57:913
0.156,-9.778,-0.034,0,0,0,1398,2021-01-15 19:04:57:923
0.163,-9.802,-0.05,0,0,0,1408,2021-01-15 19:04:57:933
0.163,-9.802,-0.05,0,0,0,1418,2021-01-15 19:04:57:943
0.163,-9.802,-0.05,0,0,0,1429,2021-01-15 19:04:57:954
0.163,-9.802,-0.05,0,0,0,1439,2021-01-15 19:04:57:964
0.163,-9.802,-0.05,0,0,0,1448,2021-01-15 19:04:57:973
0.163,-9.802,-0.05,0,0,0,1460,2021-01-15 19:04:57:985
0.17,-9.795,-0.036,0,0,0,1468,2021-01-15 19:04:57:993
0.17,-9.795,-0.036,0,0,0,1478,2021-01-15 19:04:58:003
0.17,-9.795,-0.036,0,0,0,1488,2021-01-15 19:04:58:013
0.17,-9.795,-0.036,0,0,0,1498,2021-01-15 19:04:58:023
0.17,-9.795,-0.036,0,0,0,1508,2021-01-15 19:04:58:033
0.177,-9.776,-0.06,0,0,0,1522,2021-01-15 19:04:58:047
0.177,-9.776,-0.06,0,0,0,1528,2021-01-15 19:04:58:053
0.177,-9.776,-0.06,0,0,0,1538,2021-01-15 19:04:58:063
0.177,-9.776,-0.06,0,0,0,1548,2021-01-15 19:04:58:073
0.177,-9.776,-0.06,0,0,0,1557,2021-01-15 19:04:58:082
0.177,-9.776,-0.06,0,0,0,1568,2021-01-15 19:04:58:093
0.177,-9.797,-0.043,0,0,0,1584,2021-01-15 19:04:58:109
0.177,-9.797,-0.043,0,0,0,1588,2021-01-15 19:04:58:113
0.177,-9.797,-0.043,0,0,0,1599,2021-01-15 19:04:58:124
0.177,-9.797,-0.043,0,0,0,1608,2021-01-15 19:04:58:133
0.177,-9.797,-0.043,0,0,0,1618,2021-01-15 19:04:58:143
0.177,-9.797,-0.043,0,0,0,1628,2021-01-15 19:04:58:153
0.177,-9.797,-0.043,0,0,0,1638,2021-01-15 19:04:58:163
0.172,-9.785,-0.043,0,0,0,1648,2021-01-15 19:04:58:173
0.172,-9.785,-0.043,0,0,0,1659,2021-01-15 19:04:58:184
0.172,-9.785,-0.043,0,0,0,1667,2021-01-15 19:04:58:192
0.172,-9.785,-0.043,0,0,0,1681,2021-01-15 19:04:58:206
0.172,-9.785,-0.043,0,0,0,1688,2021-01-15 19:04:58:213
0.172,-9.785,-0.043,0,0,0,1698,2021-01-15 19:04:58:223
0.175,-9.783,-0.053,0,0,0,1714,2021-01-15 19:04:58:239
0.175,-9.783,-0.053,0,0,0,1717,2021-01-15 19:04:58:242
0.175,-9.783,-0.053,0,0,0,1728,2021-01-15 19:04:58:253
0.175,-9.783,-0.053,0,0,0,1739,2021-01-15 19:04:58:264
0.175,-9.783,-0.053,0,0,0,1748,2021-01-15 19:04:58:273
0.18,-9.776,-0.045,0,0,0,1767,2021-01-15 19:04:58:292
0.18,-9.776,-0.045,0,0,0,1768,2021-01-15 19:04:58:293
0.18,-9.776,-0.045,0,0,0,1778,2021-01-15 19:04:58:303
0.18,-9.776,-0.045,0,0,0,1788,2021-01-15 19:04:58:313
0.18,-9.776,-0.045,0,0,0,1798,2021-01-15 19:04:58:323
0.18,-9.776,-0.045,0,0,0,1808,2021-01-15 19:04:58:333
0.18,-9.776,-0.045,0,0,0,1818,2021-01-15 19:04:58:343
0.175,-9.8,-0.053,0,0,0,1838,2021-01-15 19:04:58:363
0.175,-9.8,-0.053,0,0,0,1839,2021-01-15 19:04:58:364
0.175,-9.8,-0.053,0,0,0,1847,2021-01-15 19:04:58:372
0.175,-9.8,-0.053,0,0,0,1858,2021-01-15 19:04:58:383
0.175,-9.8,-0.053,0,0,0,1868,2021-01-15 19:04:58:393
0.175,-9.8,-0.053,0,0,0,1884,2021-01-15 19:04:58:409
0.175,-9.8,-0.053,0,0,0,1888,2021-01-15 19:04:58:413
0.165,-9.797,-0.05,0,0,0,1901,2021-01-15 19:04:58:426
0.165,-9.797,-0.05,0,0,0.001,1916,2021-01-15 19:04:58:441
0.165,-9.797,-0.05,0,0,0.001,1917,2021-01-15 19:04:58:442
0.165,-9.797,-0.05,0,0,0.001,1931,2021-01-15 19:04:58:456
0.165,-9.797,-0.05,0,0,0.001,1938,2021-01-15 19:04:58:463
0.165,-9.797,-0.05,0,0,0.001,1948,2021-01-15 19:04:58:473
0.165,-9.797,-0.05,0,0,0.001,1957,2021-01-15 19:04:58:482
0.175,-9.797,-0.065,0,0,0.001,1971,2021-01-15 19:04:58:496
0.175,-9.797,-0.065,0,0,0.001,1979,2021-01-15 19:04:58:504
0.175,-9.797,-0.065,0,0,0.001,1988,2021-01-15 19:04:58:513
0.175,-9.797,-0.065,0,0,0.001,1998,2021-01-15 19:04:58:523
0.175,-9.797,-0.065,0,0,0.001,2008,2021-01-15 19:04:58:533
0.175,-9.797,-0.065,0,0,0.001,2018,2021-01-15 19:04:58:543
0.165,-9.807,-0.041,0,0,0.001,2030,2021-01-15 19:04:58:555
0.165,-9.807,-0.041,0,0,0.001,2038,2021-01-15 19:04:58:563
0.165,-9.807,-0.041,0,0,0.001,2048,2021-01-15 19:04:58:573
0.165,-9.807,-0.041,0,0,0.001,2058,2021-01-15 19:04:58:583
0.165,-9.807,-0.041,0,0,0.001,2068,2021-01-15 19:04:58:593
0.165,-9.807,-0.041,0,0,0.001,2078,2021-01-15 19:04:58:603
0.163,-9.807,-0.06,0,0,0.001,2087,2021-01-15 19:04:58:612
0.163,-9.807,-0.06,0,0,0.001,2098,2021-01-15 19:04:58:623
0.163,-9.807,-0.06,0,0,0.001,2108,2021-01-15 19:04:58:633
0.163,-9.807,-0.06,0,0,0.001,2119,2021-01-15 19:04:58:644
0.163,-9.807,-0.06,0,0,0.001,2131,2021-01-15 19:04:58:656
0.163,-9.807,-0.06,0,0,0.001,2138,2021-01-15 19:04:58:663
0.172,-9.778,-0.053,0,0,0.001,2147,2021-01-15 19:04:58:672
0.172,-9.778,-0.053,0,0,0.001,2159,2021-01-15 19:04:58:684
0.172,-9.778,-0.053,0,0,0.001,2169,2021-01-15 19:04:58:694
0.172,-9.778,-0.053,0,0,0.001,2178,2021-01-15 19:04:58:703
0.172,-9.778,-0.053,0,0,0.001,2188,2021-01-15 19:04:58:713
0.172,-9.778,-0.053,0,0,0.001,2198,2021-01-15 19:04:58:723
0.16,-9.79,-0.069,0,0,0.001,2208,2021-01-15 19:04:58:733
0.16,-9.79,-0.069,0,0,0.001,2220,2021-01-15 19:04:58:745
0.16,-9.79,-0.069,0,0,0.001,2231,2021-01-15 19:04:58:756
0.16,-9.79,-0.069,0,0,0.001,2240,2021-01-15 19:04:58:765
0.16,-9.79,-0.069,0,0,0.001,2249,2021-01-15 19:04:58:774
0.16,-9.79,-0.069,0,0,0.001,2258,2021-01-15 19:04:58:783
0.163,-9.8,-0.06,0,0,0,2273,2021-01-15 19:04:58:798
0.163,-9.8,-0.06,0,0,0,2279,2021-01-15 19:04:58:804
0.163,-9.8,-0.06,0,0,0,2288,2021-01-15 19:04:58:813
0.163,-9.8,-0.06,0,0,0,2298,2021-01-15 19:04:58:823
0.163,-9.8,-0.06,0,0,0,2308,2021-01-15 19:04:58:833
0.163,-9.8,-0.06,0,0,0,2318,2021-01-15 19:04:58:843
0.158,-9.8,-0.048,0,0,0,2327,2021-01-15 19:04:58:852
0.158,-9.8,-0.048,0,0,0,2338,2021-01-15 19:04:58:863
0.158,-9.8,-0.048,0,0,0,2348,2021-01-15 19:04:58:873
0.158,-9.8,-0.048,0,0,0,2358,2021-01-15 19:04:58:883
0.158,-9.8,-0.048,0,0,0,2368,2021-01-15 19:04:58:893
0.158,-9.8,-0.048,0,0,0,2378,2021-01-15 19:04:58:903
0.163,-9.79,-0.038,0,0,0,2388,2021-01-15 19:04:58:913
0.163,-9.79,-0.038,0,0,0,2398,2021-01-15 19:04:58:923
0.163,-9.79,-0.038,0,0,0,2408,2021-01-15 19:04:58:933
0.163,-9.79,-0.038,0,0,0,2418,2021-01-15 19:04:58:943
0.163,-9.79,-0.038,0,0,0,2430,2021-01-15 19:04:58:955
0.163,-9.79,-0.038,0,0,0,2437,2021-01-15 19:04:58:962
0.182,-9.766,-0.057,0,0,0,2448,2021-01-15 19:04:58:973
0.182,-9.766,-0.057,0,0,0,2458,2021-01-15 19:04:58:983
0.182,-9.766,-0.057,0,0,0,2468,2021-01-15 19:04:58:993
0.182,-9.766,-0.057,0,0,0,2477,2021-01-15 19:04:59:002
0.182,-9.766,-0.057,0,0,0,2487,2021-01-15 19:04:59:012
0.182,-9.766,-0.057,0,0,0,2498,2021-01-15 19:04:59:023
0.156,-9.776,-0.055,0,0,0.001,2507,2021-01-15 19:04:59:032
0.156,-9.776,-0.055,0,0,0.001,2518,2021-01-15 19:04:59:043
0.156,-9.776,-0.055,0,0,0.001,2529,2021-01-15 19:04:59:054
0.156,-9.776,-0.055,0,0,0.001,2538,2021-01-15 19:04:59:063
0.156,-9.776,-0.055,0,0,0.001,2548,2021-01-15 19:04:59:073
0.156,-9.776,-0.055,0,0,0.001,2559,2021-01-15 19:04:59:084
0.17,-9.783,-0.055,0,0,0.001,2567,2021-01-15 19:04:59:092
0.17,-9.783,-0.055,0,0,0.001,2577,2021-01-15 19:04:59:102
0.17,-9.783,-0.055,0,0,0.001,2588,2021-01-15 19:04:59:113
0.17,-9.783,-0.055,0,0,0.001,2598,2021-01-15 19:04:59:123
0.17,-9.783,-0.055,0,0,0.001,2608,2021-01-15 19:04:59:133
0.17,-9.783,-0.055,0,0,0.001,2618,2021-01-15 19:04:59:143
0.189,-9.795,-0.055,0,0,0,2628,2021-01-15 19:04:59:153
0.189,-9.795,-0.055,0,0,0,2638,2021-01-15 19:04:59:163
0.189,-9.795,-0.055,0,0,0,2649,2021-01-15 19:04:59:174
0.189,-9.795,-0.055,0,0,0,2658,2021-01-15 19:04:59:183
0.189,-9.795,-0.055,0,0,0,2668,2021-01-15 19:04:59:193
0.189,-9.795,-0.055,0,0,0,2678,2021-01-15 19:04:59:203
0.18,-9.8,-0.057,0,0,0,2688,2021-01-15 19:04:59:213
0.18,-9.8,-0.057,0,0,0,2698,2021-01-15 19:04:59:223
0.18,-9.8,-0.057,0,0,0,2708,2021-01-15 19:04:59:233
0.18,-9.8,-0.057,0,0,0,2718,2021-01-15 19:04:59:243
0.18,-9.8,-0.057,0,0,0,2728,2021-01-15 19:04:59:253
0.18,-9.8,-0.057,0,0,0,2738,2021-01-15 19:04:59:263
0.17,-9.776,-0.036,0,0,0.001,2748,2021-01-15 19:04:59:273
0.17,-9.776,-0.036,0,0,0.001,2758,2021-01-15 19:04:59:283
0.17,-9.776,-0.036,0,0,0.001,2768,2021-01-15 19:04:59:293
0.17,-9.776,-0.036,0,0,0.001,2778,2021-01-15 19:04:59:303
0.17,-9.776,-0.036,0,0,0.001,2789,2021-01-15 19:04:59:314
0.17,-9.776,-0.036,0,0,0.001,2798,2021-01-15 19:04:59:323
0.163,-9.79,-0.043,0,0,0.001,2808,2021-01-15 19:04:59:333
0.163,-9.79,-0.043,0,0,0.001,2818,2021-01-15 19:04:59:343
0.163,-9.79,-0.043,0,0,0.001,2828,2021-01-15 19:04:59:353
0.163,-9.79,-0.043,0,0,0.001,2838,2021-01-15 19:04:59:363
0.163,-9.79,-0.043,0,0,0.001,2848,2021-01-15 19:04:59:373
0.163,-9.79,-0.043,0,0,0.001,2858,2021-01-15 19:04:59:383
0.163,-9.79,-0.043,0,0,0.001,2868,2021-01-15 19:04:59:393
0.187,-9.783,-0.045,0,0,0,2878,2021-01-15 19:04:59:403
0.187,-9.783,-0.045,0,0,0,2888,2021-01-15 19:04:59:413
0.187,-9.783,-0.045,0,0,0,2898,2021-01-15 19:04:59:423
0.187,-9.783,-0.045,0,0,0,2908,2021-01-15 19:04:59:433
0.187,-9.783,-0.045,0,0,0,2918,2021-01-15 19:04:59:443
0.187,-9.783,-0.045,0,0,0,2928,2021-01-15 19:04:59:453
0.187,-9.783,-0.045,0,0,0,2938,2021-01-15 19:04:59:463
0.17,-9.783,-0.053,0,0,0,2948,2021-01-15 19:04:59:473
0.17,-9.783,-0.053,0,0,0,2957,2021-01-15 19:04:59:482
0.17,-9.783,-0.053,0,0,0,2970,2021-01-15 19:04:59:495
0.17,-9.783,-0.053,0,0,0,2977,2021-01-15 19:04:59:502
0.17,-9.783,-0.053,0,0,0,2992,2021-01-15 19:04:59:517
0.17,-9.783,-0.053,0,0,0,2999,2021-01-15 19:04:59:524
0.177,-9.797,-0.036,0,0,0,3008,2021-01-15 19:04:59:533
0.177,-9.797,-0.036,0,0,0,3017,2021-01-15 19:04:59:542
0.177,-9.797,-0.036,0,0,0,3028,2021-01-15 19:04:59:553
0.177,-9.797,-0.036,0,0,0,3039,2021-01-15 19:04:59:564
0.177,-9.797,-0.036,0,0,0,3048,2021-01-15 19:04:59:573
0.177,-9.797,-0.036,0,0,0,3058,2021-01-15 19:04:59:583
0.177,-9.797,-0.036,0,0,0,3068,2021-01-15 19:04:59:593
0.177,-9.797,-0.036,0,0,0,3079,2021-01-15 19:04:59:604
0.172,-9.79,-0.057,0,0,0,3088,2021-01-15 19:04:59:613
0.172,-9.79,-0.057,0,0,0,3098,2021-01-15 19:04:59:623
0.172,-9.79,-0.057,0,0,0,3108,2021-01-15 19:04:59:633
0.172,-9.79,-0.057,0,0,0,3118,2021-01-15 19:04:59:643
0.172,-9.79,-0.057,0,0,0,3129,2021-01-15 19:04:59:654
0.172,-9.79,-0.057,0,0,0,3137,2021-01-15 19:04:59:662
0.168,-9.793,-0.065,0,0,0,3148,2021-01-15 19:04:59:673
0.168,-9.793,-0.065,0,0,0,3158,2021-01-15 19:04:59:683
0.168,-9.793,-0.065,0,0,0.001,3168,2021-01-15 19:04:59:693
0.168,-9.793,-0.065,0,0,0.001,3177,2021-01-15 19:04:59:702
0.168,-9.793,-0.065,0,0,0.001,3188,2021-01-15 19:04:59:713
0.168,-9.793,-0.065,0,0,0.001,3198,2021-01-15 19:04:59:723
0.17,-9.802,-0.05,0,0,0.001,3208,2021-01-15 19:04:59:733
0.17,-9.802,-0.05,0,0,0.001,3218,2021-01-15 19:04:59:743
0.17,-9.802,-0.05,0,0,0.001,3229,2021-01-15 19:04:59:754
0.17,-9.802,-0.05,0,0,0.001,3238,2021-01-15 19:04:59:763
0.17,-9.802,-0.05,0,0,0.001,3247,2021-01-15 19:04:59:772
0.17,-9.802,-0.05,0,0,0.001,3258,2021-01-15 19:04:59:783
0.17,-9.781,-0.05,0,0,0.001,3268,2021-01-15 19:04:59:793
0.17,-9.781,-0.05,0,0,0.001,3278,2021-01-15 19:04:59:803
0.17,-9.781,-0.05,0,0,0,3289,2021-01-15 19:04:59:814
0.17,-9.781,-0.05,0,0,0,3297,2021-01-15 19:04:59:822
0.17,-9.781,-0.05,0,0,0,3309,2021-01-15 19:04:59:834
0.17,-9.781,-0.05,0,0,0,3319,2021-01-15 19:04:59:844
0.182,-9.793,-0.05,0,0,0,3328,2021-01-15 19:04:59:853
0.182,-9.793,-0.05,0,0,0,3338,2021-01-15 19:04:59:863
0.182,-9.793,-0.05,0,0,0,3348,2021-01-15 19:04:59:873
0.182,-9.793,-0.05,0,0,0,3358,2021-01-15 19:04:59:883
0.182,-9.793,-0.05,0,0,0,3368,2021-01-15 19:04:59:893
0.182,-9.793,-0.05,0,0,0,3378,2021-01-15 19:04:59:903
0.163,-9.797,-0.06,0,0,0,3388,2021-01-15 19:04:59:913
0.163,-9.797,-0.06,0,0,0,3397,2021-01-15 19:04:59:922
0.163,-9.797,-0.06,0,0,0,3408,2021-01-15 19:04:59:933
0.163,-9.797,-0.06,0,0,0,3418,2021-01-15 19:04:59:943
0.163,-9.797,-0.06,0,0,0,3428,2021-01-15 19:04:59:953
0.163,-9.797,-0.06,0,0,0,3438,2021-01-15 19:04:59:963
0.17,-9.776,-0.036,0,0,0,3448,2021-01-15 19:04:59:973
0.17,-9.776,-0.036,0,0,0,3458,2021-01-15 19:04:59:983
0.17,-9.776,-0.036,0,0,0,3468,2021-01-15 19:04:59:993
0.17,-9.776,-0.036,0,0,0,3478,2021-01-15 19:05:00:003
0.17,-9.776,-0.036,0,0,0,3488,2021-01-15 19:05:00:013
0.17,-9.776,-0.036,0,0,0,3498,2021-01-15 19:05:00:023
0.172,-9.783,-0.036,0,0,0,3507,2021-01-15 19:05:00:032
0.172,-9.783,-0.036,0,0,0,3518,2021-01-15 19:05:00:043
0.172,-9.783,-0.036,0,0,0,3529,2021-01-15 19:05:00:054
0.172,-9.783,-0.036,0,-0.001,0,3538,2021-01-15 19:05:00:063
0.172,-9.783,-0.036,0,-0.001,0,3553,2021-01-15 19:05:00:078
0.172,-9.783,-0.036,0,-0.001,0,3558,2021-01-15 19:05:00:083
0.175,-9.8,-0.034,0,-0.001,0,3569,2021-01-15 19:05:00:094
0.175,-9.8,-0.034,0,-0.001,0,3578,2021-01-15 19:05:00:103
0.175,-9.8,-0.034,0,-0.001,0,3588,2021-01-15 19:05:00:113
