time,z,y,x
1610046699485415200,-0.04766654968261719,-0.024564266204833984,0.0022238492965698242
1610046699559535000,-0.042397499084472656,-0.05172395706176758,-0.002998173236846924
1610046699633655300,-0.05750846862792969,-0.06792449951171875,-0.02473786473274231
1610046699668628500,-0.09331321716308594,-0.019237995147705078,-0.06881165504455566
1610046699673643500,-0.13820266723632812,-0.01425313949584961,-0.05586114525794983
1610046699678658600,-0.17731189727783203,-0.017198562622070312,-0.047208309173583984
1610046699683673600,-0.19988536834716797,-0.029291629791259766,-0.05069082975387573
1610046699688798500,-0.21544456481933594,-0.044677734375,-0.06663793325424194
1610046699693923600,-0.21674823760986328,-0.06345510482788086,-0.09829384088516235
1610046699699048400,-0.2216644287109375,-0.08225631713867188,-0.13066759705543518
1610046699704173600,-0.22534465789794922,-0.09163808822631836,-0.16021522879600525
1610046699709298400,-0.23739242553710938,-0.09274959564208984,-0.1775030493736267
1610046699714263600,-0.24351119995117188,-0.08664417266845703,-0.17649811506271362
1610046699719228400,-0.23996353149414062,-0.06644344329833984,-0.1632309854030609
1610046699724193500,-0.2220172882080078,-0.043985843658447266,-0.13871046900749207
1610046699729158400,-0.19435596466064453,-0.01699066162109375,-0.10088244080543518
1610046699734278400,-0.1631631851196289,0.010035514831542969,-0.05316081643104553
1610046699739398400,-0.13180828094482422,0.04041004180908203,0.00011986494064331055
1610046699744518400,-0.11135196685791016,0.06866836547851562,0.05964502692222595
1610046699749638400,-0.10145092010498047,0.09413433074951172,0.11000800132751465
1610046699754718500,-0.1036996841430664,0.10686731338500977,0.15641045570373535
1610046699759798500,-0.12401390075683594,0.11029338836669922,0.1865392029285431
1610046699764878600,-0.1577129364013672,0.09863090515136719,0.20272935926914215
1610046699769958400,-0.19403934478759766,0.08629417419433594,0.20392633974552155
1610046699774993400,-0.23421478271484375,0.07088851928710938,0.19315247237682343
1610046699780028400,-0.26500701904296875,0.0642538070678711,0.17160464823246002
1610046699785063400,-0.2804679870605469,0.06527376174926758,0.14885959029197693
1610046699790098400,-0.26975536346435547,0.07021522521972656,0.12850886583328247
1610046699795168500,-0.23519229888916016,0.08492279052734375,0.11414375901222229
