time,qz,qy,qx,qw,roll,pitch,yaw
1610046699840698600,-0.9624592661857605,-0.21998408436775208,0.05638667196035385,0.14866021275520325,0.0480576828122139,-0.4558396339416504,2.8462464809417725
1610046699845748500,-0.9624782800674438,-0.21981939673423767,0.05651351436972618,0.148732528090477,0.048344530165195465,-0.4555470049381256,2.8461647033691406
1610046699850798600,-0.9624921083450317,-0.2196669578552246,0.05663146451115608,0.1488228589296341,0.04859929531812668,-0.4552774727344513,2.8460378646850586
1610046699895915300,-0.9611778855323792,-0.22572007775306702,0.05693027377128601,0.14814336597919464,0.047699857503175735,-0.4676412045955658,2.8471086025238037
1610046699901065200,-0.9611836671829224,-0.22571319341659546,0.05696779116988182,0.14810208976268768,0.047804560512304306,-0.46763646602630615,2.8472189903259277
1610046699906215200,-0.9611884951591492,-0.22570152580738068,0.057035550475120544,0.1480623483657837,0.04797513410449028,-0.46763119101524353,2.847342014312744
1610046699911518500,-0.9627177715301514,-0.21753951907157898,0.05690065771341324,0.150377556681633,0.04905785992741585,-0.45111748576164246,2.84295392036438
1610046699916588500,-0.9627563953399658,-0.2172529250383377,0.056883491575717926,0.15055076777935028,0.04902440309524536,-0.45053917169570923,2.842592239379883
1610046699921658600,-0.9627932906150818,-0.21695449948310852,0.056906506419181824,0.15073645114898682,0.049074698239564896,-0.4499499201774597,2.842223644256592
1610046699926728400,-0.9628280997276306,-0.21665209531784058,0.05695492401719093,0.15093055367469788,0.049176622182130814,-0.44936084747314453,2.8418493270874023
1610046699931798500,-0.9628586769104004,-0.21635369956493378,0.05702938884496689,0.15113522112369537,0.04932795464992523,-0.4487885534763336,2.841463804244995
1610046699936848400,-0.9628880620002747,-0.21605391800403595,0.05712882801890373,0.15133976936340332,0.0495334230363369,-0.44822126626968384,2.841090679168701
1610046699941898500,-0.9628629684448242,-0.21596981585025787,0.057359181344509125,0.15153157711029053,0.049957145005464554,-0.4481313228607178,2.8407881259918213
1610046699946948600,-0.9628881216049194,-0.21567414700984955,0.05747479572892189,0.15174947679042816,0.05018949136137962,-0.4475783407688141,2.84039306640625
1610046699951998500,-0.9628580808639526,-0.21561533212661743,0.057709384709596634,0.1519344002008438,0.05061774328351021,-0.4475409984588623,2.8401050567626953
1610046699957058600,-0.962888777256012,-0.21531246602535248,0.05775442346930504,0.15215185284614563,0.05070187896490097,-0.44695180654525757,2.839677572250366
1610046699962118400,-0.9628502130508423,-0.2153046876192093,0.05794887989759445,0.15233269333839417,0.05103021115064621,-0.44700565934181213,2.8393750190734863
1610046699967178500,-0.9628930687904358,-0.21498212218284607,0.057850662618875504,0.15255524218082428,0.05081217736005783,-0.44633275270462036,2.8388702869415283
1610046699972238600,-0.9628396034240723,-0.21503987908363342,0.058032650500535965,0.15274126827716827,0.05109044909477234,-0.4465160369873047,2.8385441303253174
1610046699977308400,-0.9628874063491821,-0.21469061076641083,0.057873763144016266,0.15299193561077118,0.05073779076337814,-0.44577160477638245,2.83795166015625
1610046699982378500,-0.9628289341926575,-0.21476222574710846,0.058010395616292953,0.1532069444656372,0.050900306552648544,-0.4459705948829651,2.8375394344329834
1610046699987448600,-0.9628778100013733,-0.2143808901309967,0.05785215646028519,0.15349407494068146,0.05054192990064621,-0.44516313076019287,2.8368709087371826
1610046699992518400,-0.9628246426582336,-0.21439969539642334,0.058002837002277374,0.1537439078092575,0.05073413997888565,-0.4452613592147827,2.8363938331604004
1610046699997578500,-0.9628663063049316,-0.21399523317813873,0.057925995439291,0.1540747433900833,0.05053628236055374,-0.44443458318710327,2.835670232772827
1610046700002638600,-0.9628159403800964,-0.21394295990467072,0.05814388394355774,0.1543804258108139,0.05086740851402283,-0.4444129765033722,2.835109233856201
1610046700007698400,-0.9628366231918335,-0.2135498970746994,0.058220382779836655,0.15476597845554352,0.050967153161764145,-0.4436604380607605,2.8343377113342285
1610046700012758500,-0.9627683162689209,-0.2134719043970108,0.05862605944275856,0.15514469146728516,0.051671598106622696,-0.4436500370502472,2.833707332611084
1610046700017813500,-0.962761640548706,-0.2130901962518692,0.058962468057870865,0.1555829644203186,0.05229711905121803,-0.4430060088634491,2.8329412937164307
1610046700022868500,-0.9627448320388794,-0.21270841360092163,0.05941463261842728,0.15603651106357574,0.05316244810819626,-0.44239991903305054,2.832195520401001
1610046700027923500,-0.9627217650413513,-0.2123284786939621,0.05995048210024834,0.15649062395095825,0.05420564115047455,-0.44182494282722473,2.8314871788024902
1610046700032978400,-0.9626953601837158,-0.21195977926254272,0.06052751839160919,0.15693019330501556,0.055340301245450974,-0.44128596782684326,2.8308281898498535
1610046700038033400,-0.9626674056053162,-0.21159453690052032,0.0611293725669384,0.15736077725887299,0.05653125420212746,-0.44076234102249146,2.8301994800567627
1610046700043038500,-0.9626370668411255,-0.21123692393302917,0.0617324523627758,0.15779075026512146,0.05772269144654274,-0.4402554929256439,2.82957124710083
1610046700048043500,-0.9626099467277527,-0.2108919620513916,0.06228801980614662,0.15819895267486572,0.05881946161389351,-0.4397587776184082,2.8289666175842285
1610046700053048600,-0.9625884890556335,-0.21055899560451508,0.06276823580265045,0.15858249366283417,0.0597638376057148,-0.4392615258693695,2.8283791542053223
1610046700058053400,-0.962577760219574,-0.21023984253406525,0.06312978267669678,0.1589270979166031,0.06046997383236885,-0.4387524724006653,2.827820062637329
1610046700063198500,-0.962586522102356,-0.20992599427700043,0.06332674622535706,0.1592109352350235,0.0608534999191761,-0.438198059797287,2.827316999435425
1610046700068343600,-0.9626178741455078,-0.20959869027137756,0.06335560232400894,0.15944036841392517,0.06091000512242317,-0.4375590980052948,2.8268556594848633
1610046700073488400,-0.9626779556274414,-0.20924417674541473,0.06321492791175842,0.15959958732128143,0.06064882501959801,-0.4368061423301697,2.8264718055725098
1610046700078633500,-0.9627705216407776,-0.20884867012500763,0.06290420144796371,0.1596815288066864,0.06007685512304306,-0.43591052293777466,2.826181650161743
1610046700083703600,-0.9628949761390686,-0.20840904116630554,0.062427081167697906,0.15969285368919373,0.05919991061091423,-0.43486765027046204,2.8259737491607666
1610046700088773400,-0.9630482792854309,-0.2079218178987503,0.061808664351701736,0.15964403748512268,0.05806766450405121,-0.4336792230606079,2.8258373737335205
1610046700093843500,-0.963229238986969,-0.2073775976896286,0.0610610768198967,0.15954755246639252,0.056703221052885056,-0.4323311746120453,2.825752019882202
1610046700098913500,-0.9634297490119934,-0.2067810744047165,0.060208581387996674,0.15943504869937897,0.05514173582196236,-0.4308428466320038,2.825660228729248
1610046700104028400,-0.963652491569519,-0.20611639320850372,0.059309035539627075,0.1592867374420166,0.05352102220058441,-0.4291999340057373,2.8256332874298096
1610046700109143600,-0.9638882875442505,-0.20539210736751556,0.05839706212282181,0.15913280844688416,0.051897503435611725,-0.42743271589279175,2.8256208896636963
1610046700114258400,-0.964131772518158,-0.20462340116500854,0.057504914700984955,0.15897290408611298,0.05033477023243904,-0.4255824089050293,2.825636863708496
1610046700119373600,-0.964378297328949,-0.20381681621074677,0.0566595084965229,0.15881723165512085,0.04888284578919411,-0.4236714243888855,2.8256704807281494
1610046700124343600,-0.964622437953949,-0.20298205316066742,0.055884990841150284,0.15867780148983002,0.04758387804031372,-0.42172783613204956,2.8257052898406982
1610046700129313500,-0.9648553133010864,-0.2021590918302536,0.055202387273311615,0.15855152904987335,0.04647037759423256,-0.41983896493911743,2.8257529735565186
1610046700134283500,-0.9650838971138,-0.20133090019226074,0.05458091199398041,0.15842944383621216,0.045486707240343094,-0.41795992851257324,2.8258206844329834
1610046700139253500,-0.9653064012527466,-0.20050854980945587,0.05401713773608208,0.15830981731414795,0.04462253674864769,-0.4161119759082794,2.825909376144409
1610046700144318500,-0.9655184745788574,-0.19969657063484192,0.05353321135044098,0.1582072228193283,0.0439162515103817,-0.4143119156360626,2.825996160507202
1610046700149383400,-0.9657196402549744,-0.19888752698898315,0.05313975736498833,0.15813100337982178,0.04338831827044487,-0.4125484526157379,2.8260653018951416
1610046700154448400,-0.96590656042099,-0.1980968862771988,0.052861664444208145,0.15807518362998962,0.04308862239122391,-0.4108605682849884,2.826138973236084
1610046700159513600,-0.9660784602165222,-0.19732503592967987,0.05271294340491295,0.1580396294593811,0.043046362698078156,-0.4092532992362976,2.8262224197387695
1610046700164563500,-0.966235339641571,-0.19658657908439636,0.05268485099077225,0.15801046788692474,0.04324423894286156,-0.40775275230407715,2.8263401985168457
1610046700169613600,-0.9663790464401245,-0.19588331878185272,0.05277715623378754,0.15797415375709534,0.0436868742108345,-0.4063616991043091,2.8265206813812256
1610046700174663400,-0.9665079712867737,-0.1952081024646759,0.05300544574856758,0.15794475376605988,0.04440292716026306,-0.4050712585449219,2.826740026473999
1610046700179713500,-0.9666222929954529,-0.19455599784851074,0.05336781591176987,0.15792766213417053,0.0453873872756958,-0.40387099981307983,2.826986074447632
1610046700184778500,-0.9667260050773621,-0.19391684234142303,0.053844474256038666,0.15791720151901245,0.04660428315401077,-0.40273380279541016,2.8272628784179688
1610046700189843500,-0.966821014881134,-0.19328564405441284,0.0544082447886467,0.15791630744934082,0.04799665883183479,-0.4016408324241638,2.8275530338287354
1610046700194908400,-0.9669108986854553,-0.19266082346439362,0.05502878129482269,0.157914400100708,0.04950574040412903,-0.4005787968635559,2.827866315841675
1610046700199973400,-0.9669947624206543,-0.19204407930374146,0.05568166822195053,0.15792307257652283,0.051074542105197906,-0.39954373240470886,2.828167676925659
1610046700205028600,-0.9670698642730713,-0.19143979251384735,0.05635901167988777,0.1579567790031433,0.052678801119327545,-0.3985429108142853,2.8284220695495605
1610046700210083600,-0.9671380519866943,-0.19084008038043976,0.057034414261579514,0.15802238881587982,0.05426272004842758,-0.3975524604320526,2.8286044597625732
1610046700215138600,-0.9671993255615234,-0.1902511566877365,0.05768208205699921,0.15812252461910248,0.05576913431286812,-0.39657697081565857,2.8286983966827393
1610046700220193500,-0.9672536849975586,-0.18967978656291962,0.05829298496246338,0.15825222432613373,0.057179272174835205,-0.39562711119651794,2.8287103176116943
1610046700225253400,-0.9673016667366028,-0.18912051618099213,0.05888336896896362,0.15840955078601837,0.05853001028299332,-0.39469707012176514,2.8286519050598145
1610046700230313500,-0.9673446416854858,-0.18856032192707062,0.05945016071200371,0.15860328078269958,0.05981544777750969,-0.3937602639198303,2.8285040855407715
1610046700235373600,-0.9673847556114197,-0.18799260258674622,0.060001786798238754,0.15882469713687897,0.061059288680553436,-0.39280566573143005,2.828289747238159
1610046700240433400,-0.9674256443977356,-0.18742044270038605,0.0605173334479332,0.15905623137950897,0.06222427636384964,-0.39183178544044495,2.8280375003814697
1610046700245488400,-0.9674675464630127,-0.18684718012809753,0.060977544635534286,0.1592995524406433,0.06326834857463837,-0.39083927869796753,2.8277363777160645
1610046700250543600,-0.9675140976905823,-0.18627075850963593,0.06134948506951332,0.15954893827438354,0.06412573158740997,-0.38981324434280396,2.827385663986206
1610046700255598600,-0.9675694108009338,-0.18569600582122803,0.06159915775060654,0.15978726744651794,0.06473106145858765,-0.38875120878219604,2.8270084857940674
1610046700260653600,-0.9676328301429749,-0.1851237267255783,0.061722952872514725,0.16001932322978973,0.06507471203804016,-0.38765376806259155,2.8265931606292725
1610046700265718500,-0.9677079916000366,-0.18453852832317352,0.06173112988471985,0.16023759543895721,0.0651865154504776,-0.38649263978004456,2.8261618614196777
1610046700270783500,-0.9677945971488953,-0.18394869565963745,0.06159983202815056,0.16044291853904724,0.06501373648643494,-0.38527676463127136,2.825702667236328
1610046700275848400,-0.9678927063941956,-0.18334157764911652,0.061377644538879395,0.1606311947107315,0.06466412544250488,-0.38399583101272583,2.8252456188201904
1610046700280913400,-0.9680055379867554,-0.18272222578525543,0.061047062277793884,0.16078265011310577,0.06410784274339676,-0.38265296816825867,2.8248257637023926
1610046700286763500,-0.9681326150894165,-0.18207913637161255,0.06062976270914078,0.1609048843383789,0.06339089572429657,-0.38123247027397156,2.824436664581299
1610046700292613400,-0.9682913422584534,-0.18132612109184265,0.06007334962487221,0.16100893914699554,0.06242714077234268,-0.37954479455947876,2.8240396976470947
1610046700298463500,-0.9684614539146423,-0.1805589646100998,0.0594647042453289,0.16107378900051117,0.061376288533210754,-0.3778093755245209,2.823709011077881
1610046700304313600,-0.968638002872467,-0.1797783076763153,0.05882204696536064,0.16112135350704193,0.06026719510555267,-0.3760347366333008,2.8234047889709473
1610046700308588500,-0.9688135981559753,-0.17899011075496674,0.05818681791424751,0.16117380559444427,0.05917541682720184,-0.37424778938293457,2.8230955600738525
1610046700312863500,-0.9688135981559753,-0.17899011075496674,0.05818681791424751,0.16117380559444427,0.05917541682720184,-0.37424778938293457,2.8230955600738525
1610046700317138400,-0.9690561890602112,-0.1778305321931839,0.05738600715994835,0.16128624975681305,0.0578361414372921,-0.3716644048690796,2.822619676589966
1610046700321413400,-0.9690561890602112,-0.1778305321931839,0.05738600715994835,0.16128624975681305,0.0578361414372921,-0.3716644048690796,2.822619676589966
1610046700326478600,-0.9692946076393127,-0.17664411664009094,0.056687548756599426,0.16140428185462952,0.0567190907895565,-0.369060754776001,2.8221755027770996
1610046700331543600,-0.9694350361824036,-0.17593717575073242,0.05629608407616615,0.16147002577781677,0.05610785260796547,-0.36751723289489746,2.8219316005706787
1610046700336608500,-0.9695770740509033,-0.17521902918815613,0.05592086538672447,0.16152849793434143,0.055537693202495575,-0.36595618724823,2.8217108249664307
1610046700341673500,-0.9697235226631165,-0.17448578774929047,0.05555196851491928,0.16157026588916779,0.054992854595184326,-0.3643660545349121,2.8215298652648926
1610046700346733600,-0.9698794484138489,-0.17373666167259216,0.05517439544200897,0.1615712195634842,0.054451752454042435,-0.36273908615112305,2.821434497833252
1610046700351793400,-0.9700361490249634,-0.17298507690429688,0.054783210158348083,0.1615700125694275,0.053884513676166534,-0.3611028790473938,2.8213396072387695
1610046700356853500,-0.9702000617980957,-0.17222517728805542,0.05437184125185013,0.1615362912416458,0.053291164338588715,-0.3594418466091156,2.821307897567749
1610046700361913600,-0.9703723788261414,-0.1714472770690918,0.0539349801838398,0.16147544980049133,0.05266166105866432,-0.3577352464199066,2.821326494216919
1610046700366973400,-0.9705520272254944,-0.17066732048988342,0.053456924855709076,0.16138090193271637,0.05196066200733185,-0.3560096323490143,2.8214030265808105
1610046700371973400,-0.970737874507904,-0.1698915660381317,0.052932821214199066,0.16125406324863434,0.05117543041706085,-0.35427623987197876,2.8215320110321045
1610046700376973600,-0.9709275960922241,-0.16912241280078888,0.05237843468785286,0.1611015349626541,0.050335295498371124,-0.3525453209877014,2.8217055797576904
1610046700381973500,-0.9711228609085083,-0.16835612058639526,0.05178624764084816,0.16091850399971008,0.049427639693021774,-0.35080692172050476,2.8219313621520996
1610046700386973400,-0.9713227152824402,-0.1676013320684433,0.05116705223917961,0.1606980264186859,0.0484745018184185,-0.34908148646354675,2.8222272396087646
1610046700392113400,-0.9715245962142944,-0.1668584793806076,0.050535429269075394,0.16045042872428894,0.047501906752586365,-0.3473753333091736,2.8225769996643066
1610046700397253400,-0.9717333316802979,-0.16610446572303772,0.04988927021622658,0.160170778632164,0.04651470482349396,-0.34564128518104553,2.8229916095733643
1610046700402393600,-0.9719439744949341,-0.16535210609436035,0.049276892095804214,0.1598605066537857,0.04560789465904236,-0.3439207375049591,2.823483943939209
1610046700407533600,-0.9721537232398987,-0.16460207104682922,0.048727963119745255,0.15952695906162262,0.044839587062597275,-0.34222501516342163,2.8240485191345215
1610046700412588500,-0.9723621010780334,-0.16385076940059662,0.048264212906360626,0.15917107462882996,0.04425517097115517,-0.34055373072624207,2.824690818786621
1610046700417643500,-0.9725637435913086,-0.16311286389827728,0.04789623245596886,0.15880762040615082,0.04386606439948082,-0.3389403223991394,2.8253815174102783
1610046700422698500,-0.9727610945701599,-0.16239000856876373,0.04759667068719864,0.15842929482460022,0.04361767694354057,-0.33737877011299133,2.8261260986328125
1610046700427753500,-0.972954273223877,-0.16167977452278137,0.047364652156829834,0.15803880989551544,0.04350784048438072,-0.33586394786834717,2.826918601989746
1610046700432828400,-0.9731414318084717,-0.16099406778812408,0.04719356819987297,0.15763691067695618,0.04351865127682686,-0.3344174027442932,2.8277535438537598
1610046700437903600,-0.9733232855796814,-0.16033022105693817,0.047068092972040176,0.1572277843952179,0.04361779987812042,-0.33302900195121765,2.8286173343658447
1610046700442978600,-0.9734966158866882,-0.1597035527229309,0.04697876423597336,0.15681865811347961,0.04377829283475876,-0.33172664046287537,2.8294904232025146
1610046700448053500,-0.9736615419387817,-0.15911482274532318,0.04690542817115784,0.15641452372074127,0.04395667836070061,-0.3305056691169739,2.830355167388916
1610046700453098500,-0.9738183617591858,-0.15856269001960754,0.04682445526123047,0.15602274239063263,0.04410224407911301,-0.3293561637401581,2.831188201904297
1610046700458143500,-0.9739629030227661,-0.1580611765384674,0.04673634096980095,0.15565553307533264,0.044207505881786346,-0.3283070921897888,2.831963539123535
1610046700463188500,-0.9740943312644958,-0.15760599076747894,0.04663240164518356,0.15532556176185608,0.04425174370408058,-0.32734760642051697,2.8326516151428223
1610046700468233500,-0.9742124676704407,-0.15718773007392883,0.04650624096393585,0.15504606068134308,0.044220421463251114,-0.32645756006240845,2.833223581314087
1610046700473293600,-0.9743157625198364,-0.15680596232414246,0.04639358073472977,0.15481704473495483,0.04418746754527092,-0.3256472647190094,2.833691120147705
1610046700478353400,-0.9744044542312622,-0.15645244717597961,0.04630602151155472,0.1546429991722107,0.044177982956171036,-0.3249039351940155,2.8340494632720947
1610046700483413500,-0.9744837880134583,-0.1561100035905838,0.046238262206315994,0.15450884401798248,0.04419175907969475,-0.32419073581695557,2.83432936668396
1610046700488473600,-0.974552571773529,-0.15578436851501465,0.04620513319969177,0.15441371500492096,0.04425793141126633,-0.3235238194465637,2.8345372676849365
1610046700493543400,-0.9746174812316895,-0.15546734631061554,0.04617073014378548,0.1543339490890503,0.04431337118148804,-0.3228744566440582,2.834711790084839
1610046700498613500,-0.9746832847595215,-0.15514691174030304,0.04613625630736351,0.15425151586532593,0.04437049850821495,-0.3222181797027588,2.8348920345306396
1610046700503683600,-0.9747509360313416,-0.1548258364200592,0.04610386863350868,0.1541558802127838,0.0444364957511425,-0.32156068086624146,2.8351006507873535
1610046700508753400,-0.9748259782791138,-0.15451157093048096,0.04602384567260742,0.154020294547081,0.04441584646701813,-0.3209002614021301,2.8353774547576904
1610046700513813500,-0.9749111533164978,-0.15419238805770874,0.04590103030204773,0.15383818745613098,0.044324375689029694,-0.32021477818489075,2.83573842048645
1610046700518873600,-0.9750069379806519,-0.15387019515037537,0.04574305936694145,0.15360020101070404,0.0441802442073822,-0.3195098638534546,2.8362057209014893
1610046700523933400,-0.9751129746437073,-0.15354891121387482,0.04553874582052231,0.15330947935581207,0.04395809769630432,-0.31879037618637085,2.8367691040039062
1610046700528993500,-0.9752287268638611,-0.15322943031787872,0.04528238996863365,0.15296778082847595,0.0436452254652977,-0.3180563449859619,2.8374226093292236
1610046700534038500,-0.9753531813621521,-0.15290579199790955,0.044979389756917953,0.1525871604681015,0.04325045645236969,-0.3172982931137085,2.8381433486938477
1610046700539083500,-0.975483238697052,-0.1525840014219284,0.04464992508292198,0.1521739512681961,0.042811181396245956,-0.3165348172187805,2.838923931121826
1610046700544128500,-0.975620687007904,-0.15225432813167572,0.04429751634597778,0.15172559022903442,0.04233843460679054,-0.31574746966362,2.8397717475891113
1610046700549173500,-0.9757624864578247,-0.1519281566143036,0.04390256106853485,0.1512545943260193,0.04178417846560478,-0.3149537742137909,2.84065318107605
1610046700554273500,-0.9759097099304199,-0.15161165595054626,0.043442267924547195,0.15075455605983734,0.04110183194279671,-0.314159095287323,2.8415744304656982
1610046700559373600,-0.9760625958442688,-0.15129612386226654,0.04292820766568184,0.15022800862789154,0.04031696915626526,-0.31334975361824036,2.8425345420837402
1610046700564473600,-0.9762194752693176,-0.15097741782665253,0.04236292466521263,0.1496887058019638,0.03943149745464325,-0.3125191032886505,2.843505620956421
1610046700569573400,-0.9763796925544739,-0.15065345168113708,0.0417596809566021,0.1491387039422989,0.03847259283065796,-0.31166714429855347,2.8444876670837402
1610046700574593500,-0.9765427708625793,-0.15031790733337402,0.04112479090690613,0.1485847681760788,0.03745287284255028,-0.3107835650444031,2.8454689979553223
1610046700579613400,-0.9767062664031982,-0.14996910095214844,0.04046371206641197,0.14804339408874512,0.036378663033246994,-0.30986735224723816,2.84641695022583
1610046700584633600,-0.9768722057342529,-0.14960052073001862,0.0397743284702301,0.14750707149505615,0.03525003790855408,-0.3089044988155365,2.8473470211029053
1610046700589653500,-0.9770380854606628,-0.1492162048816681,0.0390494205057621,0.146990567445755,0.034046195447444916,-0.30790165066719055,2.8482260704040527
1610046700594708500,-0.9772000312805176,-0.14882127940654755,0.03829221799969673,0.14651276171207428,0.0327661857008934,-0.30687060952186584,2.8490149974823
1610046700599763500,-0.9773572087287903,-0.14842011034488678,0.03748590126633644,0.14607928693294525,0.0313725620508194,-0.30581530928611755,2.8496973514556885
1610046700604818400,-0.9775063991546631,-0.1480167657136917,0.03664548695087433,0.14570291340351105,0.02989100106060505,-0.30474862456321716,2.850250482559204
1610046700609873400,-0.9776445627212524,-0.1476069539785385,0.03580059856176376,0.14540156722068787,0.028378022834658623,-0.3036709725856781,2.850646734237671
1610046700614938600,-0.9777669906616211,-0.14720621705055237,0.0349738746881485,0.1451856791973114,0.02687232196331024,-0.3026200234889984,2.850870370864868
1610046700620003600,-0.9778720140457153,-0.1468164622783661,0.03419962525367737,0.14505724608898163,0.025443265214562416,-0.3016093075275421,2.8509275913238525
1610046700625068500,-0.9779608845710754,-0.14643487334251404,0.03350261226296425,0.1450067013502121,0.02414565347135067,-0.300639808177948,2.8508460521698
1610046700630133500,-0.9780334830284119,-0.14606569707393646,0.0328897163271904,0.14502938091754913,0.022993888705968857,-0.2997216284275055,2.8506367206573486
1610046700635443500,-0.9780945181846619,-0.14570491015911102,0.03235015273094177,0.1451023817062378,0.02197439782321453,-0.29884281754493713,2.8503451347351074
1610046700640753400,-0.9781543612480164,-0.1453218311071396,0.0318179689347744,0.14520078897476196,0.020969277247786522,-0.2979219853878021,2.8500046730041504
1610046700646063600,-0.9782211184501648,-0.1449221968650818,0.03126169741153717,0.1452711671590805,0.019929228350520134,-0.29696014523506165,2.849717855453491
1610046700651373600,-0.9783084392547607,-0.14449988305568695,0.03060445375740528,0.14524361491203308,0.018720576539635658,-0.2959211766719818,2.8496081829071045
